"country","date","name","actual","consensus","previous","volatility"
"Japan","20160919 00:00:00","Respect-for-the-Aged Day Bank Holiday","","","","0"
"China","20160919 01:30:00",""House Price Index "","","","","1"
"European Monetary Union","20160919 08:00:00","Current Account s.a","","","","1"
"European Monetary Union","20160919 08:00:00","Current Account n.s.a","","","","1"
"Germany","20160919 09:00:00","German Buba Monthly Report","","","","1"
"European Monetary Union","20160919 09:00:00","Construction Output w.d.a (YoY)","","","","1"
"European Monetary Union","20160919 09:00:00","Construction Output  s.a (MoM)","","","","1"
"India","20160919 11:30:00","Trade Deficit - RBI","","","","1"
"India","20160919 11:30:00","Current Account Balance $","","","","1"
"Russia","20160919 13:00:00","Unemployment Rate","","","","1"
"United States","20160919 14:00:00","NAHB Housing Market Index","","","","2"
"Australia","20160919 14:30:00","CB Leading Indicator","","","","1"
"United States","20160919 15:30:00","3-Month Bill Auction","","","","1"
"United States","20160919 15:30:00","6-Month Bill Auction","","","","1"
