Date Time,,,,Event,,Survey,Actual,Prior,Revised
07/02/2012 10:00,BZ,296),,EXPORTS - US$ million,JUN,- -,- -,- -,- -
07/02/2012 10:00,BZ,297),,IMPORTS - US$ million,JUN,- -,- -,- -,- -
07/02/2012 10:00,BZ,298),,Trade Balance (FOB) - Weekly,1-Jul,- -,- -,- -,- -
07/03/2012 08:00,BZ,299),,Industrial Production sa (MoM),MAY,- -,- -,- -,- -
07/03/2012 08:00,BZ,300),,Industrial Production YoY,MAY,- -,- -,- -,- -
04-11 JUL,BZ,301),,Commodity Price Index (MoM),JUN,- -,- -,- -,- -
04-11 JUL,BZ,302),,Commodity Price Index (YoY),JUN,- -,- -,- -,- -
04-10 JUL,BZ,303),,CNI Capacity Utilization,MAY,- -,- -,- -,- -
05-10 JUL,BZ,304),,Vehicle Sales (Anfavea),JUN,- -,- -,- -,- -
05-10 JUL,BZ,305),,Vehicle Production (Anfavea),JUN,- -,- -,- -,- -
05-10 JUL,BZ,306),,Vehicle Exports (Anfavea),JUN,- -,- -,- -,- -
07/06/2012 08:00,BZ,307),,IBGE Inflation IPCA (MoM),JUN,- -,- -,- -,- -
07/06/2012 08:00,BZ,308),,IBGE Inflation IPCA (YoY),JUN,- -,- -,- -,- -
07/09/2012 10:00,BZ,309),,Trade Balance (FOB) - Weekly,8-Jul,- -,- -,- -,- -
07/11/2012 08:00,BZ,310),,Broad Retail Sales (YoY),MAY,- -,- -,- -,- -
07/11/2012 08:00,BZ,311),,Retail Sales (MoM),MAY,- -,- -,- -,- -
07/11/2012 08:00,BZ,312),,Retail Sales (YoY),MAY,- -,- -,- -,- -
07/11/2012,BZ,313),,SELIC Target - Central Bank,11-Jul,- -,- -,- -,- -
11-18 JUL,BZ,314),,Economic Activity Indx MoM SA,JUN,- -,- -,- -,- -
11-18 JUL,BZ,315),,Economic Activity Indx YoY NSA,JUN,- -,- -,- -,- -
14-21 JUL,BZ,316),,CAGED Formal Job Creation,JUN,- -,- -,- -,- -
15-22 JUL,BZ,317),,Tax Collections,JUN,- -,- -,- -,- -
07/16/2012 10:00,BZ,318),,Trade Balance (FOB) - Weekly,15-Jul,- -,- -,- -,- -
07/19/2012 07:30,BZ,319),,COPOM Monetary Policy Meeting Minutes,,,,,
07/20/2012 08:00,BZ,320),,IBGE CPI IPCA-15 (MoM),JUL,- -,- -,- -,- -
07/23/2012 10:00,BZ,321),,Trade Balance (FOB) - Weekly,22-Jul,- -,- -,- -,- -
23-31 JUL,BZ,322),,FGV Consumer Confidence,JUL,- -,- -,- -,- -
07/24/2012 09:30,BZ,323),,Current Account - Monthly,JUN,- -,- -,- -,- -
07/24/2012 09:30,BZ,324),,Foreign Investment,JUN,- -,- -,- -,- -
07/25/2012 23:00,BZ,325),,Private Banks Lending,JUN,- -,- -,- -,- -
07/25/2012 23:00,BZ,326),,Outstanding Loans MoM%,JUN,- -,- -,- -,- -
07/25/2012 23:00,BZ,327),,Total Outstanding Loans,JUN,- -,- -,- -,- -
07/26/2012 08:00,BZ,328),,Unemployment Rate,JUN,- -,- -,- -,- -
07/30/2012 10:00,BZ,329),,Trade Balance (FOB) - Weekly,29-Jul,- -,- -,- -,- -
07/30/2012,BZ,330),,Central Govt Budget,JUN,- -,- -,- -,- -
07/31/2012 09:30,BZ,331),,Net Debt % GDP,JUN,- -,- -,- -,- -
07/31/2012 09:30,BZ,332),,Primary Budget Balance,JUN,- -,- -,- -,- -
07/31/2012 09:30,BZ,333),,Nominal Budget Balance,JUN,- -,- -,- -,- -
08/01/2012 08:00,BZ,334),,Industrial Production sa (MoM),JUN,- -,- -,- -,- -
08/01/2012 08:00,BZ,335),,Industrial Production YoY,JUN,- -,- -,- -,- -
08/01/2012 09:00,BZ,336),,PMI Manufacturing,JUL,- -,- -,- -,- -
08/01/2012 10:00,BZ,337),,Trade Balance (FOB) - Monthly,JUL,- -,- -,- -,- -
08/01/2012 10:00,BZ,338),,EXPORTS - US$ million,JUL,- -,- -,- -,- -
08/01/2012 10:00,BZ,339),,IMPORTS - US$ million,JUL,- -,- -,- -,- -
01-08 AUG,BZ,340),,Commodity Price Index (MoM),JUL,- -,- -,- -,- -
01-08 AUG,BZ,341),,Commodity Price Index (YoY),JUL,- -,- -,- -,- -
03-09 AUG,BZ,342),,CNI Capacity Utilization,JUN,- -,- -,- -,- -
08/06/2012 10:00,BZ,343),,Trade Balance (FOB) - Weekly,5-Aug,- -,- -,- -,- -
06-09 AUG,BZ,344),,Vehicle Sales (Anfavea),JUL,- -,- -,- -,- -
06-09 AUG,BZ,345),,Vehicle Production (Anfavea),JUL,- -,- -,- -,- -
06-09 AUG,BZ,346),,Vehicle Exports (Anfavea),JUL,- -,- -,- -,- -
08/08/2012 08:00,BZ,347),,IBGE Inflation IPCA (MoM),JUL,- -,- -,- -,- -
08/08/2012 08:00,BZ,348),,IBGE Inflation IPCA (YoY),JUL,- -,- -,- -,- -
08-15 AUG,BZ,349),,Economic Activity Indx MoM SA,JUL,- -,- -,- -,- -
08-15 AUG,BZ,350),,Economic Activity Indx YoY NSA,JUL,- -,- -,- -,- -
08/13/2012 10:00,BZ,351),,Trade Balance (FOB) - Weekly,12-Aug,- -,- -,- -,- -
14-21 AUG,BZ,352),,CAGED Formal Job Creation,JUL,- -,- -,- -,- -
15-22 AUG,BZ,353),,Tax Collections,JUL,- -,- -,- -,- -
08/16/2012 08:00,BZ,354),,Broad Retail Sales (YoY),JUN,- -,- -,- -,- -
08/16/2012 08:00,BZ,355),,Retail Sales (MoM),JUN,- -,- -,- -,- -
08/16/2012 08:00,BZ,356),,Retail Sales (YoY),JUN,- -,- -,- -,- -
08/20/2012 10:00,BZ,357),,Trade Balance (FOB) - Weekly,19-Aug,- -,- -,- -,- -
20-31 AUG,BZ,358),,FGV Consumer Confidence,AUG,- -,- -,- -,- -
08/22/2012 08:00,BZ,359),,IBGE CPI IPCA-15 (MoM),AUG,- -,- -,- -,- -
08/23/2012 08:00,BZ,360),,Unemployment Rate,JUL,- -,- -,- -,- -
08/23/2012 09:30,BZ,361),,Current Account - Monthly,JUL,- -,- -,- -,- -
08/23/2012 09:30,BZ,362),,Foreign Investment,JUL,- -,- -,- -,- -
08/27/2012 10:00,BZ,363),,Trade Balance (FOB) - Weekly,26-Aug,- -,- -,- -,- -
08/29/2012 23:00,BZ,364),,Private Banks Lending,JUL,- -,- -,- -,- -
08/29/2012 23:00,BZ,365),,Outstanding Loans MoM%,JUL,- -,- -,- -,- -
08/29/2012 23:00,BZ,366),,Total Outstanding Loans,JUL,- -,- -,- -,- -
08/29/2012,BZ,367),,SELIC Target - Central Bank,29-Aug,- -,- -,- -,- -
08/30/2012,BZ,368),,Central Govt Budget,JUL,- -,- -,- -,- -
08/31/2012 08:00,BZ,369),,GDP (IBGE) 4Qtrs Accumulated,2Q,- -,- -,- -,- -
08/31/2012 08:00,BZ,370),,GDP (IBGE) QoQ,2Q,- -,- -,- -,- -
08/31/2012 08:00,BZ,371),,GDP (IBGE) YoY,2Q,- -,- -,- -,- -
08/31/2012 09:30,BZ,372),,Net Debt % GDP,JUL,- -,- -,- -,- -
08/31/2012 09:30,BZ,373),,Primary Budget Balance,JUL,- -,- -,- -,- -
08/31/2012 09:30,BZ,374),,Nominal Budget Balance,JUL,- -,- -,- -,- -
09/03/2012 09:00,BZ,375),,PMI Manufacturing,AUG,- -,- -,- -,- -
09/03/2012 10:00,BZ,376),,Trade Balance (FOB) - Monthly,AUG,- -,- -,- -,- -
09/03/2012 10:00,BZ,377),,EXPORTS - US$ million,AUG,- -,- -,- -,- -
09/03/2012 10:00,BZ,378),,IMPORTS - US$ million,AUG,- -,- -,- -,- -
09/03/2012 10:00,BZ,379),,Trade Balance (FOB) - Weekly,2-Sep,- -,- -,- -,- -
09/04/2012 08:00,BZ,380),,Industrial Production sa (MoM),JUL,- -,- -,- -,- -
09/04/2012 08:00,BZ,381),,Industrial Production YoY,JUL,- -,- -,- -,- -
09/05/2012 08:00,BZ,382),,IBGE Inflation IPCA (MoM),AUG,- -,- -,- -,- -
09/05/2012 08:00,BZ,383),,IBGE Inflation IPCA (YoY),AUG,- -,- -,- -,- -
05-12 SEP,BZ,384),,Commodity Price Index (MoM),AUG,- -,- -,- -,- -
05-12 SEP,BZ,385),,Commodity Price Index (YoY),AUG,- -,- -,- -,- -
05-12 SEP,BZ,386),,CNI Capacity Utilization,JUL,- -,- -,- -,- -
09/06/2012 07:30,BZ,387),,COPOM Monetary Policy Meeting Minutes,,,,,
06-12 SEP,BZ,388),,Vehicle Sales (Anfavea),AUG,- -,- -,- -,- -
06-12 SEP,BZ,389),,Vehicle Production (Anfavea),AUG,- -,- -,- -,- -
06-12 SEP,BZ,390),,Vehicle Exports (Anfavea),AUG,- -,- -,- -,- -
09/10/2012 10:00,BZ,391),,Trade Balance (FOB) - Weekly,9-Sep,- -,- -,- -,- -
12-19 SEP,BZ,392),,Economic Activity Indx MoM SA,AUG,- -,- -,- -,- -
12-19 SEP,BZ,393),,Economic Activity Indx YoY NSA,AUG,- -,- -,- -,- -
09/13/2012 08:00,BZ,394),,Broad Retail Sales (YoY),JUL,- -,- -,- -,- -
09/13/2012 08:00,BZ,395),,Retail Sales (MoM),JUL,- -,- -,- -,- -
09/13/2012 08:00,BZ,396),,Retail Sales (YoY),JUL,- -,- -,- -,- -
14-21 SEP,BZ,397),,CAGED Formal Job Creation,AUG,- -,- -,- -,- -
15-22 SEP,BZ,398),,Tax Collections,AUG,- -,- -,- -,- -
09/17/2012 10:00,BZ,399),,Trade Balance (FOB) - Weekly,16-Sep,- -,- -,- -,- -
17-28 SEP,BZ,400),,FGV Consumer Confidence,SEP,- -,- -,- -,- -
09/20/2012 08:00,BZ,401),,IBGE CPI IPCA-15 (MoM),SEP,- -,- -,- -,- -
09/20/2012 08:00,BZ,402),,Unemployment Rate,AUG,- -,- -,- -,- -
09/24/2012 10:00,BZ,403),,Trade Balance (FOB) - Weekly,23-Sep,- -,- -,- -,- -
09/25/2012 09:30,BZ,404),,Current Account - Monthly,AUG,- -,- -,- -,- -
09/25/2012 09:30,BZ,405),,Foreign Investment,AUG,- -,- -,- -,- -
09/26/2012 23:00,BZ,406),,Private Banks Lending,AUG,- -,- -,- -,- -
09/26/2012 23:00,BZ,407),,Outstanding Loans MoM%,AUG,- -,- -,- -,- -
09/26/2012 23:00,BZ,408),,Total Outstanding Loans,AUG,- -,- -,- -,- -
09/26/2012,BZ,409),,Long Term Rate - TJLP,1-Oct,- -,- -,- -,- -
09/27/2012,BZ,410),,Central Govt Budget,AUG,- -,- -,- -,- -
09/28/2012 09:30,BZ,411),,Net Debt % GDP,AUG,- -,- -,- -,- -
09/28/2012 09:30,BZ,412),,Primary Budget Balance,AUG,- -,- -,- -,- -
09/28/2012 09:30,BZ,413),,Nominal Budget Balance,AUG,- -,- -,- -,- -
10/01/2012 09:00,BZ,414),,PMI Manufacturing,SEP,- -,- -,- -,- -
10/01/2012 10:00,BZ,415),,Trade Balance (FOB) - Monthly,SEP,- -,- -,- -,- -
10/01/2012 10:00,BZ,416),,EXPORTS - US$ million,SEP,- -,- -,- -,- -
10/01/2012 10:00,BZ,417),,IMPORTS - US$ million,SEP,- -,- -,- -,- -
10/01/2012 10:00,BZ,418),,Trade Balance (FOB) - Weekly,30-Sep,- -,- -,- -,- -
10/02/2012 08:00,BZ,419),,Industrial Production sa (MoM),AUG,- -,- -,- -,- -
10/02/2012 08:00,BZ,420),,Industrial Production YoY,AUG,- -,- -,- -,- -
03-10 OCT,BZ,421),,Commodity Price Index (MoM),SEP,- -,- -,- -,- -
03-10 OCT,BZ,422),,Commodity Price Index (YoY),SEP,- -,- -,- -,- -
03-09 OCT,BZ,423),,CNI Capacity Utilization,AUG,- -,- -,- -,- -
04-09 OCT,BZ,424),,Vehicle Sales (Anfavea),SEP,- -,- -,- -,- -
04-09 OCT,BZ,425),,Vehicle Production (Anfavea),SEP,- -,- -,- -,- -
04-09 OCT,BZ,426),,Vehicle Exports (Anfavea),SEP,- -,- -,- -,- -
10/05/2012 08:00,BZ,427),,IBGE Inflation IPCA (MoM),SEP,- -,- -,- -,- -
10/05/2012 08:00,BZ,428),,IBGE Inflation IPCA (YoY),SEP,- -,- -,- -,- -
10/08/2012 10:00,BZ,429),,Trade Balance (FOB) - Weekly,7-Oct,- -,- -,- -,- -
10/10/2012,BZ,430),,SELIC Target - Central Bank,10-Oct,- -,- -,- -,- -
10-17 OCT,BZ,431),,Economic Activity Indx MoM SA,SEP,- -,- -,- -,- -
10-17 OCT,BZ,432),,Economic Activity Indx YoY NSA,SEP,- -,- -,- -,- -
10/11/2012 08:00,BZ,433),,Broad Retail Sales (YoY),AUG,- -,- -,- -,- -
10/11/2012 08:00,BZ,434),,Retail Sales (MoM),AUG,- -,- -,- -,- -
10/11/2012 08:00,BZ,435),,Retail Sales (YoY),AUG,- -,- -,- -,- -
14-20 OCT,BZ,436),,CAGED Formal Job Creation,SEP,- -,- -,- -,- -
10/15/2012 09:00,BZ,437),,Trade Balance (FOB) - Weekly,14-Oct,- -,- -,- -,- -
15-22 OCT,BZ,438),,Tax Collections,SEP,- -,- -,- -,- -
10/17/2012 06:30,BZ,439),,COPOM Monetary Policy Meeting Minutes,,,,,
10/19/2012 07:00,BZ,440),,IBGE CPI IPCA-15 (MoM),OCT,- -,- -,- -,- -
10/22/2012 09:00,BZ,441),,Trade Balance (FOB) - Weekly,20-Oct,- -,- -,- -,- -
22-31 OCT,BZ,442),,FGV Consumer Confidence,OCT,- -,- -,- -,- -
10/23/2012 08:30,BZ,443),,Current Account - Monthly,SEP,- -,- -,- -,- -
10/23/2012 08:30,BZ,444),,Foreign Investment,SEP,- -,- -,- -,- -
10/25/2012 07:00,BZ,445),,Unemployment Rate,SEP,- -,- -,- -,- -
10/25/2012 22:00,BZ,446),,Private Banks Lending,SEP,- -,- -,- -,- -
10/25/2012 22:00,BZ,447),,Outstanding Loans MoM%,SEP,- -,- -,- -,- -
10/25/2012 22:00,BZ,448),,Total Outstanding Loans,SEP,- -,- -,- -,- -
10/29/2012 09:00,BZ,449),,Trade Balance (FOB) - Weekly,28-Oct,- -,- -,- -,- -
10/29/2012,BZ,450),,Central Govt Budget,SEP,- -,- -,- -,- -
10/30/2012 08:30,BZ,451),,Net Debt % GDP,SEP,- -,- -,- -,- -
10/30/2012 08:30,BZ,452),,Primary Budget Balance,SEP,- -,- -,- -,- -
10/30/2012 08:30,BZ,453),,Nominal Budget Balance,SEP,- -,- -,- -,- -
11/01/2012 07:00,BZ,454),,Industrial Production sa (MoM),SEP,- -,- -,- -,- -
11/01/2012 07:00,BZ,455),,Industrial Production YoY,SEP,- -,- -,- -,- -
11/01/2012 08:00,BZ,456),,PMI Manufacturing,OCT,- -,- -,- -,- -
11/01/2012 09:00,BZ,457),,Trade Balance (FOB) - Monthly,OCT,- -,- -,- -,- -
11/01/2012 09:00,BZ,458),,EXPORTS - US$ million,OCT,- -,- -,- -,- -
11/01/2012 09:00,BZ,459),,IMPORTS - US$ million,OCT,- -,- -,- -,- -
11/05/2012 08:00,BZ,460),,Trade Balance (FOB) - Weekly,4-Nov,- -,- -,- -,- -
06-12 NOV,BZ,461),,CNI Capacity Utilization,SEP,- -,- -,- -,- -
11/07/2012 06:00,BZ,462),,IBGE Inflation IPCA (MoM),OCT,- -,- -,- -,- -
11/07/2012 06:00,BZ,463),,IBGE Inflation IPCA (YoY),OCT,- -,- -,- -,- -
07-14 NOV,BZ,464),,Commodity Price Index (MoM),OCT,- -,- -,- -,- -
07-14 NOV,BZ,465),,Commodity Price Index (YoY),OCT,- -,- -,- -,- -
07-12 NOV,BZ,466),,Vehicle Sales (Anfavea),OCT,- -,- -,- -,- -
07-12 NOV,BZ,467),,Vehicle Production (Anfavea),OCT,- -,- -,- -,- -
07-12 NOV,BZ,468),,Vehicle Exports (Anfavea),OCT,- -,- -,- -,- -
11/12/2012 08:00,BZ,469),,Trade Balance (FOB) - Weekly,11-Nov,- -,- -,- -,- -
11/13/2012 06:00,BZ,470),,Broad Retail Sales (YoY),SEP,- -,- -,- -,- -
11/13/2012 06:00,BZ,471),,Retail Sales (MoM),SEP,- -,- -,- -,- -
11/13/2012 06:00,BZ,472),,Retail Sales (YoY),SEP,- -,- -,- -,- -
14-21 NOV,BZ,473),,Economic Activity Indx MoM SA,OCT,- -,- -,- -,- -
14-21 NOV,BZ,474),,Economic Activity Indx YoY NSA,OCT,- -,- -,- -,- -
14-21 NOV,BZ,475),,CAGED Formal Job Creation,OCT,- -,- -,- -,- -
15-22 NOV,BZ,476),,Tax Collections,OCT,- -,- -,- -,- -
11/19/2012 08:00,BZ,477),,Trade Balance (FOB) - Weekly,18-Nov,- -,- -,- -,- -
19-30 NOV,BZ,478),,FGV Consumer Confidence,NOV,- -,- -,- -,- -
11/22/2012 06:00,BZ,479),,IBGE CPI IPCA-15 (MoM),NOV,- -,- -,- -,- -
11/22/2012 06:00,BZ,480),,Unemployment Rate,OCT,- -,- -,- -,- -
11/22/2012 07:30,BZ,481),,Current Account - Monthly,OCT,- -,- -,- -,- -
11/22/2012 07:30,BZ,482),,Foreign Investment,OCT,- -,- -,- -,- -
11/26/2012 08:00,BZ,483),,Trade Balance (FOB) - Weekly,25-Nov,- -,- -,- -,- -
11/28/2012 21:00,BZ,484),,Private Banks Lending,OCT,- -,- -,- -,- -
11/28/2012 21:00,BZ,485),,Outstanding Loans MoM%,OCT,- -,- -,- -,- -
11/28/2012 21:00,BZ,486),,Total Outstanding Loans,OCT,- -,- -,- -,- -
11/28/2012,BZ,487),,SELIC Target - Central Bank,28-Nov,- -,- -,- -,- -
11/29/2012,BZ,488),,Central Govt Budget,OCT,- -,- -,- -,- -
11/30/2012 06:00,BZ,489),,GDP (IBGE) 4Qtrs Accumulated,3Q,- -,- -,- -,- -
11/30/2012 06:00,BZ,490),,GDP (IBGE) QoQ,3Q,- -,- -,- -,- -
11/30/2012 06:00,BZ,491),,GDP (IBGE) YoY,3Q,- -,- -,- -,- -
11/30/2012 07:30,BZ,492),,Net Debt % GDP,OCT,- -,- -,- -,- -
11/30/2012 07:30,BZ,493),,Primary Budget Balance,OCT,- -,- -,- -,- -
11/30/2012 07:30,BZ,494),,Nominal Budget Balance,OCT,- -,- -,- -,- -
12/03/2012 07:00,BZ,495),,PMI Manufacturing,NOV,- -,- -,- -,- -
12/03/2012 08:00,BZ,496),,Trade Balance (FOB) - Monthly,NOV,- -,- -,- -,- -
12/03/2012 08:00,BZ,497),,EXPORTS - US$ million,NOV,- -,- -,- -,- -
12/03/2012 08:00,BZ,498),,IMPORTS - US$ million,NOV,- -,- -,- -,- -
12/03/2012 08:00,BZ,499),,Trade Balance (FOB) - Weekly,2-Dec,- -,- -,- -,- -
12/04/2012 06:00,BZ,500),,Industrial Production sa (MoM),OCT,- -,- -,- -,- -
12/04/2012 06:00,BZ,501),,Industrial Production YoY,OCT,- -,- -,- -,- -
05-12 DEC,BZ,502),,Commodity Price Index (MoM),NOV,- -,- -,- -,- -
05-12 DEC,BZ,503),,Commodity Price Index (YoY),NOV,- -,- -,- -,- -
05-11 DEC,BZ,504),,CNI Capacity Utilization,OCT,- -,- -,- -,- -
12/06/2012 05:30,BZ,505),,COPOM Monetary Policy Meeting Minutes,,,,,
06-11 DEC,BZ,506),,Vehicle Sales (Anfavea),NOV,- -,- -,- -,- -
06-11 DEC,BZ,507),,Vehicle Production (Anfavea),NOV,- -,- -,- -,- -
06-11 DEC,BZ,508),,Vehicle Exports (Anfavea),NOV,- -,- -,- -,- -
12/07/2012 06:00,BZ,509),,IBGE Inflation IPCA (MoM),NOV,- -,- -,- -,- -
12/07/2012 06:00,BZ,510),,IBGE Inflation IPCA (YoY),NOV,- -,- -,- -,- -
12/10/2012 08:00,BZ,511),,Trade Balance (FOB) - Weekly,9-Dec,- -,- -,- -,- -
12-19 DEC,BZ,512),,Economic Activity Indx MoM SA,NOV,- -,- -,- -,- -
12-19 DEC,BZ,513),,Economic Activity Indx YoY NSA,NOV,- -,- -,- -,- -
12/13/2012 06:00,BZ,514),,Broad Retail Sales (YoY),OCT,- -,- -,- -,- -
12/13/2012 06:00,BZ,515),,Retail Sales (MoM),OCT,- -,- -,- -,- -
12/13/2012 06:00,BZ,516),,Retail Sales (YoY),OCT,- -,- -,- -,- -
14-21 DEC,BZ,517),,CAGED Formal Job Creation,NOV,- -,- -,- -,- -
15-22 DEC,BZ,518),,Tax Collections,NOV,- -,- -,- -,- -
12/17/2012 08:00,BZ,519),,Trade Balance (FOB) - Weekly,16-Dec,- -,- -,- -,- -
17-31 DEC,BZ,520),,FGV Consumer Confidence,DEC,- -,- -,- -,- -
12/19/2012 06:00,BZ,521),,IBGE CPI IPCA-15 (MoM),DEC,- -,- -,- -,- -
12/19/2012,BZ,522),,Long Term Rate - TJLP,1-Jan,- -,- -,- -,- -
12/20/2012 07:30,BZ,523),,Current Account - Monthly,NOV,- -,- -,- -,- -
12/20/2012 07:30,BZ,524),,Foreign Investment,NOV,- -,- -,- -,- -
12/20/2012 21:00,BZ,525),,Private Banks Lending,NOV,- -,- -,- -,- -
12/20/2012 21:00,BZ,526),,Outstanding Loans MoM%,NOV,- -,- -,- -,- -
12/20/2012 21:00,BZ,527),,Total Outstanding Loans,NOV,- -,- -,- -,- -
12/21/2012 06:00,BZ,528),,Unemployment Rate,NOV,- -,- -,- -,- -
12/24/2012 08:00,BZ,529),,Trade Balance (FOB) - Weekly,23-Dec,- -,- -,- -,- -
12/27/2012,BZ,530),,Central Govt Budget,NOV,- -,- -,- -,- -
12/28/2012 07:30,BZ,531),,Net Debt % GDP,NOV,- -,- -,- -,- -
12/28/2012 07:30,BZ,532),,Primary Budget Balance,NOV,- -,- -,- -,- -
12/28/2012 07:30,BZ,533),,Nominal Budget Balance,NOV,- -,- -,- -,- -
