Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
07/17/2013 07:00,US,758),,MBA Mortgage Applications,12-Jul,--,--,--,--,93.75,MBAVCHNG Index
07/17/2013 08:30,US,759),,Building Permits MOM%,Jun,--,--,--,--,15.7407,NHCHATCH Index
07/17/2013 08:30,US,760),,Housing Starts MOM%,Jun,--,--,--,--,17.5926,NHCHSTCH Index
07/17/2013 08:30,US,761),,Building Permits,Jun,--,--,--,--,61.5741,NHSPATOT Index
07/17/2013 08:30,US,762),,Housing Starts,Jun,--,--,--,--,87.963,NHSPSTOT Index
07/17/2013 14:00,US,763),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
07/18/2013 08:30,US,764),,Initial Jobless Claims,13-Jul,--,--,--,--,99.0741,INJCJC Index
07/18/2013 08:30,US,765),,Continuing Claims,6-Jul,--,--,--,--,69.3519,INJCSP Index
07/18/2013 09:45,US,766),,Bloomberg Economic Expectations,Jul,--,--,--,--,22.2222,COMFBTWR Index
07/18/2013 09:45,US,767),,Bloomberg Consumer Comfort,14-Jul,--,--,--,--,61.1111,COMFCOMF Index
07/18/2013 10:00,US,768),,Philadelphia Fed.,Jul,--,--,--,--,75,OUTFGAF Index
07/18/2013 10:00,US,769),,Leading Indicators,Jun,--,--,--,--,84.2593,LEI CHNG Index
07/22/2013 08:30,US,770),,Chicago Fed Nat Activity Index,Jun,--,--,--,--,60.1852,CFNAI Index
07/22/2013 10:00,US,771),,Existing Home Sales,Jun,--,--,--,--,87.037,ETSLTOTL Index
07/22/2013 10:00,US,772),,Existing Home Sales MoM,Jun,--,--,--,--,50,ETSLMOM Index
07/23/2013 09:00,US,773),,House Price Index MoM,May,--,--,--,--,65.7407,HPIMMOM% Index
07/23/2013 10:00,US,774),,Richmond Fed Manufact. Index,Jul,--,--,--,--,67.5926,RCHSINDX Index
07/24/2013 07:00,US,775),,MBA Mortgage Applications,19-Jul,--,--,--,--,93.75,MBAVCHNG Index
07/24/2013 08:58,US,776),,Markit US PMI Preliminary,Jul,--,--,--,--,2.77778,ECONMUS Index
07/24/2013 10:00,US,777),,New Home Sales MoM,Jun,--,--,--,--,47.2222,NHSLCHNG Index
07/24/2013 10:00,US,778),,New Home Sales,Jun,--,--,--,--,89.8148,NHSLTOT Index
07/25/2013 08:30,US,779),,Durable Goods Orders,Jun,--,--,--,--,90.7407,DGNOCHNG Index
07/25/2013 08:30,US,780),,Durables Ex Transportation,Jun,--,--,--,--,72.5926,DGNOXTCH Index
07/25/2013 08:30,US,781),,Initial Jobless Claims,20-Jul,--,--,--,--,99.0741,INJCJC Index
07/25/2013 08:30,US,782),,Cap Goods Orders Nondef Ex Air,Jun,--,--,--,--,52.7778,CGNOXAI% Index
07/25/2013 08:30,US,783),,Continuing Claims,13-Jul,--,--,--,--,69.3519,INJCSP Index
07/25/2013 08:30,US,784),,Cap Goods Ship Nondef Ex Air,Jun,--,--,--,--,49.0741,CGSHXAI% Index
07/25/2013 09:45,US,785),,Bloomberg Consumer Comfort,21-Jul,--,--,--,--,61.1111,COMFCOMF Index
07/25/2013 11:00,US,786),,Kansas City Fed Manf. Activity,Jul,--,--,--,--,7.40741,KCLSSACI Index
07/26/2013 09:55,US,787),,U. of Michigan Confidence,Jul,--,--,--,--,92.5926,CONSSENT Index
07/29/2013 10:00,US,788),,Pending Home Sales MoM,Jun,--,--,--,--,73.1481,USPHTMOM Index
07/29/2013 10:00,US,789),,Pending Home Sales YoY,Jun,--,--,--,--,20.3704,USPHTYOY Index
07/29/2013 10:30,US,790),,Dallas Fed Manf. Activity,Jul,--,--,--,--,62.037,DFEDGBA Index
07/30/2013 09:00,US,791),,S&P/CS 20 City MoM% SA,May,--,--,--,--,16.6667,SPCS20SM Index
07/30/2013 09:00,US,792),,S&P/CS Composite-20 YoY,May,--,--,--,--,45.3704,SPCS20Y% Index
07/30/2013 09:00,US,793),,S&P/CaseShiller Home Price Ind,May,--,--,--,--,53.7037,SPCS20 Index
07/30/2013 10:00,US,794),,Consumer Confidence,Jul,--,--,--,--,95.3704,CONCCONF Index
07/31/2013 07:00,US,795),,MBA Mortgage Applications,26-Jul,--,--,--,--,93.75,MBAVCHNG Index
07/31/2013 08:15,US,796),,ADP Employment Change,Jul,--,--,--,--,76.8519,ADP CHNG Index
07/31/2013 08:30,US,797),,Employment Cost Index,2Q,--,--,--,--,71.2963,ECI SA% Index
07/31/2013 08:30,US,798),,GDP QoQ (Annualized),2Q A,--,--,--,--,96.2963,GDP CQOQ Index
07/31/2013 08:30,US,799),,GDP Price Index,2Q A,--,--,--,--,77.037,GDP PIQQ Index
07/31/2013 08:30,US,800),,Core PCE QoQ,2Q A,--,--,--,--,67.4074,GDPCPCEC Index
07/31/2013 08:30,US,801),,Personal Consumption,2Q A,--,--,--,--,67.4074,GDPCTOT% Index
07/31/2013 09:00,US,802),,NAPM-Milwaukee,Jul,--,--,--,--,25.9259,MAPMINDX Index
07/31/2013 09:45,US,803),,Chicago Purchasing Manager,Jul,--,--,--,--,77.7778,CHPMINDX Index
07/31/2013 14:15,US,804),,FOMC Rate Decision,31-Jul,--,--,--,--,97.2222,FDTR Index
08/01/2013 07:30,US,805),,Challenger Job Cuts YoY,Jul,--,--,--,--,29.6296,CHALYOY% Index
08/01/2013 08:00,US,806),,RBC Consumer Outlook Index,Aug,--,--,--,--,9.25926,ICSHNATL Index
08/01/2013 08:30,US,807),,Initial Jobless Claims,27-Jul,--,--,--,--,99.0741,INJCJC Index
08/01/2013 08:30,US,808),,Continuing Claims,20-Jul,--,--,--,--,69.3519,INJCSP Index
08/01/2013 08:58,US,809),,Markit US PMI Final,Jul,--,--,--,--,0.925926,ECONMUSF Index
08/01/2013 09:45,US,810),,Bloomberg Consumer Comfort,28-Jul,--,--,--,--,61.1111,COMFCOMF Index
08/01/2013 10:00,US,811),,Construction Spending MoM,Jun,--,--,--,--,78.7037,CNSTTMOM Index
08/01/2013 10:00,US,812),,ISM Manufacturing,Jul,--,--,--,--,94.4444,NAPMPMI Index
08/01/2013 10:00,US,813),,ISM Prices Paid,Jul,--,--,--,--,68.5185,NAPMPRIC Index
08/01/2013 17:00,US,814),,Domestic Vehicle Sales,Jul,--,--,--,--,31.4815,SAARDTOT Index
08/01/2013 17:00,US,815),,Total Vehicle Sales,Jul,--,--,--,--,38.8889,SAARTOTL Index
08/02/2013 08:30,US,816),,Change in Nonfarm Payrolls,Jul,--,--,--,--,98.1481,NFP TCH Index
08/02/2013 08:30,US,817),,Change in Private Payrolls,Jul,--,--,--,--,18.5185,NFP PCH Index
08/02/2013 08:30,US,818),,Personal Income,Jun,--,--,--,--,83.3333,PITLCHNG Index
08/02/2013 08:30,US,819),,Personal Spending,Jun,--,--,--,--,83.3333,PCE CRCH Index
08/02/2013 08:30,US,820),,Change in Manufact. Payrolls,Jul,--,--,--,--,68.7037,USMMMNCH Index
08/02/2013 08:30,US,821),,Unemployment Rate,Jul,--,--,--,--,88.3333,USURTOT Index
08/02/2013 08:30,US,822),,PCE Deflator (MoM),Jun,--,--,--,--,3.7037,PCE DEFM Index
08/02/2013 08:30,US,823),,Avg Hourly Earning MOM All Emp,Jul,--,--,--,--,14.8148,AHE MOM% Index
08/02/2013 08:30,US,824),,PCE Deflator (YoY),Jun,--,--,--,--,32.4074,PCE DEFY Index
08/02/2013 08:30,US,825),,Avg Hourly Earning YOY All Emp,Jul,--,--,--,--,13.8889,AHE YOY% Index
08/02/2013 08:30,US,826),,PCE Core (MoM),Jun,--,--,--,--,58.3333,PCE CMOM Index
08/02/2013 08:30,US,827),,PCE Core (YoY),Jun,--,--,--,--,34.2593,PCE CYOY Index
08/02/2013 08:30,US,828),,Avg Weekly Hours All Employees,Jul,--,--,--,--,12.963,AWH TOTL Index
08/02/2013 08:30,US,829),,Change in Household Employment,Jul,--,--,--,--,10.1852,USEMNCHG Index
08/02/2013 08:30,US,830),,Underemployment Rate (U6),Jul,--,--,--,--,8.33333,USUDMAER Index
08/02/2013 09:45,US,831),,ISM New York,Jul,--,--,--,--,6.48148,NYPMCURR Index
08/02/2013 10:00,US,832),,Factory Orders,Jun,--,--,--,--,82.4074,TMNOCHNG Index
08/05/2013 10:00,US,833),,ISM Non-Manf. Composite,Jul,--,--,--,--,70.3704,NAPMNMI Index
05-09 AUG,US,834),,Mortgage Delinquencies,2Q,--,--,--,--,31.25,DLQTDLQT Index
05-09 AUG,US,835),,MBA Mortgage Foreclosures,2Q,--,--,--,--,12.037,FORLTOTL Index
08/06/2013 08:30,US,836),,Trade Balance,Jun,--,--,--,--,81.4815,USTBTOT Index
08/06/2013 10:00,US,837),,IBD/TIPP Economic Optimism,Aug,--,--,--,--,4.62963,ECONUSIB Index
08/06/2013 10:00,US,838),,JOLTs Job Openings,Jun,--,--,--,--,11.1111,JOLTTOTL Index
08/07/2013 07:00,US,839),,MBA Mortgage Applications,2-Aug,--,--,--,--,93.75,MBAVCHNG Index
08/07/2013 15:00,US,840),,Consumer Credit,Jun,--,--,--,--,37.037,CICRTOT Index
08/08/2013 08:30,US,841),,Initial Jobless Claims,3-Aug,--,--,--,--,99.0741,INJCJC Index
08/08/2013 08:30,US,842),,Continuing Claims,27-Jul,--,--,--,--,69.3519,INJCSP Index
08/08/2013 09:45,US,843),,Bloomberg Consumer Comfort,4-Aug,--,--,--,--,61.1111,COMFCOMF Index
08/09/2013 10:00,US,844),,Wholesale Inventories,Jun,--,--,--,--,79.6296,MWINCHNG Index
08/12/2013 14:00,US,845),,Monthly Budget Statement,Jul,--,--,--,--,74.0741,FDDSSD Index
08/13/2013 07:30,US,846),,NFIB Small Business Optimism,Jul,--,--,--,--,56.4815,SBOITOTL Index
08/13/2013 08:30,US,847),,Import Price Index (MoM),Jul,--,--,--,--,75.9259,IMP1CHNG Index
08/13/2013 08:30,US,848),,Import Price Index (YoY),Jul,--,--,--,--,27.7778,IMP1YOY% Index
08/13/2013 08:30,US,849),,Advance Retail Sales,Jul,--,--,--,--,88.8889,RSTAMOM Index
08/13/2013 08:30,US,850),,Retail Sales Less Autos,Jul,--,--,--,--,62.2222,RSTAXMOM Index
08/13/2013 08:30,US,851),,Retail Sales Ex Auto & Gas,Jul,--,--,--,--,58.3333,RSTAXAG% Index
08/13/2013 08:30,US,852),,"Retail Sales ""Control Group""",Jul,--,--,--,--,5.55556,RSTAXAGM Index
08/13/2013 10:00,US,853),,Business Inventories,Jun,--,--,--,--,35.1852,MTIBCHNG Index
08/14/2013 07:00,US,854),,MBA Mortgage Applications,9-Aug,--,--,--,--,93.75,MBAVCHNG Index
08/14/2013 08:30,US,855),,Producer Price Index (MoM),Jul,--,--,--,--,85.1852,PPI CHNG Index
08/14/2013 08:30,US,856),,PPI Ex Food & Energy (MoM),Jul,--,--,--,--,68.1481,PXFECHNG Index
08/14/2013 08:30,US,857),,Producer Price Index (YoY),Jul,--,--,--,--,66.6667,PPI YOY Index
08/14/2013 08:30,US,858),,PPI Ex Food & Energy (YoY),Jul,--,--,--,--,64.8148,PPI XYOY Index
08/15/2013 08:30,US,859),,Consumer Price Index (MoM),Jul,--,--,--,--,93.5185,CPI CHNG Index
08/15/2013 08:30,US,860),,CPI Ex Food & Energy (YoY),Jul,--,--,--,--,43.5185,CPI XYOY Index
08/15/2013 08:30,US,861),,Consumer Price Index (YoY),Jul,--,--,--,--,55.5556,CPI YOY Index
08/15/2013 08:30,US,862),,CPI Core Index SA,Jul,--,--,--,--,30.5556,CPUPAXFE Index
08/15/2013 08:30,US,863),,CPI Ex Food & Energy (MoM),Jul,--,--,--,--,74.8148,CPUPXCHG Index
08/15/2013 08:30,US,864),,Consumer Price Index NSA,Jul,--,--,--,--,26.8519,CPURNSA Index
08/15/2013 08:30,US,865),,Empire Manufacturing,Aug,--,--,--,--,80.5556,EMPRGBCI Index
08/15/2013 08:30,US,866),,Initial Jobless Claims,10-Aug,--,--,--,--,99.0741,INJCJC Index
08/15/2013 08:30,US,867),,Continuing Claims,3-Aug,--,--,--,--,69.3519,INJCSP Index
08/15/2013 09:00,US,868),,Total Net TIC Flows,Jun,--,--,--,--,63.8889,FRNTTNET Index
08/15/2013 09:00,US,869),,Net Long-term TIC Flows,Jun,--,--,--,--,72.2222,FRNTTOTL Index
08/15/2013 09:15,US,870),,Industrial Production,Jul,--,--,--,--,86.1111,IP CHNG Index
08/15/2013 09:15,US,871),,Capacity Utilization,Jul,--,--,--,--,60.2778,CPTICHNG Index
08/15/2013 09:15,US,872),,Manufacturing (SIC) Production,Jul,--,--,--,--,1.85185,IPMGCHNG Index
08/15/2013 09:45,US,873),,Bloomberg Consumer Comfort,11-Aug,--,--,--,--,61.1111,COMFCOMF Index
08/15/2013 10:00,US,874),,NAHB Housing Market Index,Aug,--,--,--,--,37.963,USHBMIDX Index
08/15/2013 10:00,US,875),,Philadelphia Fed.,Aug,--,--,--,--,75,OUTFGAF Index
08/16/2013 08:30,US,876),,Unit Labor Costs,2Q P,--,--,--,--,28.7037,COSTNFR% Index
08/16/2013 08:30,US,877),,Building Permits MOM%,Jul,--,--,--,--,15.7407,NHCHATCH Index
08/16/2013 08:30,US,878),,Housing Starts MOM%,Jul,--,--,--,--,17.5926,NHCHSTCH Index
08/16/2013 08:30,US,879),,Building Permits,Jul,--,--,--,--,61.5741,NHSPATOT Index
08/16/2013 08:30,US,880),,Housing Starts,Jul,--,--,--,--,87.963,NHSPSTOT Index
08/16/2013 08:30,US,881),,Nonfarm Productivity,2Q P,--,--,--,--,36.1111,PRODNFR% Index
08/16/2013 09:55,US,882),,U. of Michigan Confidence,Aug,--,--,--,--,92.5926,CONSSENT Index
08/20/2013 08:30,US,883),,Chicago Fed Nat Activity Index,Jul,--,--,--,--,60.1852,CFNAI Index
08/21/2013 07:00,US,884),,MBA Mortgage Applications,16-Aug,--,--,--,--,93.75,MBAVCHNG Index
08/21/2013 10:00,US,885),,Existing Home Sales,Jul,--,--,--,--,87.037,ETSLTOTL Index
08/21/2013 10:00,US,886),,Existing Home Sales MoM,Jul,--,--,--,--,50,ETSLMOM Index
08/22/2013 08:30,US,887),,Initial Jobless Claims,17-Aug,--,--,--,--,99.0741,INJCJC Index
08/22/2013 08:30,US,888),,Continuing Claims,10-Aug,--,--,--,--,69.3519,INJCSP Index
08/22/2013 08:58,US,889),,Markit US PMI Preliminary,Aug,--,--,--,--,2.77778,ECONMUS Index
08/22/2013 09:00,US,890),,House Price Purchase Index QoQ,2Q,--,--,--,--,21.2963,HPI PURQ Index
08/22/2013 09:00,US,891),,House Price Index MoM,Jun,--,--,--,--,65.7407,HPIMMOM% Index
08/22/2013 09:45,US,892),,Bloomberg Economic Expectations,Aug,--,--,--,--,22.2222,COMFBTWR Index
08/22/2013 09:45,US,893),,Bloomberg Consumer Comfort,18-Aug,--,--,--,--,61.1111,COMFCOMF Index
08/22/2013 10:00,US,894),,Leading Indicators,Jul,--,--,--,--,84.2593,LEI CHNG Index
08/22/2013 11:00,US,895),,Kansas City Fed Manf. Activity,Aug,--,--,--,--,7.40741,KCLSSACI Index
08/23/2013 10:00,US,896),,New Home Sales MoM,Jul,--,--,--,--,47.2222,NHSLCHNG Index
08/23/2013 10:00,US,897),,New Home Sales,Jul,--,--,--,--,89.8148,NHSLTOT Index
08/26/2013 08:30,US,898),,Durable Goods Orders,Jul,--,--,--,--,90.7407,DGNOCHNG Index
08/26/2013 08:30,US,899),,Durables Ex Transportation,Jul,--,--,--,--,72.5926,DGNOXTCH Index
08/26/2013 08:30,US,900),,Cap Goods Orders Nondef Ex Air,Jul,--,--,--,--,52.7778,CGNOXAI% Index
08/26/2013 08:30,US,901),,Cap Goods Ship Nondef Ex Air,Jul,--,--,--,--,49.0741,CGSHXAI% Index
08/26/2013 10:30,US,902),,Dallas Fed Manf. Activity,Aug,--,--,--,--,62.037,DFEDGBA Index
08/27/2013 09:00,US,903),,S&P/CS 20 City MoM% SA,Jun,--,--,--,--,16.6667,SPCS20SM Index
08/27/2013 09:00,US,904),,S&P/CS Composite-20 YoY,Jun,--,--,--,--,45.3704,SPCS20Y% Index
08/27/2013 09:00,US,905),,S&P/CaseShiller Home Price Ind,Jun,--,--,--,--,53.7037,SPCS20 Index
08/27/2013 09:00,US,906),,S&P/Case-Shiller US HPI YOY%,2Q,--,--,--,--,24.0741,SPCSUSAY Index
08/27/2013 09:00,US,907),,S&P/Case-Shiller US HPI,2Q,--,--,--,--,25,SPCSUSA Index
08/27/2013 10:00,US,908),,Richmond Fed Manufact. Index,Aug,--,--,--,--,67.5926,RCHSINDX Index
08/27/2013 10:00,US,909),,Consumer Confidence,Aug,--,--,--,--,95.3704,CONCCONF Index
08/28/2013 07:00,US,910),,MBA Mortgage Applications,23-Aug,--,--,--,--,93.75,MBAVCHNG Index
08/28/2013 10:00,US,911),,Pending Home Sales MoM,Jul,--,--,--,--,73.1481,USPHTMOM Index
08/28/2013 10:00,US,912),,Pending Home Sales YoY,Jul,--,--,--,--,20.3704,USPHTYOY Index
08/29/2013 08:30,US,913),,GDP QoQ (Annualized),2Q S,--,--,--,--,96.2963,GDP CQOQ Index
08/29/2013 08:30,US,914),,GDP Price Index,2Q S,--,--,--,--,77.037,GDP PIQQ Index
08/29/2013 08:30,US,915),,Core PCE QoQ,2Q S,--,--,--,--,67.4074,GDPCPCEC Index
08/29/2013 08:30,US,916),,Personal Consumption,2Q S,--,--,--,--,67.4074,GDPCTOT% Index
08/29/2013 08:30,US,917),,Initial Jobless Claims,24-Aug,--,--,--,--,99.0741,INJCJC Index
08/29/2013 08:30,US,918),,Continuing Claims,17-Aug,--,--,--,--,69.3519,INJCSP Index
08/29/2013 09:45,US,919),,Bloomberg Consumer Comfort,25-Aug,--,--,--,--,61.1111,COMFCOMF Index
08/30/2013 08:30,US,920),,Personal Income,Jul,--,--,--,--,83.3333,PITLCHNG Index
08/30/2013 08:30,US,921),,Personal Spending,Jul,--,--,--,--,83.3333,PCE CRCH Index
08/30/2013 08:30,US,922),,PCE Deflator (MoM),Jul,--,--,--,--,3.7037,PCE DEFM Index
08/30/2013 08:30,US,923),,PCE Deflator (YoY),Jul,--,--,--,--,32.4074,PCE DEFY Index
08/30/2013 08:30,US,924),,PCE Core (MoM),Jul,--,--,--,--,58.3333,PCE CMOM Index
08/30/2013 08:30,US,925),,PCE Core (YoY),Jul,--,--,--,--,34.2593,PCE CYOY Index
08/30/2013 09:00,US,926),,NAPM-Milwaukee,Aug,--,--,--,--,25.9259,MAPMINDX Index
08/30/2013 09:45,US,927),,Chicago Purchasing Manager,Aug,--,--,--,--,77.7778,CHPMINDX Index
08/30/2013 09:55,US,928),,U. of Michigan Confidence,Aug,--,--,--,--,92.5926,CONSSENT Index
09/03/2013 08:58,US,929),,Markit US PMI Final,Aug,--,--,--,--,0.925926,ECONMUSF Index
09/03/2013 10:00,US,930),,Construction Spending MoM,Jul,--,--,--,--,78.7037,CNSTTMOM Index
09/03/2013 10:00,US,931),,ISM Manufacturing,Aug,--,--,--,--,94.4444,NAPMPMI Index
09/03/2013 10:00,US,932),,ISM Prices Paid,Aug,--,--,--,--,68.5185,NAPMPRIC Index
09/03/2013 10:00,US,933),,IBD/TIPP Economic Optimism,Sep,--,--,--,--,4.62963,ECONUSIB Index
09/04/2013 07:00,US,934),,MBA Mortgage Applications,30-Aug,--,--,--,--,93.75,MBAVCHNG Index
09/04/2013 07:30,US,935),,Challenger Job Cuts YoY,Aug,--,--,--,--,29.6296,CHALYOY% Index
09/04/2013 08:30,US,936),,Trade Balance,Jul,--,--,--,--,81.4815,USTBTOT Index
09/04/2013 09:45,US,937),,ISM New York,Aug,--,--,--,--,6.48148,NYPMCURR Index
09/04/2013 14:00,US,938),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
09/04/2013 17:00,US,939),,Domestic Vehicle Sales,Aug,--,--,--,--,31.4815,SAARDTOT Index
09/04/2013 17:00,US,940),,Total Vehicle Sales,Aug,--,--,--,--,38.8889,SAARTOTL Index
04-10 SEP,US,941),,Household Change in Net Worth,2Q,--,--,--,--,0,NWORCHNG Index
09/05/2013 08:00,US,942),,RBC Consumer Outlook Index,Sep,--,--,--,--,9.25926,ICSHNATL Index
09/05/2013 08:15,US,943),,ADP Employment Change,Aug,--,--,--,--,76.8519,ADP CHNG Index
09/05/2013 08:30,US,944),,Unit Labor Costs,2Q F,--,--,--,--,28.7037,COSTNFR% Index
09/05/2013 08:30,US,945),,Nonfarm Productivity,2Q F,--,--,--,--,36.1111,PRODNFR% Index
09/05/2013 08:30,US,946),,Initial Jobless Claims,31-Aug,--,--,--,--,99.0741,INJCJC Index
09/05/2013 08:30,US,947),,Continuing Claims,24-Aug,--,--,--,--,69.3519,INJCSP Index
09/05/2013 09:45,US,948),,Bloomberg Consumer Comfort,1-Sep,--,--,--,--,61.1111,COMFCOMF Index
09/05/2013 10:00,US,949),,Factory Orders,Jul,--,--,--,--,82.4074,TMNOCHNG Index
09/05/2013 10:00,US,950),,ISM Non-Manf. Composite,Aug,--,--,--,--,70.3704,NAPMNMI Index
09/06/2013 08:30,US,951),,Change in Nonfarm Payrolls,Aug,--,--,--,--,98.1481,NFP TCH Index
09/06/2013 08:30,US,952),,Change in Private Payrolls,Aug,--,--,--,--,18.5185,NFP PCH Index
09/06/2013 08:30,US,953),,Change in Manufact. Payrolls,Aug,--,--,--,--,68.7037,USMMMNCH Index
09/06/2013 08:30,US,954),,Unemployment Rate,Aug,--,--,--,--,88.3333,USURTOT Index
09/06/2013 08:30,US,955),,Avg Hourly Earning MOM All Emp,Aug,--,--,--,--,14.8148,AHE MOM% Index
09/06/2013 08:30,US,956),,Avg Hourly Earning YOY All Emp,Aug,--,--,--,--,13.8889,AHE YOY% Index
09/06/2013 08:30,US,957),,Avg Weekly Hours All Employees,Aug,--,--,--,--,12.963,AWH TOTL Index
09/06/2013 08:30,US,958),,Change in Household Employment,Aug,--,--,--,--,10.1852,USEMNCHG Index
09/06/2013 08:30,US,959),,Underemployment Rate (U6),Aug,--,--,--,--,8.33333,USUDMAER Index
09/09/2013 15:00,US,960),,Consumer Credit,Jul,--,--,--,--,37.037,CICRTOT Index
09/10/2013 07:30,US,961),,NFIB Small Business Optimism,Aug,--,--,--,--,56.4815,SBOITOTL Index
09/10/2013 10:00,US,962),,JOLTs Job Openings,Jul,--,--,--,--,11.1111,JOLTTOTL Index
09/11/2013 07:00,US,963),,MBA Mortgage Applications,6-Sep,--,--,--,--,93.75,MBAVCHNG Index
09/11/2013 10:00,US,964),,Wholesale Inventories,Jul,--,--,--,--,79.6296,MWINCHNG Index
09/12/2013 08:30,US,965),,Import Price Index (MoM),Aug,--,--,--,--,75.9259,IMP1CHNG Index
09/12/2013 08:30,US,966),,Import Price Index (YoY),Aug,--,--,--,--,27.7778,IMP1YOY% Index
09/12/2013 08:30,US,967),,Initial Jobless Claims,7-Sep,--,--,--,--,99.0741,INJCJC Index
09/12/2013 08:30,US,968),,Continuing Claims,31-Aug,--,--,--,--,69.3519,INJCSP Index
09/12/2013 09:45,US,969),,Bloomberg Consumer Comfort,8-Sep,--,--,--,--,61.1111,COMFCOMF Index
09/12/2013 14:00,US,970),,Monthly Budget Statement,Aug,--,--,--,--,74.0741,FDDSSD Index
09/13/2013 08:30,US,971),,Advance Retail Sales,Aug,--,--,--,--,88.8889,RSTAMOM Index
09/13/2013 08:30,US,972),,Retail Sales Less Autos,Aug,--,--,--,--,62.2222,RSTAXMOM Index
09/13/2013 08:30,US,973),,Retail Sales Ex Auto & Gas,Aug,--,--,--,--,58.3333,RSTAXAG% Index
09/13/2013 08:30,US,974),,"Retail Sales ""Control Group""",Aug,--,--,--,--,5.55556,RSTAXAGM Index
09/13/2013 08:30,US,975),,Producer Price Index (MoM),Aug,--,--,--,--,85.1852,PPI CHNG Index
09/13/2013 08:30,US,976),,PPI Ex Food & Energy (MoM),Aug,--,--,--,--,68.1481,PXFECHNG Index
09/13/2013 08:30,US,977),,Producer Price Index (YoY),Aug,--,--,--,--,66.6667,PPI YOY Index
09/13/2013 08:30,US,978),,PPI Ex Food & Energy (YoY),Aug,--,--,--,--,64.8148,PPI XYOY Index
09/13/2013 09:55,US,979),,U. of Michigan Confidence,Sep,--,--,--,--,92.5926,CONSSENT Index
09/13/2013 10:00,US,980),,Business Inventories,Jul,--,--,--,--,35.1852,MTIBCHNG Index
09/16/2013 08:30,US,981),,Empire Manufacturing,Sep,--,--,--,--,80.5556,EMPRGBCI Index
09/16/2013 09:15,US,982),,Industrial Production,Aug,--,--,--,--,86.1111,IP CHNG Index
09/16/2013 09:15,US,983),,Capacity Utilization,Aug,--,--,--,--,60.2778,CPTICHNG Index
09/16/2013 09:15,US,984),,Manufacturing (SIC) Production,Aug,--,--,--,--,1.85185,IPMGCHNG Index
09/17/2013 08:30,US,985),,Consumer Price Index (MoM),Aug,--,--,--,--,93.5185,CPI CHNG Index
09/17/2013 08:30,US,986),,CPI Ex Food & Energy (YoY),Aug,--,--,--,--,43.5185,CPI XYOY Index
09/17/2013 08:30,US,987),,Consumer Price Index (YoY),Aug,--,--,--,--,55.5556,CPI YOY Index
09/17/2013 08:30,US,988),,CPI Core Index SA,Aug,--,--,--,--,30.5556,CPUPAXFE Index
09/17/2013 08:30,US,989),,CPI Ex Food & Energy (MoM),Aug,--,--,--,--,74.8148,CPUPXCHG Index
09/17/2013 08:30,US,990),,Consumer Price Index NSA,Aug,--,--,--,--,26.8519,CPURNSA Index
09/17/2013 09:00,US,991),,Total Net TIC Flows,Jul,--,--,--,--,63.8889,FRNTTNET Index
09/17/2013 09:00,US,992),,Net Long-term TIC Flows,Jul,--,--,--,--,72.2222,FRNTTOTL Index
09/17/2013 10:00,US,993),,NAHB Housing Market Index,Sep,--,--,--,--,37.963,USHBMIDX Index
09/18/2013 07:00,US,994),,MBA Mortgage Applications,13-Sep,--,--,--,--,93.75,MBAVCHNG Index
09/18/2013 08:30,US,995),,Building Permits MOM%,Aug,--,--,--,--,15.7407,NHCHATCH Index
09/18/2013 08:30,US,996),,Housing Starts MOM%,Aug,--,--,--,--,17.5926,NHCHSTCH Index
09/18/2013 08:30,US,997),,Building Permits,Aug,--,--,--,--,61.5741,NHSPATOT Index
09/18/2013 08:30,US,998),,Housing Starts,Aug,--,--,--,--,87.963,NHSPSTOT Index
09/18/2013 12:30,US,999),,FOMC Rate Decision,18-Sep,--,--,--,--,97.2222,FDTR Index
09/19/2013 08:30,US,1000),,Current Account Balance,2Q,--,--,--,--,69.4444,USCABAL Index
09/19/2013 08:30,US,1001),,Initial Jobless Claims,14-Sep,--,--,--,--,99.0741,INJCJC Index
09/19/2013 08:30,US,1002),,Continuing Claims,7-Sep,--,--,--,--,69.3519,INJCSP Index
09/19/2013 09:45,US,1003),,Bloomberg Economic Expectations,Sep,--,--,--,--,22.2222,COMFBTWR Index
09/19/2013 09:45,US,1004),,Bloomberg Consumer Comfort,15-Sep,--,--,--,--,61.1111,COMFCOMF Index
09/19/2013 10:00,US,1005),,Philadelphia Fed.,Sep,--,--,--,--,75,OUTFGAF Index
09/19/2013 10:00,US,1006),,Existing Home Sales,Aug,--,--,--,--,87.037,ETSLTOTL Index
09/19/2013 10:00,US,1007),,Existing Home Sales MoM,Aug,--,--,--,--,50,ETSLMOM Index
09/19/2013 10:00,US,1008),,Leading Indicators,Aug,--,--,--,--,84.2593,LEI CHNG Index
09/23/2013 08:30,US,1009),,Chicago Fed Nat Activity Index,Aug,--,--,--,--,60.1852,CFNAI Index
09/23/2013 08:58,US,1010),,Markit US PMI Preliminary,Sep,--,--,--,--,2.77778,ECONMUS Index
09/24/2013 09:00,US,1011),,S&P/CS 20 City MoM% SA,Jul,--,--,--,--,16.6667,SPCS20SM Index
