Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
01/14/2014 08:30,US,45),,Import Price Index YoY,Dec,--,--,-1.50%,--,29.2035,IMP1YOY% Index
01/14/2014 10:00,US,46),,Business Inventories,Nov,--,--,0.70%,--,38.0531,MTIBCHNG Index
01/15/2014 07:00,US,47),,MBA Mortgage Applications,10-Jan,--,--,--,--,92.3077,MBAVCHNG Index
01/15/2014 08:30,US,48),,Empire Manufacturing,Jan,--,--,0.98,--,81.4159,EMPRGBCI Index
01/15/2014 08:30,US,49),,PPI MoM,Dec,--,--,-0.10%,--,85.8407,PPI CHNG Index
01/15/2014 08:30,US,50),,PPI Ex Food and Energy MoM,Dec,--,--,0.10%,--,68.6726,PXFECHNG Index
01/15/2014 08:30,US,51),,PPI YoY,Dec,--,--,0.70%,--,68.1416,PPI YOY Index
01/15/2014 08:30,US,52),,PPI Ex Food and Energy YoY,Dec,--,--,1.30%,--,66.3717,PPI XYOY Index
01/15/2014 14:00,US,53),,U.S. Federal Reserve Releases Beige Book Report,,,,,,0,
01/16/2014 08:30,US,54),,CPI MoM,Dec,--,--,0.00%,--,93.8053,CPI CHNG Index
01/16/2014 08:30,US,55),,CPI Ex Food and Energy MoM,Dec,--,--,0.20%,--,75.0442,CPUPXCHG Index
01/16/2014 08:30,US,56),,CPI YoY,Dec,--,--,1.20%,--,57.5221,CPI YOY Index
01/16/2014 08:30,US,57),,CPI Ex Food and Energy YoY,Dec,--,--,1.70%,--,46.0177,CPI XYOY Index
01/16/2014 08:30,US,58),,CPI Core Index SA,Dec,--,--,235.24,--,35.3982,CPUPAXFE Index
01/16/2014 08:30,US,59),,Initial Jobless Claims,11-Jan,--,--,--,--,98.2301,INJCJC Index
01/16/2014 08:30,US,60),,CPI Index NSA,Dec,--,--,233.069,--,30.9735,CPURNSA Index
01/16/2014 08:30,US,61),,Continuing Claims,4-Jan,--,--,--,--,68.7611,INJCSP Index
01/16/2014 08:45,US,62),,Bloomberg Jan. United States Economic Survey,,,,,,0,
01/16/2014 09:00,US,63),,Total Net TIC Flows,Nov,--,--,$194.9B,--,65.4867,FRNTTNET Index
01/16/2014 09:00,US,64),,Net Long-term TIC Flows,Nov,--,--,$35.4B,--,72.5664,FRNTTOTL Index
01/16/2014 09:45,US,65),,Bloomberg Economic Expectations,Jan,--,--,-11,--,25.6637,COMFBTWR Index
01/16/2014 09:45,US,66),,Bloomberg Consumer Comfort,12-Jan,--,--,--,--,63.7168,COMFCOMF Index
01/16/2014 10:00,US,67),,Philadelphia Fed Business Outlook,Jan,--,--,7,--,76.1062,OUTFGAF Index
01/16/2014 10:00,US,68),,NAHB Housing Market Index,Jan,--,--,58,--,41.5929,USHBMIDX Index
01/17/2014 08:30,US,69),,Housing Starts,Dec,--,--,1091K,--,88.4956,NHSPSTOT Index
01/17/2014 08:30,US,70),,Housing Starts MoM,Dec,--,--,22.70%,--,22.1239,NHCHSTCH Index
01/17/2014 08:30,US,71),,Building Permits,Dec,--,--,1007K,1017K,61.9469,NHSPATOT Index
01/17/2014 08:30,US,72),,Building Permits MoM,Dec,--,--,-3.10%,-2.10%,20.354,NHCHATCH Index
01/17/2014 09:15,US,73),,Industrial Production MoM,Dec,--,--,1.10%,--,86.7257,IP CHNG Index
01/17/2014 09:15,US,74),,Capacity Utilization,Dec,--,--,79.00%,--,60.708,CPTICHNG Index
01/17/2014 09:15,US,75),,Manufacturing (SIC) Production,Dec,--,--,0.60%,--,6.19469,IPMGCHNG Index
01/17/2014 09:55,US,76),,Univ. of Michigan Confidence,Jan P,--,--,82.5,--,92.9204,CONSSENT Index
01/17/2014 10:00,US,77),,JOLTs Job Openings,Nov,--,--,3925,--,15.9292,JOLTTOTL Index
01/22/2014 07:00,US,78),,MBA Mortgage Applications,17-Jan,--,--,--,--,92.3077,MBAVCHNG Index
01/23/2014 08:30,US,79),,Chicago Fed Nat Activity Index,Dec,--,--,0.6,--,61.0619,CFNAI Index
01/23/2014 08:30,US,80),,Initial Jobless Claims,18-Jan,--,--,--,--,98.2301,INJCJC Index
01/23/2014 08:30,US,81),,Continuing Claims,11-Jan,--,--,--,--,68.7611,INJCSP Index
01/23/2014 08:58,US,82),,Markit US PMI Preliminary,Jan,--,--,54.4,--,8.84956,ECONMUS Index
01/23/2014 09:00,US,83),,House Price Index MoM,Nov,--,--,0.50%,--,67.2566,HPIMMOM% Index
01/23/2014 09:45,US,84),,Bloomberg Consumer Comfort,19-Jan,--,--,--,--,63.7168,COMFCOMF Index
01/23/2014 10:00,US,85),,Existing Home Sales MoM,Dec,--,--,-4.30%,--,49.5575,ETSLMOM Index
01/23/2014 10:00,US,86),,Existing Home Sales,Dec,--,--,4.90M,--,87.6106,ETSLTOTL Index
01/23/2014 10:00,US,87),,Leading Index,Dec,--,--,0.80%,--,83.1858,LEI CHNG Index
01/23/2014 11:00,US,88),,Kansas City Fed Manf. Activity,Jan,--,--,-3,--,11.5044,KCLSSACI Index
01/27/2014 10:00,US,89),,New Home Sales MoM,Dec,--,--,-2.10%,--,47.7876,NHSLCHNG Index
01/27/2014 10:00,US,90),,New Home Sales,Dec,--,--,464K,--,90.2655,NHSLTOT Index
01/27/2014 10:30,US,91),,Dallas Fed Manf. Activity,Jan,--,--,3.1,--,62.8319,DFEDGBA Index
01/28/2014 08:30,US,92),,Durable Goods Orders,Dec,--,--,3.50%,--,91.1504,DGNOCHNG Index
01/28/2014 08:30,US,93),,Durables Ex Transportation,Dec,--,--,1.20%,--,72.9204,DGNOXTCH Index
01/28/2014 08:30,US,94),,Cap Goods Orders Nondef Ex Air,Dec,--,--,4.50%,--,56.6372,CGNOXAI% Index
01/28/2014 08:30,US,95),,Cap Goods Ship Nondef Ex Air,Dec,--,--,2.80%,--,55.7522,CGSHXAI% Index
01/28/2014 09:00,US,96),,S&P/CS 20 City MoM SA,Nov,--,--,1.05%,--,21.2389,SPCS20SM Index
01/28/2014 09:00,US,97),,S&P/CS Composite-20 YoY,Nov,--,--,13.61%,--,46.9027,SPCS20Y% Index
01/28/2014 09:00,US,98),,S&P/CaseShiller Home Price Index NSA,Nov,--,--,165.91,--,53.9823,SPCS20 Index
01/28/2014 10:00,US,99),,Consumer Confidence Index,Jan,--,--,78.1,--,95.5752,CONCCONF Index
01/28/2014 10:00,US,100),,Richmond Fed Manufact. Index,Jan,--,--,13,--,69.0265,RCHSINDX Index
01/29/2014 07:00,US,101),,MBA Mortgage Applications,24-Jan,--,--,--,--,92.3077,MBAVCHNG Index
01/29/2014 14:00,US,102),,Fed QE3 Pace,Jan,--,--,$75 ,--,0,TREFAMSP Index
01/29/2014 14:00,US,103),,Fed Pace of Treasury Pur,Jan,--,--,$40 ,--,3.53982,TREFPACE Index
01/29/2014 14:00,US,104),,Fed Pace of MBS Purchases,Jan,--,--,$35 ,--,1.76991,AMSPPACE Index
01/29/2014 14:00,US,105),,FOMC Rate Decision,29-Jan,--,--,0.25%,--,97.3451,FDTR Index
01/30/2014 08:30,US,106),,GDP Annualized QoQ,4Q A,--,--,4.10%,--,96.4602,GDP CQOQ Index
01/30/2014 08:30,US,107),,GDP Price Index,4Q A,--,--,2.00%,--,77.1681,GDP PIQQ Index
01/30/2014 08:30,US,108),,Core PCE QoQ,4Q A,--,--,1.40%,--,67.5221,GDPCPCEC Index
01/30/2014 08:30,US,109),,Personal Consumption,4Q A,--,--,2.00%,--,67.5221,GDPCTOT% Index
01/30/2014 08:30,US,110),,Initial Jobless Claims,25-Jan,--,--,--,--,98.2301,INJCJC Index
01/30/2014 08:30,US,111),,Continuing Claims,18-Jan,--,--,--,--,68.7611,INJCSP Index
01/30/2014 09:45,US,112),,Bloomberg Consumer Comfort,26-Jan,--,--,--,--,63.7168,COMFCOMF Index
01/30/2014 10:00,US,113),,Pending Home Sales MoM,Dec,--,--,0.20%,--,75.2212,USPHTMOM Index
01/30/2014 10:00,US,114),,Pending Home Sales YoY,Dec,--,--,-4.00%,--,23.8938,USPHTYOY Index
01/31/2014 08:30,US,115),,Employment Cost Index,4Q,--,--,0.40%,--,71.6814,ECI SA% Index
01/31/2014 08:30,US,116),,Personal Income,Dec,--,--,0.20%,--,84.9558,PITLCHNG Index
01/31/2014 08:30,US,117),,Personal Spending,Dec,--,--,0.50%,--,84.9558,PCE CRCH Index
01/31/2014 08:30,US,118),,PCE Deflator MoM,Dec,--,--,0.00%,--,7.07965,PCE DEFM Index
01/31/2014 08:30,US,119),,PCE Deflator YoY,Dec,--,--,0.90%,--,34.5133,PCE DEFY Index
01/31/2014 08:30,US,120),,PCE Core MoM,Dec,--,--,0.10%,--,59.469,PCE CMOM Index
01/31/2014 08:30,US,121),,PCE Core YoY,Dec,--,--,1.10%,--,37.1681,PCE CYOY Index
01/31/2014 09:00,US,122),,ISM Milwaukee,Jan,--,--,54.27,--,30.0885,MAPMINDX Index
01/31/2014 09:45,US,123),,Chicago Purchasing Manager,Jan,--,--,59.1,--,79.646,CHPMINDX Index
01/31/2014 09:45,US,124),,Bloomberg Consumer Comfort,28-Dec,--,--,--,--,63.7168,COMFCOMF Index
01/31/2014 09:55,US,125),,Univ. of Michigan Confidence,Jan F,--,--,--,--,92.9204,CONSSENT Index
02/03/2014 08:58,US,126),,Markit US PMI Final,Jan,--,--,--,--,7.9646,ECONMUSF Index
02/03/2014 10:00,US,127),,ISM Manufacturing,Jan,--,--,--,--,94.6903,NAPMPMI Index
02/03/2014 10:00,US,128),,ISM Prices Paid,Jan,--,--,--,--,69.9115,NAPMPRIC Index
02/03/2014 10:00,US,129),,Construction Spending MoM,Dec,--,--,--,--,77.8761,CNSTTMOM Index
02/03/2014,US,130),,Domestic Vehicle Sales,Jan,--,--,--,--,33.6283,SAARDTOT Index
02/03/2014,US,131),,Total Vehicle Sales,Jan,--,--,--,--,40.708,SAARTOTL Index
02/04/2014 09:45,US,132),,ISM New York,Jan,--,--,--,--,10.6195,NYPMCURR Index
02/04/2014 10:00,US,133),,IBD/TIPP Economic Optimism,Feb,--,--,--,--,15.0442,ECONUSIB Index
02/04/2014 10:00,US,134),,Factory Orders,Dec,--,--,--,--,84.0708,TMNOCHNG Index
02/05/2014 07:00,US,135),,MBA Mortgage Applications,31-Jan,--,--,--,--,92.3077,MBAVCHNG Index
02/05/2014 08:15,US,136),,ADP Employment Change,Jan,--,--,--,--,80.531,ADP CHNG Index
02/05/2014 10:00,US,137),,ISM Non-Manf. Composite,Jan,--,--,--,--,73.4513,NAPMNMI Index
02/06/2014 07:30,US,138),,Challenger Job Cuts YoY,Jan,--,--,--,--,32.7434,CHALYOY% Index
02/06/2014 07:30,US,139),,RBC Consumer Outlook Index,Feb,--,--,--,--,13.2743,ICSHNATL Index
02/06/2014 08:30,US,140),,Unit Labor Costs,4Q P,--,--,-1.40%,--,31.8584,COSTNFR% Index
02/06/2014 08:30,US,141),,Nonfarm Productivity,4Q P,--,--,3.00%,--,38.9381,PRODNFR% Index
02/06/2014 08:30,US,142),,Initial Jobless Claims,1-Feb,--,--,--,--,98.2301,INJCJC Index
02/06/2014 08:30,US,143),,Continuing Claims,25-Jan,--,--,--,--,68.7611,INJCSP Index
02/06/2014 08:30,US,144),,Trade Balance,Dec,--,--,--,--,82.3009,USTBTOT Index
02/06/2014 09:45,US,145),,Bloomberg Consumer Comfort,2-Feb,--,--,--,--,63.7168,COMFCOMF Index
02/07/2014 08:30,US,146),,Two-Month Payroll Net Revision,Jan,--,--,--,--,4.42478,ECONGECC Index
02/07/2014 08:30,US,147),,Change in Nonfarm Payrolls,Jan,--,--,--,--,99.115,NFP TCH Index
02/07/2014 08:30,US,148),,Change in Private Payrolls,Jan,--,--,--,--,23.0088,NFP PCH Index
02/07/2014 08:30,US,149),,Change in Manufact. Payrolls,Jan,--,--,--,--,69.3805,USMMMNCH Index
02/07/2014 08:30,US,150),,Unemployment Rate,Jan,--,--,--,--,89.2035,USURTOT Index
