Trade Date,Market,Trade No,Trade Time,Instrument,Symbol,Expiry Date,Strike Price,OptionType,Quantity,Price,Trade Value,B/S,Order No,Branch No,User Id,Client Type,Client A/C,TM Code,CP Code,Remarks,Status,CTCL Id
25AUG2020,N,        52002658,11:51:47,OPTSTK,HDFCBANK,27AUG2020,1120.00,CE,       550,   8.25,        4537.50,B,1300000033613259,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93390470,11:51:46,OPTSTK,TCS,27AUG2020,2220.00,PE,       300,  10.10,        3030.00,S,1500000025864059,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93390433,11:51:44,FUTSTK,RBLBANK,27AUG2020,,,      2600, 191.50,      497900.00,S,1500000025767139,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93390432,11:51:43,OPTSTK,SBILIFE,27AUG2020,890.00,CE,       750,   0.95,         712.50,S,1500000021391971,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        52002453,11:51:40,OPTSTK,KOTAKBANK,27AUG2020,1400.00,CE,       400,  11.95,        4780.00,S,1300000033669136,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        52002412,11:51:38,OPTSTK,HCLTECH,27AUG2020,720.00,CE,      1400,   2.45,        3430.00,B,1300000033553097,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        45337040,11:51:37,OPTSTK,BHARTIARTL,27AUG2020,560.00,CE,      1851,   1.75,        3239.25,S,1200000027867250,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        93390314,11:51:36,FUTSTK,TATASTEEL,24SEP2020,,,      1700, 427.15,      726155.00,S,1500000024982624,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        45336994,11:51:35,OPTSTK,AUROPHARMA,27AUG2020,940.00,CE,      1300,   2.90,        3770.00,S,1200000027897490,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        52002302,11:51:33,OPTSTK,KOTAKBANK,27AUG2020,1400.00,CE,       400,  11.80,        4720.00,B,1300000033552015,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93390155,11:51:29,OPTSTK,TATACHEM,27AUG2020,340.00,CE,      2000,   4.35,        8700.00,B,1500000025597253,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        52002217,11:51:28,FUTSTK,KOTAKBANK,24SEP2020,,,       400,1385.50,      554200.00,S,1300000033313778,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        45336867,11:51:28,OPTSTK,BRITANNIA,27AUG2020,3950.00,CE,       200,   5.15,        1030.00,B,1200000027689929,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        52002025,11:51:19,OPTSTK,ICICIBANK,27AUG2020,380.00,CE,      1375,   9.10,       12512.50,S,1300000033638904,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45336658,11:51:17,OPTSTK,BAJFINANCE,27AUG2020,3600.00,CE,       250,  41.05,       10262.50,B,1200000027812855,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        45336644,11:51:17,OPTSTK,BHARTIARTL,27AUG2020,550.00,CE,      1851,   3.15,        5830.65,S,1200000027829139,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        52001965,11:51:16,OPTSTK,KOTAKBANK,27AUG2020,1380.00,CE,       400,  19.85,        7940.00,B,1300000033623195,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45336577,11:51:14,OPTSTK,COALINDIA,27AUG2020,137.50,PE,      3700,   0.65,        2405.00,B,1200000027801601,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        52001856,11:51:12,FUTSTK,ITC,27AUG2020,,,      3200, 195.85,      626720.00,S,1300000033466362,1,36298,PRO,90044,90044,90044,,P,560049001008000
25AUG2020,N,        52001851,11:51:12,OPTSTK,ICICIBANK,27AUG2020,380.00,CE,      1375,   8.95,       12306.25,B,1300000033594089,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45336515,11:51:10,OPTSTK,BRITANNIA,27AUG2020,4000.00,CE,       200,   4.40,         880.00,B,1200000027725918,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        52001742,11:51:07,FUTSTK,LICHSGFIN,27AUG2020,,,      2000, 300.90,      601800.00,S,1300000033562257,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,         1702263,11:51:05,OPTIDX,NIFTY,27AUG2020,11300.00,PE,        75,  17.00,        1275.00,S,1000000026603909,1,34353,PRO,90044,90044,90044,,P,560049001003000
25AUG2020,N,        52001665,11:51:03,OPTSTK,KOTAKBANK,27AUG2020,1380.00,CE,       400,  20.15,        8060.00,S,1300000033594484,1,35693,PRO,90044,90044,90044,,P,560049001005000
