"country","date","name","actual","consensus","previous","volatility"
"Japan","20160503 00:00:00","Constitution Day","","","","0"
"Australia","20160503 01:30:00","Building Permits (YoY)","","","","1"
"Australia","20160503 01:30:00","Building Permits (MoM)","","","","1"
"China","20160503 01:45:00","Caixin Manufacturing PMI","","","","2"
"Australia","20160503 04:30:00","RBA Rate Statement","","","","3"
"Australia","20160503 04:30:00","RBA Interest Rate Decision","","","","3"
"Switzerland","20160503 05:45:00","SECO Consumer Climate (3m)","","","","2"
"United Kingdom","20160503 08:30:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20160503 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20160503 09:00:00","Producer Price Index (MoM)","","","","1"
"Australia","20160503 09:30:00","Budget Release","","","","3"
"European Monetary Union","20160503 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
" INR"","20160503 10:30:00",""Federal Fiscal Deficit","","","","India"
"United States","20160503 12:55:00","Redbook index (MoM)","","","","1"
"United States","20160503 12:55:00","Redbook index (YoY)","","","","1"
"United States","20160503 13:45:00","ISM New York index","","","","1"
"United States","20160503 14:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"New Zealand","20160503 14:00:00","GDT Price Index","","","","1"
"United States","20160503 14:30:00","FOMC Member Mester speech","","","","1"
"United States","20160503 15:30:00","4-Week Bill Auction","","","","1"
"Canada","20160503 16:30:00","BoC Governor Poloz Speech","","","","3"
"United States","20160503 19:00:00","Total Vehicle Sales","","","","1"
"United States","20160503 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20160503 22:45:00","Unemployment Rate","","","","2"
"New Zealand","20160503 22:45:00","Employment Change","","","","2"
"New Zealand","20160503 22:45:00","Participation Rate","","","","2"
"New Zealand","20160503 22:45:00","Labour cost index (QoQ)","","","","1"
"New Zealand","20160503 22:45:00","Labour cost index (YoY)","","","","1"
"United States","20160503 23:00:00","Fed's Lockhart speech","","","","1"
"Australia","20160503 23:30:00","AiG Performance of Services Index","","","","1"
