"country","date","name","actual","consensus","previous","volatility"
"Australia","20170427 01:30:00","Import Price Index (QoQ)","","","","1"
"Australia","20170427 01:30:00","Export Price Index (QoQ)","","","","1"
"Japan","20170427 03:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Japan","20170427 03:00:00","BoJ Interest Rate Decision","","","","3"
"Japan","20170427 03:00:00","BoJ outlook report","","","","2"
"Germany","20170427 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"Switzerland","20170427 06:00:00","Trade Balance","","","","1"
"Switzerland","20170427 06:00:00","Exports (MoM)","","","","1"
"Switzerland","20170427 06:00:00","Imports (MoM)","","","","1"
"Japan","20170427 06:30:00","BoJ Press Conference","","","","3"
"Spain","20170427 07:00:00","Unemployment Survey","","","","1"
"Spain","20170427 07:00:00","HICP (YoY)","","","","1"
"Italy","20170427 08:00:00","Consumer Confidence","","","","1"
"Italy","20170427 08:00:00","Business Confidence","","","","1"
"Portugal","20170427 08:30:00","Business Confidence","","","","1"
"Portugal","20170427 08:30:00","Consumer Confidence","","","","1"
"Italy","20170427 09:00:00","Trade Balance non-EU","","","","1"
"Italy","20170427 09:30:00","10-y Bond Auction","","","","1"
"Italy","20170427 09:30:00","5-y Bond Auction","","","","1"
"United Kingdom","20170427 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","","","1"
"European Monetary Union","20170427 10:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170427 10:00:00","Consumer Confidence","","","","2"
"European Monetary Union","20170427 10:00:00","Industrial Confidence","","","","2"
"European Monetary Union","20170427 10:00:00","Business Climate","","","","2"
"European Monetary Union","20170427 10:00:00","Economic Sentiment Indicator","","","","2"
"European Monetary Union","20170427 11:45:00","ECB Interest Rate Decision","","","","3"
"European Monetary Union","20170427 11:45:00","ECB Deposit Rate Decision","","","","3"
"Germany","20170427 12:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170427 12:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170427 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170427 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Brazil","20170427 12:00:00","Inflation Index/IGP-M","","","","1"
"United States","20170427 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170427 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20170427 12:30:00","Wholesale Inventories","","","","1"
"United States","20170427 12:30:00","Goods Trade Balance","","","","1"
"United States","20170427 12:30:00","Durable Goods Orders","","","","3"
"United States","20170427 12:30:00","Durable Goods Orders ex Transportation","","","","3"
"European Monetary Union","20170427 12:30:00","ECB Monetary policy statement and press conference","","","","3"
" $"","20170427 13:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20170427 13:00:00",""Trade Balance","","","","Mexico"
"Russia","20170427 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170427 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170427 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170427 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170427 15:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20170427 17:00:00","7-Year Note Auction","","","","1"
"New Zealand","20170427 22:45:00","Building Permits s.a. (MoM)","","","","2"
"New Zealand","20170427 22:45:00","Trade Balance (MoM)","","","","2"
"New Zealand","20170427 22:45:00","Imports","","","","2"
"New Zealand","20170427 22:45:00","Exports","","","","2"
"New Zealand","20170427 22:45:00","Trade Balance (YoY)","","","","2"
"United Kingdom","20170427 23:01:00","Gfk Consumer Confidence","","","","2"
"Japan","20170427 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
"Japan","20170427 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
" Energy (YoY)"","20170427 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20170427 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20170427 23:30:00","National Consumer Price Index (YoY)","","","","2"
" Energy (YoY)"","20170427 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20170427 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20170427 23:30:00","Unemployment Rate","","","","2"
"Japan","20170427 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20170427 23:50:00","Industrial Production (YoY)","","","","2"
"Japan","20170427 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20170427 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20170427 23:50:00","Large Retailer's Sales","","","","2"
"Japan","20170427 23:50:00","Overall Household Spending (YoY)","","","","2"
