"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20151202 00:00:00","ANZ Commodity Price","","","","1"
"Australia","20151202 00:10:00","RBA's Governor Glenn Stevens Speech","","","","3"
"Australia","20151202 00:30:00","Gross Domestic Product (YoY)","","","","2"
"Australia","20151202 00:30:00","Gross Domestic Product (QoQ)","","","","2"
"United States","20151202 01:00:00","FOMC Member Brainard Speech","","","","0"
"Spain","20151202 08:00:00","Unemployment Change","","","","1"
"United Kingdom","20151202 09:30:00","PMI Construction","","","","2"
"European Monetary Union","20151202 10:00:00","Consumer Price Index - Core (MoM)","","","","1"
"European Monetary Union","20151202 10:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20151202 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20151202 10:00:00","Producer Price Index (YoY)","","","","3"
"European Monetary Union","20151202 10:00:00","Producer Price Index (MoM)","","","","3"
"United States","20151202 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20151202 13:10:00","Fed's Lockhart speech","","","","1"
"United States","20151202 13:15:00","ADP Employment Change","","","","2"
"United States","20151202 13:30:00","Nonfarm Productivity","","","","1"
"United States","20151202 13:30:00","Unit Labor Costs","","","","1"
"United States","20151202 13:30:00","Fed's Yellen Speech","","","","2"
"United States","20151202 14:45:00","ISM New York index","","","","1"
"Canada","20151202 15:00:00","BoC Interest Rate Decision","","","","3"
"Canada","20151202 15:00:00","BOC Rate Statement","","","","3"
"United States","20151202 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20151202 17:25:00","Fed's Yellen Speech","","","","2"
"United States","20151202 19:00:00","Fed's Beige Book","","","","2"
"United States","20151202 20:40:00","FOMC Member Williams speech","","","","1"
"Australia","20151202 22:30:00","AiG Performance of Services Index","","","","1"
"Japan","20151202 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20151202 23:50:00","Foreign bond investment","","","","2"
