"country","date","name","actual","consensus","previous","volatility"
"China","20131121 01:45:00","HSBC Manufacturing PMI",""," 50.900 "," 50.900 ","2"
"Japan","20131121 03:00:00","BoJ Interest Rate Decision","","","0.100  %","2"
"Japan","20131121 03:00:00","BoJ Monetary Policy Statement ","","","","2"
"Switzerland","20131121 07:00:00","Trade Balance",""," 2,450.000 "," 2,494.000 ","2"
"Germany","20131121 08:28:00","Markit Manufacturing PMI",""," 52.000 "," 51.700 ","2"
"Germany","20131121 08:28:00","Markit Services PMI",""," 53.000 "," 52.900 ","2"
"European Monetary Union","20131121 08:58:00","Markit Manufacturing PMI",""," 51.500 "," 51.300 ","2"
"European Monetary Union","20131121 08:58:00","Markit Services PMI",""," 51.900 "," 51.600 ","2"
"Australia","20131121 09:05:00","RBA's Governor Glenn Stevens Speech","","","","2"
"European Monetary Union","20131121 10:05:00","ECB President Draghi's Speech","","","","2"
"Portugal","20131121 12:00:00","Current Account Balance","","","€ 1.163 ","1"
"Poland","20131121 13:00:00","Industrial Output (YoY)","","","6.200  %","1"
"Poland","20131121 13:00:00","Producer Price Index (YoY)","","","","1"
"United States","20131121 13:30:00","Initial Jobless Claims",""," 335.000 "," 339.000 ","2"
"United States","20131121 13:30:00","Continuing Jobless Claims",""," 2.870 "," 2.874 ","1"
"United States","20131121 13:30:00","Producer Price Index (YoY)","","0.300  %","0.300  %","2"
"United States","20131121 13:30:00","Producer Price Index (MoM)","","-0.200  %","-0.100  %","1"
"United States","20131121 13:30:00","Producer Price Index ex Food & Energy (MoM)","","0.100  %","0.100  %","1"
"United States","20131121 13:30:00","Producer Price Index ex Food & Energy (YoY)","","1.300  %","1.200  %","2"
"United States","20131121 13:58:00","Markit Manufacturing PMI",""," 52.400 "," 51.800 ","2"
"United States","20131121 14:00:00","American Petroleum Institute Monthly Report ","","","","1"
"Mexico","20131121 14:00:00","Gross Domestic Product (QoQ)","","","-0.700  %","1"
"Mexico","20131121 14:00:00","Gross Domestic Product (YoY)","","","1.500  %","1"
"United States","20131121 14:30:00","EIA Natural Gas Storage change","",""," 20.000 ","1"
"European Monetary Union","20131121 15:00:00","Consumer Confidence",""," -14.000 "," -14.500 ","2"
"United States","20131121 15:00:00","Philadelphia Fed Manufacturing Survey",""," 15.500 "," 19.800 ","2"
"United States","20131121 17:30:00","Fed's Lacker speech","","","","1"
"United States","20131121 18:00:00","Fed's Bullard speech","","","","1"
"Argentina","20131121 19:00:00","Trade Balance (MoM)","","","$ 849.000 ","1"
"New Zealand","20131121 21:45:00","Visitor Arrivals (YoY)","","","6.700  %","1"
