"country","date","name","actual","consensus","previous","volatility"
"United States","20170116 00:00:00","Martin L. King's Birthday","","","","0"
"Russia","20170116 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170116 00:00:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20170116 00:00:00","TD Securities Inflation (MoM)","","","","2"
"United Kingdom","20170116 00:01:00","Rightmove House Price Index (YoY)","","","","2"
"United Kingdom","20170116 00:01:00","Rightmove House Price Index (MoM)","","","","2"
"China","20170116 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170116 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Japan","20170116 06:00:00","Machine Tool Orders (YoY)","","","","1"
"India","20170116 06:30:00","Trade Deficit Government","","","","1"
"India","20170116 06:30:00","WPI Inflation","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170116 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"European Monetary Union","20170116 10:00:00","Trade Balance s.a.","","","","1"
"European Monetary Union","20170116 10:00:00","Trade Balance n.s.a.","","","","1"
"Russia","20170116 13:00:00","Foreign Trade","","","","1"
"United Kingdom","20170116 18:30:00","BOE's Governor Carney speech","","","","2"
"New Zealand","20170116 21:00:00","NZIER Business Confidence (QoQ)","","","","2"
