"country","date","name","actual","consensus","previous","volatility"
"Germany","20180119 07:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20180119 07:00:00","Producer Price Index (YoY)","","","","2"
"Switzerland","20180119 08:15:00","Producer and Import Prices (MoM)","","","","2"
"Switzerland","20180119 08:15:00","Producer and Import Prices (YoY)","","","","2"
"European Monetary Union","20180119 09:00:00","Current Account n.s.a","","","","1"
"European Monetary Union","20180119 09:00:00","Current Account s.a","","","","1"
"United Kingdom","20180119 09:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"United Kingdom","20180119 09:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"United Kingdom","20180119 09:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20180119 09:30:00","Retail Sales (MoM)","","","","2"
"Portugal","20180119 11:00:00","Current Account Balance","","","","1"
"India","20180119 11:30:00","Bank Loan Growth","","","","1"
" USD"","20180119 11:30:00",""FX Reserves","","","","India"
"Russia","20180119 12:00:00","Budget Fulfilment","","","","1"
"Russia","20180119 13:00:00","Producer Price Index (MoM)","","","","1"
"Russia","20180119 13:00:00","Producer Price Index (YoY)","","","","1"
"Russia","20180119 13:00:00","Industrial Output","","","","1"
"Canada","20180119 13:30:00","Manufacturing Shipments (MoM)","","","","1"
"Canada","20180119 13:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20180119 13:30:00","Canadian portfolio investment in foreign securities","","","","1"
"United States","20180119 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20180119 18:00:00","Fed's Quarles speech","","","","2"
"United States","20180119 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180119 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20180119 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20180119 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20180119 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180119 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180119 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180119 20:30:00","CFTC AUD NC net positions","","","","1"
