"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121116 07:30:00","SNB Chairman Jordan Speech","","","","2"
"Germany","20121116 10:30:00","German Buba President Weidmann speech","","","","2"
"Canada","20121116 13:30:00","Foreign portfolio investment in Canadian securities","","","$ 6.900 ","1"
"Canada","20121116 13:30:00","Canadian portfolio investment in foreign securities","","","$ 1.690 ","1"
"Mexico","20121116 14:00:00","Gross Domestic Product (QoQ)","","","","1"
"Mexico","20121116 14:00:00","Gross Domestic Product (YoY)","","","4.100  %","1"
"United States","20121116 14:00:00","Net Long-Term TIC Flows","","$ 75.000 ","$ 90.000 ","2"
"United States","20121116 14:00:00","Total Net TIC Flows","","","$ 91.400 ","1"
"United States","20121116 14:15:00","Industrial Production (MoM)","","0.200  %","0.400  %","2"
"United States","20121116 14:15:00","Capacity Utilization","","78.300  %","78.300  %","1"
"Colombia","20121116 18:00:00","Trade Balance","","","","1"
"Argentina","20121116 19:00:00","Monthly Econ Activity (MoM)","","","1.400  %","1"
"United States","20121116 20:45:00","Fed's Lockhart speech","","","","1"
