"country","date","name","actual","consensus","previous","volatility"
"Russia","20120123 00:00:00","Unemployment Rate","","","6.3%","1"
"Australia","20120123 00:30:00","Producer Price Index (QoQ)","0.3%","0.5%","0.6%","2"
"Australia","20120123 00:30:00","Producer Price Index (YoY)","2.9%","3.0%","2.7%","3"
"France","20120123 07:45:00","Business Climate","91","","94","1"
"Denmark","20120123 08:00:00","Consumer Confidence","-7.0","","-9.8","1"
"European Monetary Union","20120123 09:00:00","EcoFin Meeting","","","","2"
"Canada","20120123 13:30:00","Leading Indicators (MoM)","0.8%","0.6%","0.9%","2"
"European Monetary Union","20120123 15:00:00","Consumer Confidence","-20.6","-20.0","-21.3","2"
"Argentina","20120123 19:00:00","Trade Balance (MoM)","","","$684M","1"
"Australia","20120123 23:00:00","Conference Board Australia Leading Index","","","0.6%","2"
"Austria","20120123 23:00:00","Industrial Production (YoY)","","","","1"
