"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20160122 00:00:00","World Economic Forum - Davos","","","","2"
"Japan","20160122 01:35:00","Nikkei Manufacturing PMI","","","","1"
"China","20160122 01:45:00","MNI Business Sentiment Indicator","","","","1"
"European Monetary Union","20160122 07:45:00","ECB President Draghi's Speech","","","","3"
"France","20160122 08:00:00","Markit Manufacturing PMI","","","","1"
"France","20160122 08:00:00","Markit PMI Composite","","","","1"
"France","20160122 08:00:00","Markit Services PMI","","","","1"
"Germany","20160122 08:30:00","Markit Manufacturing PMI","","","","2"
"Germany","20160122 08:30:00","Markit Services PMI","","","","2"
"Germany","20160122 08:30:00","Markit PMI Composite","","","","2"
"European Monetary Union","20160122 09:00:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20160122 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20160122 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20160122 09:30:00","Retail Sales (MoM)","","","","2"
"United Kingdom","20160122 09:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20160122 09:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"United Kingdom","20160122 09:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"United Kingdom","20160122 09:30:00","Public Sector Net Borrowing","","","","2"
"India","20160122 11:30:00","Bank Loan Growth","","","","1"
" USD"","20160122 11:30:00",""FX Reserves","","","","India"
"United States","20160122 13:30:00",""Chicago Fed National Activity Index "","","","","2"
"Canada","20160122 13:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20160122 13:30:00","Retail Sales (MoM)","","","","1"
"Canada","20160122 13:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20160122 13:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20160122 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20160122 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20160122 13:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20160122 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160122 15:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20160122 15:00:00","Existing Home Sales Change (MoM)","","","","1"
"United States","20160122 15:00:00","CB Leading Indicator (MoM)","","","","2"
"United States","20160122 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
