"country","date","name","actual","consensus","previous","volatility"
"Australia","20140909 01:30:00","Home Loans","","1.000  %","0.200  %","2"
"Australia","20140909 01:30:00","Investment Lending for Homes","","","-0.300  %","2"
"Australia","20140909 01:30:00","National Australia Bank's Business Confidence","",""," 11.000 ","2"
"Japan","20140909 05:00:00","Consumer Confidence Index",""," 42.300 "," 41.500 ","2"
"Japan","20140909 06:00:00","Machine Tool Orders (YoY)","","","37.700  %","2"
"United Kingdom","20140909 08:30:00","BOE's Governor Carney speech","","","","2"
"European Monetary Union","20140909 08:30:00","BOE's Governor Carney speech","","","","2"
"United Kingdom","20140909 08:30:00","Industrial Production (YoY)","","1.300  %","1.200  %","2"
"United Kingdom","20140909 08:30:00","Industrial Production (MoM)","","0.200  %","0.300  %","1"
"United Kingdom","20140909 08:30:00","Manufacturing Production (MoM)","","0.300  %","0.300  %","1"
"United Kingdom","20140909 08:30:00","Manufacturing Production (YoY)","","2.200  %","1.900  %","2"
"United Kingdom","20140909 08:30:00","Total Trade Balance","","","£ -2.459 ","2"
"United Kingdom","20140909 08:30:00","Goods Trade Balance","","£ -9.100 ","£ -9.413 ","2"
"United Kingdom","20140909 08:30:00","Trade Balance; non-EU","","£ -3.600 ","£ -3.841 ","2"
"Canada","20140909 12:15:00","Housing Starts s.a (YoY)",""," 195.500 "," 200.100 ","2"
"United States","20140909 12:55:00","Redbook index (YoY)","","","4.900  %","1"
"United States","20140909 12:55:00","Redbook index (MoM)","","","0.700  %","1"
"Mexico","20140909 13:00:00","12-Month Inflation","","","4.070  %","1"
"Mexico","20140909 13:00:00","Core Inflation","","","0.190  %","1"
"Mexico","20140909 13:00:00","Headline Inflation","","","0.280  %","1"
"United States","20140909 14:00:00","Fed's Tarullo speech","","","","2"
"United Kingdom","20140909 14:00:00","NIESR GDP Estimate (3M)","","","0.600  %","3"
"United States","20140909 15:30:00","4-Week Bill Auction","","","0.015  %","1"
"United States","20140909 17:00:00","3-Year Note Auction","","","0.992  %","1"
"Japan","20140909 23:50:00","Domestic Corporate Goods Price Index (YoY)","","4.100  %","4.300  %","1"
"Japan","20140909 23:50:00","Domestic Corporate Goods Price Index (MoM)","","0.000  %","0.300  %","1"
"Japan","20140909 23:50:00","Machinery Orders (YoY)","","0.600  %","-3.000  %","2"
"Japan","20140909 23:50:00","Machinery Orders (MoM)","","4.000  %","8.800  %","1"
