"country","date","name","actual","consensus","previous","volatility"
"Australia","20140715 01:30:00","RBA Meeting's Minutes","","","","2"
"China","20140715 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","2.800  %","2"
"China","20140715 02:00:00","New Loans","","¥ 950.000 ","¥ 870.800 ","2"
"Japan","20140715 03:00:00","BoJ Monetary Policy Statement ","","","","2"
"Japan","20140715 03:00:00","BoJ Press Conference","","","","2"
"United Kingdom","20140715 08:30:00","Consumer Price Index (YoY)","","1.600  %","1.500  %","2"
"European Monetary Union","20140715 08:30:00","Consumer Price Index (YoY)","","1.600  %","1.500  %","2"
"United Kingdom","20140715 08:30:00","Consumer Price Index (MoM)","","-0.100  %","-0.100  %","2"
"United Kingdom","20140715 08:30:00","Core Consumer Price Index (YoY)","","1.700  %","1.600  %","2"
"European Monetary Union","20140715 08:30:00","Core Consumer Price Index (YoY)","","1.700  %","1.600  %","2"
"United Kingdom","20140715 08:30:00","DCLG House Price Index (YoY)","","10.200  %","9.900  %","1"
"United Kingdom","20140715 08:30:00","Producer Price Index - Input (YoY) n.s.a","","-4.500  %","5.000  %","1"
"United Kingdom","20140715 08:30:00","PPI Core Output (MoM) n.s.a","","0.100  %","0.000  %","1"
"United Kingdom","20140715 08:30:00","PPI Core Output (YoY) n.s.a ","","1.000  %","1.000  %","2"
"United Kingdom","20140715 08:30:00","Producer Price Index - Input (MoM) n.s.a","","0.100  %","-0.900  %","1"
"United Kingdom","20140715 08:30:00","Producer Price Index - Output (MoM) n.s.a","","0.100  %","-0.100  %","1"
"United Kingdom","20140715 08:30:00","Producer Price Index - Output (YoY) n.s.a","","0.500  %","0.500  %","1"
"United Kingdom","20140715 08:30:00","Retail Price Index (YoY)","","2.500  %","2.400  %","2"
"United Kingdom","20140715 08:30:00","Retail Price Index (MoM)","","0.000  %","0.100  %","2"
"United Kingdom","20140715 09:00:00","BOE's Governor Carney speech","","","","2"
"European Monetary Union","20140715 09:00:00","BOE's Governor Carney speech","","","","2"
"Germany","20140715 09:00:00","ZEW Survey - Economic Sentiment",""," 28.000 "," 29.800 ","2"
"Germany","20140715 09:00:00","ZEW Survey - Current Situation",""," 67.000 "," 67.700 ","2"
"European Monetary Union","20140715 09:00:00","ZEW Survey - Economic Sentiment",""," 62.300 "," 58.400 ","2"
"Poland","20140715 12:00:00","Consumer Price Index (YoY)","","","0.200  %","1"
"United States","20140715 12:30:00","Export Price Index (YoY)","","","0.500  %","1"
"United States","20140715 12:30:00","Export Price Index (MoM)","","0.200  %","0.100  %","1"
"United States","20140715 12:30:00","Import Price Index (MoM)","","0.300  %","0.100  %","1"
"United States","20140715 12:30:00","Import Price Index (YoY)","","","0.400  %","1"
"United States","20140715 12:30:00","NY Empire State Manufacturing Index",""," 17.100 "," 19.280 ","1"
"United States","20140715 12:30:00","Retail Sales (MoM)","","0.600  %","0.300  %","3"
"United States","20140715 12:30:00","Retail Sales ex Autos (MoM)","","0.500  %","0.100  %","2"
"United States","20140715 12:55:00","Redbook index (YoY)","","","6.000  %","1"
"United States","20140715 12:55:00","Redbook index (MoM)","","","-1.200  %","1"
"United States","20140715 14:00:00","Business Inventories","","0.600  %","0.600  %","2"
"United States","20140715 14:00:00","Fed's Yellen testifies","","","","3"
"United States","20140715 15:30:00","4-Week Bill Auction","","","0.020  %","1"
"Argentina","20140715 19:00:00","Consumer Price Index (MoM)","","","1.400  %","1"
"Chile","20140715 22:00:00","BCCH Interest Rate","","","4.000  %","1"
"New Zealand","20140715 22:45:00","Consumer Price Index (YoY)","","1.800  %","1.500  %","3"
"New Zealand","20140715 22:45:00","Consumer Price Index (QoQ)","","0.400  %","0.300  %","2"
"South Korea","20140715 23:00:00","Unemployment Rate","","","3.700  %","1"
