"country","date","name","actual","consensus","previous","volatility"
"Italy","20170425 00:00:00","Liberation Day","","","","0"
"Portugal","20170425 00:00:00","Freedom Day","","","","0"
"New Zealand","20170425 00:00:00","ANZAC Day","","","","0"
"Australia","20170425 00:00:00","ANZAC Day","","","","0"
"France","20170425 06:45:00","Business Climate","","","","1"
"United Kingdom","20170425 08:30:00","Public Sector Net Borrowing","","","","2"
"United States","20170425 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170425 12:55:00","Redbook index (MoM)","","","","1"
"United States","20170425 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","","","2"
"United States","20170425 13:00:00","Housing Price Index (MoM)","","","","2"
"Brazil","20170425 13:30:00","Current Account","","","","1"
"United States","20170425 14:00:00","Consumer Confidence","","","","2"
"United States","20170425 14:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20170425 14:00:00","New Home Sales (MoM)","","","","2"
"United States","20170425 14:00:00","Richmond Fed Manufacturing Index","","","","1"
"United States","20170425 15:30:00","52-Week Bill auction","","","","1"
"United States","20170425 15:30:00","4-Week Bill Auction","","","","1"
"United States","20170425 17:00:00","2-Year Note Auction","","","","1"
"United States","20170425 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170425 21:45:00","Visitor Arrivals (YoY)","","","","1"
