"country","date","name","actual","consensus","previous","volatility"
"Australia","20160310 00:00:00","Consumer Inflation Expectation","","","","2"
"United Kingdom","20160310 00:01:00","RICS Housing Price Balance","","","","2"
"China","20160310 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20160310 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20160310 01:30:00","Consumer Price Index (YoY)","","","","2"
"China","20160310 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160310 02:00:00","New Loans","","","","1"
"France","20160310 06:30:00","Nonfarm Payrolls (QoQ)","","","","1"
"Germany","20160310 07:00:00","Exports (MoM)","","","","2"
"Germany","20160310 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20160310 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20160310 07:00:00","Imports (MoM)","","","","2"
"France","20160310 07:45:00","Industrial Output (MoM)","","","","1"
"Spain","20160310 08:00:00","Retail Sales (YoY)","","","","1"
"Greece","20160310 10:00:00","Consumer Price Index (YoY)","","","","1"
"Greece","20160310 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"United States","20160310 12:30:00","Initial Jobless Claims","","","","2"
"United States","20160310 12:30:00","Continuing Jobless Claims","","","","1"
"Canada","20160310 12:30:00","Capacity Utilization","","","","1"
"Canada","20160310 12:30:00","New Housing Price Index (YoY)","","","","1"
"Canada","20160310 12:30:00","New Housing Price Index (MoM)","","","","1"
"European Monetary Union","20160310 12:45:00","ECB Interest Rate Decision","","","","3"
"European Monetary Union","20160310 12:45:00","ECB deposit rate decision","","","","3"
"European Monetary Union","20160310 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"United States","20160310 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160310 17:00:00","30-Year Bond Auction","","","","1"
"United States","20160310 18:00:00","Monthly Budget Statement","","","","2"
"Canada","20160310 20:15:00","BoC Governor Poloz Speech","","","","1"
"New Zealand","20160310 21:30:00","Business NZ PMI","","","","2"
"New Zealand","20160310 21:45:00","Food Price Index (MoM)","","","","1"
"Japan","20160310 23:50:00","BSI Large Manufacturing (QoQ)","","","","2"
