"country","date","name","actual","consensus","previous","volatility"
"Australia","20130219 00:30:00","RBA Meeting's Minutes","","","","2"
"Japan","20130219 05:00:00","Leading Economic Index"," 93.400 ",""," 92.000 ","2"
"Germany","20130219 10:00:00","ZEW Survey - Economic Sentiment"," 48.200 "," 35.000 "," 31.500 ","2"
"Germany","20130219 10:00:00","ZEW Survey - Current Situation"," 5.200 "," 9.000 "," 7.100 ","2"
"European Monetary Union","20130219 10:00:00","ZEW Survey - Economic Sentiment"," 42.400 "," 35.500 "," 31.200 ","2"
"Poland","20130219 13:00:00","Industrial Output (YoY)","0.300  %","","-10.600  %","1"
"Poland","20130219 13:00:00","Producer Price Index (YoY)","-1.200  %","","-1.100  %","1"
"Canada","20130219 13:30:00","Canadian portfolio investment in foreign securities","$ 5.470 B","","$ 8.100 B","1"
"Canada","20130219 13:30:00","Foreign portfolio investment in Canadian securities","$ -1.920 B","$ 7.210 B","$ 5.500 B","1"
"Canada","20130219 13:30:00","Wholesale Sales (MoM)","-0.900  %","-0.400  %","0.700  %","1"
"Belgium","20130219 14:00:00","Consumer Confidence Index"," -17.000 ",""," -23.000 ","1"
"United States","20130219 15:00:00","NAHB Housing Market Index"," 46.000 "," 48.000 "," 47.000 ","1"
"Russia","20130219 15:11:00","Unemployment Rate","6.000  %","","5.300  %","1"
"United States","20130219 16:30:00","3-Month Bill Auction","0.115  %","","0.085  %","1"
"United States","20130219 16:30:00","6-Month Bill Auction","0.130  %","","0.120  %","1"
"Switzerland","20130219 17:15:00","SNB Chairman Jordan Speech","","","","2"
"Argentina","20130219 19:00:00","Unemployment Rate (QoQ)"," 6.900 ",""," 7.600 ","1"
"New Zealand","20130219 21:45:00","Producer Price Index - Output (QoQ)","","","-0.900  %","1"
"New Zealand","20130219 21:45:00","Producer Price Index - Input (QoQ)","","","-1.000  %","1"
"Australia","20130219 23:00:00","CB Leading Indicator","","","-0.200  %","2"
"Australia","20130219 23:30:00","Westpac Leading Index (MoM)","","","0.600  %","2"
"Japan","20130219 23:50:00","Merchandise Trade Balance Total","","¥ -1,375.100 ","¥ -641.500 ","2"
"Japan","20130219 23:50:00","Adjusted Merchandise Trade Balance","","¥ -590.000 ","¥ -800.673 ","1"
"Japan","20130219 23:50:00","Exports (YoY)","","5.600  %","-5.800  %","1"
"Japan","20130219 23:50:00","Imports (YoY)","","1.600  %","1.900  %","1"
