"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20151110 00:00:00","EcoFin Meeting","","","","2"
"United Kingdom","20151110 00:01:00","BRC Retail Sales Monitor - All (YoY)","","","","2"
"Australia","20151110 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20151110 00:30:00","Home Loans","","","","2"
"Australia","20151110 00:30:00","National Australia Bank's Business Confidence","","","","1"
"Australia","20151110 00:30:00","National Australia Bank's Business Conditions","","","","1"
"China","20151110 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20151110 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20151110 01:30:00","Consumer Price Index (YoY)","","","","2"
"Japan","20151110 05:00:00","Eco Watchers Survey: Current","","","","2"
"Japan","20151110 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"China","20151110 06:00:00","M2 Money Supply (YoY)","","","","1"
"China","20151110 06:00:00","New Loans","","","","1"
"Switzerland","20151110 06:45:00","Unemployment Rate s.a (MoM)","","","","3"
"United States","20151110 07:30:00","Fed's Evans Speech","","","","1"
"France","20151110 07:45:00","Industrial Output (MoM)","","","","1"
"Italy","20151110 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20151110 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20151110 09:00:00","Inflation Report Hearings","","","","3"
"European Monetary Union","20151110 09:00:00","Inflation Report Hearings","","","","2"
"Greece","20151110 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20151110 10:00:00","Consumer Price Index (YoY)","","","","1"
"United States","20151110 11:00:00","NFIB Business Optimism Index","","","","1"
"United States","20151110 13:30:00","Import Price Index (YoY)","","","","1"
"United States","20151110 13:30:00","Export Price Index (MoM)","","","","1"
"United States","20151110 13:30:00","Import Price Index (MoM)","","","","1"
"United States","20151110 13:30:00","Export Price Index (YoY)","","","","1"
"United States","20151110 13:55:00","Redbook index (MoM)","","","","1"
"United States","20151110 13:55:00","Redbook index (YoY)","","","","1"
"United States","20151110 15:00:00","Wholesale Inventories","","","","1"
"United States","20151110 16:30:00","10-Year Note Auction","","","","2"
"New Zealand","20151110 20:00:00","RBNZ Financial Stability Report","","","","2"
"New Zealand","20151110 20:05:00","RBNZ Governor Wheeler Speech","","","","2"
"Australia","20151110 23:30:00","Westpac Consumer Confidence Index","","","","1"
"Australia","20151110 23:30:00","Westpac Consumer Confidence","","","","2"
"Japan","20151110 23:50:00","Money Supply M2+CD (YoY)","","","","1"
