"country","date","name","actual","consensus","previous","volatility"
"Japan","20170623 00:30:00","Nikkei Manufacturing PMI","","","","1"
"France","20170623 06:45:00","Gross Domestic Product (YoY)","","","","1"
"France","20170623 06:45:00","Gross Domestic Product (QoQ)","","","","1"
"France","20170623 07:00:00","Markit Services PMI","","","","1"
"France","20170623 07:00:00","Markit Manufacturing PMI","","","","1"
"France","20170623 07:00:00","Markit PMI Composite","","","","1"
"Germany","20170623 07:30:00","Markit PMI Composite","","","","2"
"Germany","20170623 07:30:00","Markit Manufacturing PMI","","","","2"
"Germany","20170623 07:30:00","Markit Services PMI","","","","2"
"Italy","20170623 08:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20170623 08:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20170623 08:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20170623 08:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"European Monetary Union","20170623 08:00:00","Markit PMI Composite","","","","2"
"European Monetary Union","20170623 08:00:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20170623 08:00:00","Markit Services PMI","","","","2"
"India","20170623 11:30:00","Bank Loan Growth","","","","1"
" USD"","20170623 11:30:00",""FX Reserves","","","","India"
"Canada","20170623 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20170623 12:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20170623 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20170623 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170623 12:30:00","Consumer Price Index (MoM)","","","","2"
"Mexico","20170623 13:00:00","Retail Sales (YoY)","","","","1"
"Mexico","20170623 13:00:00","Retail Sales (MoM)","","","","1"
"United States","20170623 13:45:00","Markit Manufacturing PMI","","","","2"
"United States","20170623 13:45:00","Markit Services PMI","","","","2"
"United States","20170623 13:45:00","Markit PMI Composite","","","","2"
"United States","20170623 14:00:00","New Home Sales (MoM)","","","","2"
"United States","20170623 14:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20170623 17:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20170623 18:15:00","FOMC Member Powell Speech","","","","2"
"United States","20170623 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170623 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170623 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170623 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170623 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170623 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170623 19:30:00","CFTC AUD NC net positions","","","","1"
