"country","date","name","actual","consensus","previous","volatility"
"Russia","20161118 00:00:00","Producer Price Index (YoY)","","","","1"
"Russia","20161118 00:00:00","Producer Price Index (MoM)","","","","1"
"China","20161118 01:30:00",""House Price Index "","","","","1"
"Germany","20161118 07:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20161118 07:00:00","Producer Price Index (YoY)","","","","2"
"European Monetary Union","20161118 08:00:00","ECB President Draghi's Speech","","","","3"
"European Monetary Union","20161118 09:00:00","Current Account n.s.a","","","","1"
"European Monetary Union","20161118 09:00:00","Current Account s.a","","","","1"
"United Kingdom","20161118 09:10:00","MPC Member Broadbent Speech","","","","1"
"United States","20161118 10:30:00","Fed's Bullard speech","","","","1"
"Germany","20161118 10:30:00","German Buba President Weidmann speech","","","","2"
" USD"","20161118 11:30:00",""FX Reserves","","","","India"
"Russia","20161118 13:00:00","Unemployment Rate","","","","1"
"Canada","20161118 13:30:00","Consumer Price Index (MoM)","","","","1"
"Canada","20161118 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","1"
"Canada","20161118 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20161118 13:30:00","Consumer Price Index - Core (MoM)","","","","1"
"Canada","20161118 13:30:00","Consumer Price Index (YoY)","","","","1"
"United States","20161118 14:30:00","Fed's William Dudley speech","","","","1"
"United States","20161118 14:30:00","Fed's George Speech","","","","1"
"United States","20161118 15:00:00","CB Leading Indicator (MoM)","","","","2"
"United States","20161118 16:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20161118 18:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20161118 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161118 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20161118 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20161118 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161118 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161118 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161118 19:30:00","CFTC AUD NC net positions","","","","1"
