"country","date","name","actual","consensus","previous","volatility"
"Japan","20161107 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"Australia","20161107 00:30:00","ANZ Job Advertisements","","","","1"
"China","20161107 01:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Germany","20161107 07:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"Germany","20161107 07:00:00","Factory Orders s.a. (MoM)","","","","1"
"Spain","20161107 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20161107 08:00:00","Foreign Currency Reserves","","","","1"
"European Monetary Union","20161107 08:15:00","ECB Vice President Vitor Constancio speech","","","","1"
"Switzerland","20161107 08:15:00","Consumer Price Index (MoM)","","","","2"
"Switzerland","20161107 08:15:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20161107 08:30:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20161107 08:30:00","Halifax House Prices (3m/YoY)","","","","1"
"European Monetary Union","20161107 09:30:00","Sentix Investor Confidence","","","","1"
"European Monetary Union","20161107 10:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20161107 10:00:00","Retail Sales (MoM)","","","","1"
"United States","20161107 14:00:00","Labor Market Conditions Index","","","","2"
"Mexico","20161107 14:00:00","Consumer Confidence","","","","1"
"Mexico","20161107 14:00:00","Consumer Confidence s.a","","","","1"
"United States","20161107 16:30:00","3-Month Bill Auction","","","","1"
"United States","20161107 16:30:00","6-Month Bill Auction","","","","1"
"United States","20161107 19:00:00","Loan Officer Survey","","","","1"
"United States","20161107 20:00:00","Consumer Credit Change","","","","2"
"China","20161107 21:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"United Kingdom","20161107 23:50:00","BRC Like-For-Like Retail Sales (YoY)","","","","2"
"Japan","20161107 23:50:00","JP Foreign Reserves","","","","1"
