"country","date","name","actual","consensus","previous","volatility"
"Japan","20171227 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20171227 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20171227 05:00:00","Annualized Housing Starts","","","","1"
"Switzerland","20171227 07:00:00","UBS Consumption Indicator","","","","2"
"Spain","20171227 08:00:00","Retail Sales (YoY)","","","","1"
"Switzerland","20171227 09:00:00","ZEW Survey - Expectations","","","","2"
"United Kingdom","20171227 09:30:00","BBA Mortgage Approvals","","","","1"
"Brazil","20171227 12:30:00","Nominal Budget Balance","","","","1"
"Brazil","20171227 12:30:00","Primary Budget Surplus","","","","1"
"United States","20171227 13:55:00","Redbook index (MoM)","","","","1"
"United States","20171227 13:55:00","Redbook index (YoY)","","","","1"
" $"","20171227 14:00:00",""Trade Balance","","","","Mexico"
" $"","20171227 14:00:00",""Trade Balance s/a","","","","Mexico"
"United States","20171227 15:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20171227 15:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20171227 18:00:00","5-Year Note Auction","","","","1"
"United States","20171227 21:30:00","API Weekly Crude Oil Stock","","","","1"
"Japan","20171227 23:50:00","BOJ Summary of Opinions","","","","1"
"Japan","20171227 23:50:00","Industrial Production (MoM)","","","","1"
"Japan","20171227 23:50:00","Industrial Production (YoY)","","","","1"
"Japan","20171227 23:50:00","Foreign bond investment","","","","2"
"Japan","20171227 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20171227 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20171227 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20171227 23:50:00","Large Retailer's Sales","","","","2"
