"country","date","name","actual","consensus","previous","volatility"
"Germany","20160520 06:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20160520 06:00:00","Producer Price Index (YoY)","","","","2"
"Greece","20160520 09:00:00","Current Account (YoY)","","","","1"
"European Monetary Union","20160520 09:00:00","Current Account s.a","","","","1"
"European Monetary Union","20160520 09:00:00","Current Account n.s.a","","","","1"
"United Kingdom","20160520 10:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
" USD"","20160520 11:30:00",""FX Reserves","","","","India"
"Canada","20160520 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20160520 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20160520 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20160520 12:30:00","Consumer Price Index (YoY)","","","","3"
"Canada","20160520 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","3"
"Canada","20160520 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20160520 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20160520 13:00:00","Fed's Tarullo speech","","","","1"
"United States","20160520 14:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20160520 14:00:00","Existing Home Sales Change (MoM)","","","","1"
"United States","20160520 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
