"country","date","name","actual","consensus","previous","volatility"
"Germany","20120517 n/a:00","Ascension Day","","","","0"
"Switzerland","20120517 n/a:00","Ascension Day","","","","0"
"Russia","20120517 00:00:00","Industrial Output","","","2.000  %","1"
"Russia","20120517 00:00:00","Unemployment Rate","","","6.500  %","1"
"Australia","20120517 01:00:00","Consumer Inflation Expectation","3.100  %","","3.300  %","2"
"Australia","20120517 01:30:00","RBA Foreign Exchange Transaction","",""," 944.000 ","1"
"Japan","20120517 04:30:00","Industrial Production (YoY)","","","1.500  %","2"
"Japan","20120517 04:30:00","Capacity Utilization","","","-1.700  %","1"
"Japan","20120517 04:30:00","Industrial Production (MoM)","","","-1.600  %","1"
"Spain","20120517 07:00:00","Gross Domestic Product (QoQ)","","","-0.300  %","1"
"Spain","20120517 07:00:00","Gross Domestic Product (YoY)","","","0.300  %","1"
"Czech Republic","20120517 07:00:00","Producer Price Index (MoM)","","","0.300  %","1"
"Czech Republic","20120517 07:00:00","Producer Price Index (YoY)","","","3.000  %","1"
"Hong Kong SAR","20120517 08:30:00","Unemployment rate","","","3.400  %","2"
"Brazil","20120517 12:00:00","Retail Sales","","","-0.500  %","1"
"Canada","20120517 12:30:00","Canadian Investment in Foreign Securities","","$ 8.000 ","$ 2.160 ","2"
"Canada","20120517 12:30:00","Foreign investment in Canadian securities","","","$ 12.500 ","1"
"United States","20120517 12:30:00","Initial Jobless Claims",""," 365.000 "," 367.000 ","1"
"United States","20120517 12:30:00","Continuing Jobless Claims",""," 3.235 "," 3.229 ","1"
"Canada","20120517 12:30:00","Wholesale Sales (MoM)","","0.300  %","1.600  %","1"
"Mexico","20120517 13:00:00","Gross Domestic Product (QoQ)","","","0.400  %","1"
"Mexico","20120517 13:00:00","Gross Domestic Product (YoY)","","","8.700  %","1"
"United States","20120517 14:00:00","Leading Indicators (MoM)","","0.100  %","0.300  %","2"
"United States","20120517 14:00:00","Philadelphia Fed Manufacturing Survey",""," 10.000 "," 8.500 ","2"
"United States","20120517 16:35:00","Fed's Bullard speech","","","","1"
"Colombia","20120517 17:00:00","Industrial ouput (YoY)","",""," 4.500 ","1"
"Colombia","20120517 19:00:00","Retail Sales (YoY)","",""," 4.900 ","1"
