"country","date","name","actual","consensus","previous","volatility"
"Russia","20120125 00:00:00","Gross Domestic Product Monthly (YoY)","","","5.4%","1"
"Australia","20120125 00:30:00","Consumer Price Index (YoY)","","3.3%","3.5%","3"
"Australia","20120125 00:30:00","Consumer Price Index (QoQ)","","0.2%","0.6%","2"
"New Zealand","20120125 02:00:00","Credit Card Spending s.a. (YoY)","","","3.2%","2"
"India","20120125 07:30:00","M3 Money Supply","","","15.6%","1"
"Hungary","20120125 08:00:00","Retail Sales (YoY)","","","0.6%","1"
"Netherlands, The","20120125 08:30:00","Business Confidence","","","-1.3","1"
"Germany","20120125 09:00:00","IFO - Business Climate","","107.8","107.2","2"
"Germany","20120125 09:00:00","IFO - Current Assessment","","116.8","116.7","2"
"Germany","20120125 09:00:00","IFO - Expectations","","99.0","98.4","2"
"Italy","20120125 09:00:00","Retail Sales n.s.a (YoY)","","","-1.5%","1"
"Italy","20120125 09:00:00","Retail Sales s.a. (MoM)","","-0.1%","0.1%","1"
"United Kingdom","20120125 09:30:00","Bank of England Minutes","","","","3"
"United Kingdom","20120125 09:30:00","BBA Mortgage Approvals","","35.3K","34.7K","2"
"United Kingdom","20120125 09:30:00","Gross Domestic Product (QoQ)","","-0.1%","0.6%","2"
"United Kingdom","20120125 09:30:00","Gross Domestic Product (YoY)","","0.8%","0.5%","2"
"United Kingdom","20120125 09:30:00","Index of Services (3M/3M)","","0.4%","0.2%","1"
"United Kingdom","20120125 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","-18%","-23%","1"
"United States","20120125 12:00:00","MBA Mortgage Applications","","","23.1%","1"
"Turkey","20120125 12:30:00","Capacity Utilization","","","75.5%","1"
"Turkey","20120125 12:30:00","Manufacturing Confidence","","","97.2","1"
"Mexico","20120125 14:00:00","Trade Balance s/a, $","","","$0.498B","1"
"Mexico","20120125 14:00:00","Trade Balance, $","","","$-0.232B","1"
"United States","20120125 15:00:00","Housing Price Index (MoM)","","0.1%","-0.2%","1"
"United States","20120125 15:00:00","Pending Home Sales (MoM)","","-1.0%","7.3%","1"
"United States","20120125 15:30:00","EIA Crude Oil Stocks change","","","-3.438M","1"
"United States","20120125 17:30:00","Fed Interest Rate Decision","0.25%","0.25%","0.25%","3"
"United States","20120125 19:15:00","Fed's Press Conference","","","","3"
"Argentina","20120125 21:00:00","Primary Budget Balance (MoM)","","","426M","1"
"Korea, Republic of","20120125 23:00:00","Gross Domestic Product Growth ","","","0.8%","1"
"Korea, Republic of","20120125 23:00:00","Gross Domestic Product Growth (YoY)","","","3.5%","1"
"New Zealand","20120125 23:30:00","Business NZ PMI","","","45.7","2"
"Japan","20120125 23:50:00","Corporate Service Price (YoY)","","-0.1%","-0.2%","1"
