"country","date","name","actual","consensus","previous","volatility"
"United States","20121004 01:00:00","Presidential Debate","","","","2"
"Australia","20121004 01:30:00","Retail Sales s.a. (MoM)","","0.400  %","-0.800  %","2"
"United Kingdom","20121004 07:00:00","Halifax House Prices (3m/YoY)","","-0.900  %","-0.900  %","2"
"Switzerland","20121004 07:15:00","Industrial Production (YoY)","","","-3.900  %","2"
"France","20121004 09:00:00","10-y Bond Auction","","","2.210  %","2"
"United Kingdom","20121004 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"European Monetary Union","20121004 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"United Kingdom","20121004 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"European Monetary Union","20121004 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"United Kingdom","20121004 11:00:00","BoE Monetary Policy Statement","","","","2"
"European Monetary Union","20121004 11:00:00","BoE Monetary Policy Statement","","","","2"
"European Monetary Union","20121004 11:45:00","ECB Interest Rate Decision","","0.750  %","0.750  %","2"
"European Monetary Union","20121004 12:30:00","ECB Monetary policy statement and press conference","","","","3"
"United States","20121004 12:30:00","Initial Jobless Claims",""," 370.000 "," 359.000 ","2"
"United States","20121004 12:30:00","Continuing Jobless Claims",""," 3.271 "," 3.271 ","1"
"Mexico","20121004 13:00:00","Consumer Confidence","",""," 97.600 ","1"
"Mexico","20121004 13:00:00","Consumer Confidence s.a","",""," 95.400 ","1"
"United States","20121004 14:00:00","Factory Orders (MoM)","","-5.800  %","2.800  %","2"
"Canada","20121004 14:00:00","Ivey Purchasing Managers Index","",""," 65.200 ","2"
"Canada","20121004 14:00:00","Ivey Purchasing Managers Index s.a",""," 59.000 "," 62.500 ","2"
"United States","20121004 14:30:00","EIA Natural Gas Storage change","",""," 80.000 ","1"
"Canada","20121004 17:30:00","BoC Senior Deputy Governor Tiff Macklem Speech ","","","","1"
"United States","20121004 18:00:00","FOMC Minutes","","","","3"
"Australia","20121004 23:30:00","AiG Performance of Construction Index","",""," 32.200 ","1"
"Japan","20121004 23:50:00","JP Foreign Reserves","",""," 1,273.200 ","1"
