"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20150630 01:00:00","ANZ Business Confidence","","","","1"
"New Zealand","20150630 01:00:00","ANZ Activity Outlook","","","","1"
"Australia","20150630 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Japan","20150630 01:30:00","Labor Cash Earnings (YoY)","","","","1"
"Australia","20150630 01:30:00","Private Sector Credit (YoY)","","","","2"
"Australia","20150630 01:30:00","Private Sector Credit (MoM)","","","","2"
"New Zealand","20150630 03:00:00","M3 Money Supply (YoY)","","","","0"
"Japan","20150630 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20150630 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20150630 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20150630 05:00:00","Annualized Housing Starts","","","","1"
"Germany","20150630 06:00:00","Retail Sales (YoY)","","","","2"
"Germany","20150630 06:00:00","Retail Sales (MoM)","","","","2"
"France","20150630 06:45:00","Producer Prices (MoM)","","","","1"
"France","20150630 06:45:00","Consumer Spending (MoM)","","","","1"
"Switzerland","20150630 07:00:00","KOF Leading Indicator","","","","2"
"Germany","20150630 07:55:00","Unemployment Change","","","","3"
"Germany","20150630 07:55:00","Unemployment Rate s.a.","","","","3"
"Italy","20150630 08:00:00","Unemployment","","","","2"
"Spain","20150630 08:00:00","Current Account Balance","","","","1"
"Australia","20150630 08:00:00","RBA's Governor Glenn Stevens Speech","","","","3"
"United Kingdom","20150630 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20150630 08:30:00","Current Account","","","","1"
"United Kingdom","20150630 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20150630 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20150630 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20150630 08:30:00","Total Business Investment (QoQ)","","","","1"
"Italy","20150630 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20150630 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20150630 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20150630 09:00:00","Consumer Price Index (YoY)","","","","1"
"Greece","20150630 09:00:00","Producer Price Index (YoY)","","","","1"
"Greece","20150630 09:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20150630 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20150630 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20150630 09:00:00","Consumer Price Index (YoY)","","","","3"
"Italy","20150630 10:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20150630 10:00:00","10-y Bond Auction","","","","1"
"Italy","20150630 10:00:00","5-y Bond Auction","","","","1"
"Italy","20150630 10:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20150630 10:00:00","Eurogroup meeting","","","","2"
"India","20150630 12:00:00","Infrastructure Output (YoY)","","","","1"
"Canada","20150630 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20150630 12:55:00","Redbook index (MoM)","","","","1"
"United States","20150630 12:55:00","Redbook index (YoY)","","","","1"
"United States","20150630 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","","","2"
"United States","20150630 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20150630 14:00:00","Consumer Confidence","","","","2"
"United States","20150630 15:30:00","4-Week Bill Auction","","","","1"
" INR"","20150630 15:30:00",""Federal Fiscal Deficit","","","","India"
"Australia","20150630 23:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20150630 23:50:00","Tankan Large Manufacturing Outlook","","","","2"
"Japan","20150630 23:50:00","Tankan Large Manufacturing Index","","","","2"
"Japan","20150630 23:50:00","Tankan Non - Manufacturing Outlook","","","","2"
"Japan","20150630 23:50:00","Tankan Non - Manufacturing Index","","","","2"
"Japan","20150630 23:50:00","Tankan Large All Industry Capex","","","","2"
