"country","date","name","actual","consensus","previous","volatility"
"Japan","20120726 00:10:00","BoJ's Governor Shirakawa Speech","","","","1"
"Germany","20120726 06:00:00","Gfk Consumer Confidence Survey",""," 5.800 "," 5.800 ","2"
"European Monetary Union","20120726 07:00:00","EcoFin Meeting","","","","2"
"Sweden","20120726 07:15:00","Consumer Confidence (MoM)","",""," 3.100 ","1"
"Sweden","20120726 07:30:00","Trade Balance (MoM)","",""," 9.800 ","1"
"European Monetary Union","20120726 08:00:00","M3 Money Supply (3m)","","2.900  %","2.800  %","1"
"European Monetary Union","20120726 08:00:00","M3 Money Supply (YoY)","","2.900  %","2.900  %","1"
"Poland","20120726 08:00:00","Retail Sales (YoY)","","","7.700  %","1"
"South Africa","20120726 09:30:00","Producer Price Index (MoM)","","","0.500  %","1"
"South Africa","20120726 09:30:00","Producer Price Index (YoY)","","","6.600  %","1"
"Poland","20120726 12:00:00","Unemployment (MoM)","","","12.600  %","1"
"Brazil","20120726 12:00:00","Unemployment Rate","","","5.800  %","1"
"United States","20120726 12:30:00","Durable Goods Orders","","0.400  %","1.300  %","3"
"United States","20120726 12:30:00","Durable Goods Orders ex Transportation","","0.100  %","0.700  %","2"
"United States","20120726 12:30:00","Initial Jobless Claims",""," 381.000 "," 386.000 ","1"
"United States","20120726 12:30:00","Continuing Jobless Claims",""," 3.310 "," 3.314 ","1"
"Mexico","20120726 13:00:00","Trade Balance s/a, $","","","$ -0.267 ","1"
"Mexico","20120726 13:00:00","Trade Balance, $","","","$ 0.363 ","1"
"United States","20120726 14:00:00","Pending Home Sales (MoM)","","0.200  %","5.900  %","1"
"Korea, Republic of","20120726 23:00:00","Current Account Balance","",""," 3.160 ","1"
"Japan","20120726 23:30:00","National Consumer Price Index (YoY)","","0.000  %","0.200  %","2"
"Japan","20120726 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.500  %","-0.600  %","2"
"Japan","20120726 23:30:00","National CPI Ex-Fresh Food (YoY)","","0.000  %","-0.100  %","2"
"Japan","20120726 23:30:00","Tokyo Consumer Price Index (YoY)","","-0.600  %","-0.600  %","1"
"Japan","20120726 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","-1.000  %","-1.000  %","1"
"Japan","20120726 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.600  %","-0.600  %","1"
"Japan","20120726 23:50:00","Retail Trade s.a (MoM)","","0.200  %","0.700  %","1"
"Japan","20120726 23:50:00","Large Retailer's Sales","","-1.600  %","-0.900  %","2"
"Japan","20120726 23:50:00","Retail Trade (YoY)","","1.200  %","3.600  %","2"
