"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20131029 09:30:00","Consumer Credit","","£ 0.700 ","£ 0.600 ","2"
"United Kingdom","20131029 09:30:00","Mortgage Approvals",""," 66.000 "," 62.226 ","2"
"United Kingdom","20131029 09:30:00","Net Lending to Individuals (MoM)","","£ 2.500 ","£ 1.600 ","2"
"Canada","20131029 12:30:00","Industrial Product Price (MoM)","","-0.200  %","0.200  %","1"
"Canada","20131029 12:30:00","Raw Material Price Index","","-0.700  %","0.900  %","1"
"United States","20131029 12:30:00","Producer Price Index (MoM)","","0.200  %","0.300  %","1"
"United States","20131029 12:30:00","Producer Price Index (YoY)","","0.600  %","1.400  %","2"
"United States","20131029 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.100  %","0.000  %","1"
"United States","20131029 12:30:00","Producer Price Index ex Food & Energy (YoY)","","1.200  %","1.100  %","2"
"United States","20131029 12:30:00","Retail Sales (MoM)","","0.100  %","0.200  %","3"
"United States","20131029 12:30:00","Retail Sales ex Autos (MoM)","","0.400  %","0.100  %","2"
"United States","20131029 12:55:00","Redbook index (MoM)","","","-1.500  %","1"
"United States","20131029 12:55:00","Redbook index (YoY)","","","2.900  %","1"
"Hungary","20131029 13:00:00","MNB Interest Rate Decision","","","3.600  %","1"
"United States","20131029 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","12.500  %","12.400  %","1"
"Slovakia","20131029 13:30:00","Current Account Balance EUR","","","€ -40.000 ","1"
"United States","20131029 14:00:00","Business Inventories","","0.300  %","0.400  %","2"
"United States","20131029 14:00:00","Consumer Confidence",""," 75.000 "," 79.700 ","3"
"United States","20131029 15:30:00","4-Week Bill Auction","","","0.030  %","1"
"United States","20131029 17:00:00","5-Year Note Auction","","","1.436  %","1"
"Canada","20131029 17:40:00","BoC Governor Council Member Cote Speech","","","","1"
"United States","20131029 19:00:00","Monthly Budget Statement","","","$ -147.900 ","2"
"Korea, Republic of","20131029 23:00:00","Industrial Output (YoY)","","","3.300  %","1"
"Korea, Republic of","20131029 23:00:00","Industrial Output Growth","","","1.800  %","1"
"Japan","20131029 23:50:00","Industrial Production (MoM)","","1.800  %","-0.900  %","1"
"Japan","20131029 23:50:00","Industrial Production (YoY)","","","-0.400  %","2"
