"country","date","name","actual","consensus","previous","volatility"
"Australia","20140123 00:00:00","Consumer Inflation Expectation","2.300  %","","2.100  %","2"
"China","20140123 01:45:00","HSBC Manufacturing PMI",""," 50.600 "," 50.500 ","2"
"Japan","20140123 05:00:00","BoJ Monthly Economic Survey","","","","2"
"Germany","20140123 08:28:00","Markit Manufacturing PMI",""," 54.600 "," 54.300 ","2"
"Germany","20140123 08:28:00","Markit Services PMI",""," 54.000 "," 53.500 ","2"
"European Monetary Union","20140123 08:58:00","Markit Manufacturing PMI",""," 53.000 "," 52.700 ","2"
"European Monetary Union","20140123 08:58:00","Markit PMI Composite",""," 52.400 "," 52.100 ","2"
"European Monetary Union","20140123 08:58:00","Markit Services PMI",""," 51.400 "," 51.000 ","2"
"United States","20140123 13:30:00","Chicago Fed National Activity Index ","",""," 0.600 ","2"
"United States","20140123 13:30:00","Initial Jobless Claims",""," 326.000 "," 326.000 ","2"
"United States","20140123 13:30:00","Continuing Jobless Claims",""," 2.930 "," 3.030 ","2"
"Canada","20140123 13:30:00","Retail Sales (MoM)","","0.200  %","-0.100  %","2"
"Canada","20140123 13:30:00","Retail Sales ex Autos (MoM)","","0.300  %","0.400  %","1"
"United States","20140123 13:58:00","Markit Manufacturing PMI",""," 55.000 "," 55.000 ","2"
"Mexico","20140123 14:00:00","1st half-month Core Inflation","","","0.300  %","1"
"Mexico","20140123 14:00:00","1st half-month Inflation","","","0.400  %","1"
"United States","20140123 14:00:00","Housing Price Index (MoM)","","0.400  %","0.500  %","1"
"Russia","20140123 14:00:00","Industrial Output","","","-1.000  %","1"
"United States","20140123 15:00:00","American Petroleum Institute Monthly Report ","","","","1"
"United States","20140123 15:00:00","CB Leading Indicator (MoM)","","0.200  %","0.800  %","2"
"European Monetary Union","20140123 15:00:00","Consumer Confidence",""," -13.000 "," -13.600 ","2"
"United States","20140123 15:00:00","Existing Home Sales Change (MoM)","","0.000  %","-4.300  %","2"
"United States","20140123 15:00:00","Existing Home Sales (MoM)",""," 4.940 "," 4.900 ","1"
"United States","20140123 15:30:00","EIA Natural Gas Storage change",""," -112.000 "," -287.000 ","1"
"United States","20140123 16:00:00","EIA Crude Oil Stocks change",""," 0.700 "," -7.658 ","1"
"United States","20140123 16:00:00","Kansas Fed manufacturing activity","",""," -17.000 ","1"
"Argentina","20140123 19:00:00","Trade Balance (MoM)","","","$ 901.000 ","1"
