"country","date","name","actual","consensus","previous","volatility"
"China","20160211 00:00:00","Chinese New Year","","","","0"
"Japan","20160211 00:00:00","National Foundation Day","","","","0"
"European Monetary Union","20160211 00:00:00","Eurogroup meeting","","","","2"
"Australia","20160211 00:00:00","Consumer Inflation Expectation","","","","2"
"United Kingdom","20160211 00:01:00","RICS Housing Price Balance","","","","2"
"China","20160211 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160211 02:00:00","New Loans","","","","1"
"Switzerland","20160211 08:15:00","Consumer Price Index (YoY)","","","","1"
"Switzerland","20160211 08:15:00","Consumer Price Index (MoM)","","","","1"
"United Kingdom","20160211 10:00:00","30-y Bond Auction","","","","1"
"Greece","20160211 10:00:00","Unemployment Rate (MoM)","","","","1"
"United States","20160211 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20160211 13:30:00","Initial Jobless Claims","","","","1"
"Canada","20160211 13:30:00","New Housing Price Index (YoY)","","","","1"
"Canada","20160211 13:30:00","New Housing Price Index (MoM)","","","","1"
"United States","20160211 15:00:00","Fed's Yellen testifies","","","","3"
"United States","20160211 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160211 18:00:00","30-Year Bond Auction","","","","1"
"New Zealand","20160211 21:45:00","Food Price Index (MoM)","","","","1"
"Australia","20160211 23:30:00","RBA's Governor Glenn Stevens Speech","","","","3"
"Japan","20160211 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20160211 23:50:00","Foreign bond investment","","","","2"
