"country","date","name","actual","consensus","previous","volatility"
"Australia","20170721 03:40:00","RBA Assist Gov Debelle Speech","","","","2"
"Greece","20170721 08:00:00","Current Account (YoY)","","","","1"
"United Kingdom","20170721 08:30:00","Public Sector Net Borrowing","","","","2"
"Italy","20170721 09:00:00","Retail Sales n.s.a (YoY)","","","","1"
"Italy","20170721 09:00:00","Retail Sales s.a. (MoM)","","","","1"
"India","20170721 11:30:00","M3 Money Supply","","","","1"
"India","20170721 11:30:00","Bank Loan Growth","","","","1"
" USD"","20170721 11:30:00",""FX Reserves","","","","India"
"Canada","20170721 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20170721 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20170721 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20170721 12:30:00","Consumer Price Index (YoY)","","","","3"
"Canada","20170721 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20170721 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170721 12:30:00","Consumer Price Index (MoM)","","","","2"
"Mexico","20170721 13:00:00","Jobless Rate s.a","","","","1"
"Mexico","20170721 13:00:00","Jobless Rate","","","","1"
"Brazil","20170721 13:30:00","Current Account","","","","1"
"United States","20170721 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170721 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170721 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20170721 19:30:00","CFTC Gold NC net positions","","","","1"
"United Kingdom","20170721 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170721 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170721 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170721 19:30:00","CFTC AUD NC net positions","","","","1"
