"country","date","name","actual","consensus","previous","volatility"
"Australia","20160506 00:30:00","RBA Monetary Policy Statement","","","","3"
"China","20160506 03:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"Spain","20160506 07:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"United Kingdom","20160506 07:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20160506 07:00:00","Halifax House Prices (3m/YoY)","","","","1"
"Switzerland","20160506 07:00:00","Foreign Currency Reserves","","","","1"
" USD"","20160506 11:30:00",""FX Reserves","","","","India"
"United States","20160506 12:30:00","Nonfarm Payrolls","","","","3"
"United States","20160506 12:30:00","Average Weekly Hours","","","","2"
"United States","20160506 12:30:00","Average Hourly Earnings (YoY)","","","","1"
"United States","20160506 12:30:00","Unemployment Rate","","","","3"
"United States","20160506 12:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20160506 12:30:00","Labor Force Participation Rate","","","","2"
"Canada","20160506 12:30:00","Participation rate","","","","2"
"Canada","20160506 12:30:00","Net Change in Employment","","","","2"
"Canada","20160506 12:30:00","Unemployment Rate","","","","2"
"Canada","20160506 14:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20160506 14:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"United States","20160506 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20160506 19:00:00","Consumer Credit Change","","","","2"
