"country","date","name","actual","consensus","previous","volatility"
"Mexico","20160916 00:00:00",""Independence Day "","","","","0"
"Italy","20160916 08:00:00","Global Trade Balance","","","","1"
"Italy","20160916 08:00:00","Trade Balance EU","","","","1"
"European Monetary Union","20160916 09:00:00","Labour cost","","","","2"
"Russia","20160916 10:30:00","Interest rate decision","","","","2"
"India","20160916 11:30:00","Trade Deficit - RBI","","","","1"
"India","20160916 11:30:00","Bank Loan Growth","","","","1"
"India","20160916 11:30:00","Current Account Balance $","","","","1"
" USD"","20160916 11:30:00",""FX Reserves","","","","India"
"United States","20160916 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","","","2"
"United States","20160916 12:30:00","Consumer Price Index (YoY)","","","","3"
"United States","20160916 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","","","3"
"United States","20160916 12:30:00","Consumer Price Index Core s.a","","","","2"
"United States","20160916 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20160916 12:30:00","Consumer Price Index n.s.a (MoM)","","","","2"
"Canada","20160916 12:30:00","Manufacturing Shipments (MoM)","","","","1"
"Canada","20160916 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20160916 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Russia","20160916 13:00:00","Producer Price Index (MoM)","","","","1"
"Russia","20160916 13:00:00","Producer Price Index (YoY)","","","","1"
"United States","20160916 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","3"
"United States","20160916 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20160916 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20160916 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20160916 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20160916 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20160916 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20160916 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20160916 19:30:00","CFTC AUD NC net positions","","","","1"
"United States","20160916 20:00:00","Net Long-Term TIC Flows","","","","1"
"United States","20160916 20:00:00","Total Net TIC Flows","","","","1"
