"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20151026 00:00:00","Labour Day","","","","0"
"Germany","20151026 07:00:00","Import Price Index (MoM)","","","","1"
"Germany","20151026 07:00:00","Import Price Index (YoY)","","","","1"
"Germany","20151026 09:00:00","IFO - Current Assessment","","","","1"
"Germany","20151026 09:00:00","IFO - Expectations","","","","1"
"Germany","20151026 09:00:00","IFO - Business Climate","","","","1"
"United Kingdom","20151026 09:30:00","BBA Mortgage Approvals","","","","1"
"Germany","20151026 10:00:00","German Buba Monthly Report","","","","1"
"United Kingdom","20151026 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
"United States","20151026 14:00:00","New Home Sales (MoM)","","","","2"
"United States","20151026 14:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20151026 14:30:00","Dallas Fed Manufacturing Business Index","","","","2"
"United States","20151026 15:30:00","3-Month Bill Auction","","","","1"
"United States","20151026 15:30:00","6-Month Bill Auction","","","","1"
"New Zealand","20151026 22:45:00","Trade Balance (MoM)","","","","2"
"New Zealand","20151026 22:45:00","Imports","","","","2"
"New Zealand","20151026 22:45:00","Trade Balance (YoY)","","","","2"
"New Zealand","20151026 22:45:00","Exports","","","","2"
"Japan","20151026 23:50:00","Corporate Service Price (YoY)","","","","1"
