"country","date","name","actual","consensus","previous","volatility"
"Australia","20130424 01:30:00","Consumer Price Index (YoY)","","2.800  %","2.200  %","2"
"Australia","20130424 01:30:00","Consumer Price Index (QoQ)","","0.700  %","0.200  %","2"
"Australia","20130424 01:30:00","RBA trimmed mean CPI (QoQ)","","0.500  %","0.600  %","2"
"Australia","20130424 01:30:00","RBA trimmed mean CPI (YoY)","","2.400  %","2.300  %","2"
"Australia","20130424 03:30:00","RBA Deputy Governor Lowe Speech","","","","2"
"Switzerland","20130424 06:00:00","UBS Consumption Indicator","",""," 1.260 ","2"
"Germany","20130424 08:00:00","IFO - Business Climate",""," 106.200 "," 106.700 ","2"
"Germany","20130424 08:00:00","IFO - Current Assessment",""," 109.500 "," 109.900 ","2"
"Germany","20130424 08:00:00","IFO - Expectations",""," 103.000 "," 103.600 ","2"
"United Kingdom","20130424 08:30:00","BBA Mortgage Approvals",""," 31.200 "," 30.500 ","2"
"United States","20130424 12:30:00","Durable Goods Orders","","-2.800  %","5.700  %","3"
"United States","20130424 12:30:00","Durable Goods Orders ex Transportation","","0.500  %","-0.500  %","2"
"Mexico","20130424 13:00:00","1st half-month Core Inflation","","","0.260  %","1"
"Mexico","20130424 13:00:00","1st half-month Inflation","","","0.520  %","1"
"Belgium","20130424 13:00:00","Leading Indicator","",""," -15.000 ","1"
"Brazil","20130424 13:30:00","Current Account","","","$ -6.625 ","1"
"United States","20130424 14:30:00","EIA Crude Oil Stocks change",""," 1.800 "," -1.233 ","1"
"United States","20130424 17:00:00","5-Year Note Auction","","","0.760  %","1"
"United States","20130424 17:00:00","7-Year Note Auction","","","1.248  %","1"
"Canada","20130424 20:15:00","BoC Governor Mark Carney Speech","","","","2"
"Korea, Republic of","20130424 23:00:00","Gross Domestic Product Growth (QoQ) ","","","0.300  %","1"
"Korea, Republic of","20130424 23:00:00","Gross Domestic Product Growth (YoY)","","","1.500  %","1"
"Japan","20130424 23:50:00","Foreign bond investment","","","¥ -175.800 ","1"
"Japan","20130424 23:50:00","Foreign investment in Japan stocks","","","¥ 1,569.000 ","1"
