"country","date","name","actual","consensus","previous","volatility"
"Japan","20170505 00:00:00","Children's Day","","","","0"
"Australia","20170505 01:30:00","RBA Monetary Policy Statement","","","","3"
"New Zealand","20170505 03:00:00","RBNZ Inflation Expectations (YoY)","","","","2"
"Russia","20170505 06:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20170505 07:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20170505 07:00:00","Foreign Currency Reserves","","","","1"
"European Monetary Union","20170505 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
" USD"","20170505 11:30:00",""FX Reserves","","","","India"
"United States","20170505 12:30:00","Nonfarm Payrolls","","","","3"
"United States","20170505 12:30:00","Average Weekly Hours","","","","2"
"United States","20170505 12:30:00","Average Hourly Earnings (YoY)","","","","1"
"United States","20170505 12:30:00","Unemployment Rate","","","","3"
"United States","20170505 12:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20170505 12:30:00","Labor Force Participation Rate","","","","2"
"Canada","20170505 12:30:00","Participation rate","","","","2"
"Canada","20170505 12:30:00","Net Change in Employment","","","","3"
"Canada","20170505 12:30:00","Unemployment Rate","","","","3"
"Russia","20170505 13:00:00","Consumer Price Index (MoM)","","","","1"
"Canada","20170505 14:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20170505 14:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"United States","20170505 16:45:00","FOMC Member Williams speech","","","","1"
"United States","20170505 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170505 17:30:00","Fed's Evans Speech","","","","1"
"United States","20170505 17:30:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"United States","20170505 17:30:00","Fed's Yellen Speech","","","","3"
"United States","20170505 19:00:00","Loan Officer Survey","","","","1"
"United States","20170505 19:00:00","Consumer Credit Change","","","","2"
"United States","20170505 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170505 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170505 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170505 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170505 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170505 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170505 19:30:00","CFTC AUD NC net positions","","","","1"
