"country","date","name","actual","consensus","previous","volatility"
"Australia","20131104 00:30:00","House Price Index (QoQ)","","2.100  %","2.400  %","2"
"Australia","20131104 01:30:00","House Price Index (YoY)","","","5.100  %","2"
"Australia","20131104 01:30:00","Retail Sales s.a. (MoM)","","0.400  %","0.400  %","2"
"Germany","20131104 08:53:00","Markit Manufacturing PMI",""," 51.500 "," 51.100 ","2"
"European Monetary Union","20131104 08:58:00","Markit Manufacturing PMI",""," 51.300 "," 51.100 ","2"
"United Kingdom","20131104 09:30:00","PMI Construction",""," 58.800 "," 58.900 ","2"
"European Monetary Union","20131104 09:30:00","Sentix Investor Confidence",""," 6.500 "," 6.100 ","2"
"Mexico","20131104 14:00:00","Consumer Confidence","",""," 94.100 ","1"
"Mexico","20131104 14:00:00","Consumer Confidence s.a","",""," 93.900 ","1"
"United States","20131104 14:45:00","ISM New York index","",""," 53.600 ","1"
"Denmark","20131104 15:00:00","Currency Reserves","",""," 491.200 ","1"
"United States","20131104 15:00:00","Factory Orders (MoM)","","","-2.400  %","2"
"United States","20131104 15:00:00","Factory Orders (MoM)","","1.800  %","-2.400  %","2"
"United States","20131104 16:20:00","FOMC Member Powell Speech","","","","1"
"United States","20131104 21:00:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","1"
"Australia","20131104 23:30:00","AiG Performance of Services Index","",""," 47.100 ","2"
"Japan","20131104 23:50:00","Monetary Base (YoY)","","","46.100  %","1"
