"country","date","name","actual","consensus","previous","volatility"
"Germany","20170327 08:00:00","IFO - Expectations","","","","2"
"Germany","20170327 08:00:00","IFO - Current Assessment","","","","2"
"Germany","20170327 08:00:00","IFO - Business Climate","","","","2"
"European Monetary Union","20170327 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20170327 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20170327 08:00:00","M3 Money Supply (YoY)","","","","1"
" $"","20170327 13:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20170327 13:00:00",""Trade Balance","","","","Mexico"
"Russia","20170327 13:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United States","20170327 14:30:00","Dallas Fed Manufacturing Business Index","","","","2"
"Canada","20170327 15:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20170327 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170327 16:30:00","6-Month Bill Auction","","","","1"
"United States","20170327 17:15:00","Fed's Evans Speech","","","","1"
"European Monetary Union","20170327 17:15:00","ECB's Praet Speech","","","","1"
"United States","20170327 18:00:00","2-Year Note Auction","","","","1"
"Australia","20170327 22:00:00","RBA Assist Gov Debelle Speech","","","","1"
"United States","20170327 22:30:00","FOMC Member Kaplan Speech","","","","1"
