"country","date","name","actual","consensus","previous","volatility"
"Germany","20140108 07:00:00","Trade Balance s.a.","","€ 18.000 ","€ 16.800 ","2"
"Italy","20140108 09:00:00","Unemployment","","12.500  %","12.500  %","2"
"European Monetary Union","20140108 10:00:00","Retail Sales (YoY)","","","-0.100  %","2"
"European Monetary Union","20140108 10:00:00","Unemployment Rate","","12.100  %","12.100  %","2"
"Germany","20140108 11:00:00","Factory Orders n.s.a. (YoY)","","","1.900  %","2"
"United States","20140108 12:00:00","MBA Mortgage Applications","","","-6.300  %","2"
"Chile","20140108 13:00:00","Consumer Price Index (Inflation) (MoM)","","","0.400  %","1"
"United States","20140108 13:15:00","ADP Employment Change",""," 200.000 "," 215.000 ","2"
"Mexico","20140108 14:00:00","Consumer Confidence","",""," 88.700 ","1"
"Mexico","20140108 14:00:00","Consumer Confidence s.a","",""," 91.700 ","1"
"United States","20140108 15:30:00","EIA Crude Oil Stocks change","",""," -7.007 ","1"
"United States","20140108 17:00:00","10-Year Note Auction","","","2.824  %","1"
"United States","20140108 19:00:00","FOMC Minutes","","","","3"
"United States","20140108 20:00:00","Consumer Credit Change","","$ 15.000 ","$ 18.190 ","2"
"New Zealand","20140108 21:45:00","Building Permits s.a. (MoM)","","","-0.600  %","1"
