"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20170927 06:00:00","UBS Consumption Indicator","","","","2"
"France","20170927 06:45:00","Consumer Confidence","","","","1"
"Italy","20170927 08:00:00","Consumer Confidence","","","","1"
"Italy","20170927 08:00:00","Business Confidence","","","","1"
"European Monetary Union","20170927 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20170927 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20170927 08:00:00","M3 Money Supply (YoY)","","","","1"
"Switzerland","20170927 08:00:00","ZEW Survey - Expectations","","","","2"
"Italy","20170927 09:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20170927 09:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20170927 09:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20170927 09:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"United Kingdom","20170927 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","","","1"
"United States","20170927 11:00:00","MBA Mortgage Applications","","","","1"
"India","20170927 11:30:00","M3 Money Supply","","","","1"
"United States","20170927 12:30:00","Durable Goods Orders","","","","2"
"United States","20170927 12:30:00","Durable Goods Orders ex Transportation","","","","2"
" $"","20170927 13:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20170927 13:00:00",""Trade Balance","","","","Mexico"
"United States","20170927 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170927 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170927 14:30:00","EIA Crude Oil Stocks change","","","","2"
"Canada","20170927 15:45:00","BoC Governor Poloz Speech","","","","3"
"United States","20170927 17:00:00","5-Year Note Auction","","","","1"
"United States","20170927 17:30:00","Fed's Bullard speech","","","","2"
"United States","20170927 18:00:00","FOMC Member Brainard Speech","","","","2"
"New Zealand","20170927 20:00:00","RBNZ Rate Statement","","","","3"
"New Zealand","20170927 20:00:00","RBNZ Interest Rate Decision","","","","3"
"United States","20170927 23:00:00","Federal Reserve Bank of Boston President Rosengren Speech","","","","2"
"Japan","20170927 23:50:00","Foreign bond investment","","","","2"
"Japan","20170927 23:50:00","Foreign investment in Japan stocks","","","","2"
