"country","date","name","actual","consensus","previous","volatility"
"United States","20160928 00:00:00","OPEC meeting","","","","2"
"Russia","20160928 00:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"Australia","20160928 00:05:00",""RBA Assist Gov Edey Speech "","","","","2"
"China","20160928 01:45:00","MNI Business Sentiment Indicator","","","","1"
"Germany","20160928 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"Switzerland","20160928 06:00:00","UBS Consumption Indicator","","","","2"
"France","20160928 06:45:00","Consumer Confidence","","","","1"
"Switzerland","20160928 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20160928 08:00:00","Consumer Confidence","","","","1"
"Italy","20160928 08:00:00","Business Confidence","","","","1"
"Italy","20160928 09:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20160928 09:00:00","Wage Inflation (MoM)","","","","1"
"United States","20160928 11:00:00","MBA Mortgage Applications","","","","1"
"India","20160928 11:30:00","M3 Money Supply","","","","1"
"United States","20160928 12:30:00","Durable Goods Orders","","","","3"
"United States","20160928 12:30:00","Durable Goods Orders ex Transportation","","","","2"
"Mexico","20160928 13:00:00","Jobless Rate s.a","","","","1"
"Mexico","20160928 13:00:00","Jobless Rate","","","","1"
"European Monetary Union","20160928 13:30:00","ECB President Draghi's Speech","","","","3"
"United States","20160928 14:00:00","Fed's Yellen testifies","","","","3"
"United States","20160928 14:10:00","Fed's Bullard speech","","","","2"
"United States","20160928 14:30:00","EIA Crude Oil Stocks change","","","","3"
"United States","20160928 17:00:00","5-Year Note Auction","","","","1"
"United States","20160928 17:00:00","7-Year Note Auction","","","","1"
"United States","20160928 17:30:00","Fed's Evans Speech","","","","1"
"United States","20160928 20:35:00","FOMC Member Mester speech","","","","1"
"United States","20160928 23:15:00","Fed's George Speech","","","","1"
"Japan","20160928 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20160928 23:50:00","Foreign bond investment","","","","2"
"Japan","20160928 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20160928 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20160928 23:50:00","Large Retailer's Sales","","","","2"
