"country","date","name","actual","consensus","previous","volatility"
"Japan","20161223 00:00:00","The Emperor's Birthday","","","","0"
"Germany","20161223 07:00:00","Gfk Consumer Confidence Survey","","","","2"
"France","20161223 07:45:00","Consumer Spending (MoM)","","","","1"
"Switzerland","20161223 08:00:00","KOF Leading Indicator","","","","2"
"United Kingdom","20161223 09:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20161223 09:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20161223 09:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20161223 09:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20161223 09:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20161223 09:30:00","Current Account","","","","1"
"India","20161223 11:30:00","Bank Loan Growth","","","","1"
" USD"","20161223 11:30:00",""FX Reserves","","","","India"
"Canada","20161223 13:30:00","Gross Domestic Product (MoM)","","","","2"
"Mexico","20161223 14:00:00","Jobless Rate s.a","","","","1"
" $"","20161223 14:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20161223 14:00:00",""Trade Balance","","","","Mexico"
"Mexico","20161223 14:00:00","Jobless Rate","","","","1"
"United States","20161223 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20161223 15:00:00","New Home Sales (MoM)","","","","2"
"United States","20161223 15:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20161223 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20161223 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161223 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20161223 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20161223 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161223 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161223 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161223 19:30:00","CFTC AUD NC net positions","","","","1"
