"country","date","name","actual","consensus","previous","volatility"
"Japan","20170324 00:30:00","Nikkei Manufacturing PMI","","","","1"
"Japan","20170324 05:00:00","Leading Economic Index","","","","2"
"Japan","20170324 05:00:00","Coincident Index","","","","2"
"France","20170324 06:30:00","Gross Domestic Product (YoY)","","","","2"
"France","20170324 06:30:00","Gross Domestic Product (QoQ)","","","","1"
"France","20170324 08:00:00","Markit Manufacturing PMI","","","","1"
"France","20170324 08:00:00","Markit PMI Composite","","","","1"
"France","20170324 08:00:00","Markit Services PMI","","","","1"
"Germany","20170324 08:30:00","Markit PMI Composite","","","","2"
"Germany","20170324 08:30:00","Markit Services PMI","","","","2"
"Germany","20170324 08:30:00","Markit Manufacturing PMI","","","","2"
"Italy","20170324 09:00:00","Trade Balance non-EU","","","","1"
"European Monetary Union","20170324 09:00:00","Markit PMI Composite","","","","2"
"European Monetary Union","20170324 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20170324 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20170324 09:30:00","BBA Mortgage Approvals","","","","1"
"India","20170324 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170324 11:30:00","Balance Payment $","","","","1"
"India","20170324 11:30:00","Current Account Balance $","","","","1"
" USD"","20170324 11:30:00",""FX Reserves","","","","India"
"United States","20170324 12:00:00","Fed's Evans Speech","","","","1"
"United States","20170324 12:30:00","Durable Goods Orders ex Transportation","","","","2"
"United States","20170324 12:30:00","Durable Goods Orders","","","","2"
"Canada","20170324 12:30:00","Consumer Price Index (MoM)","","","","2"
"Canada","20170324 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170324 12:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20170324 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"United States","20170324 13:00:00","US Congress votes Health Care Bill","","","","2"
"Russia","20170324 13:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United States","20170324 13:05:00","Fed's Bullard speech","","","","1"
"Brazil","20170324 13:30:00","Current Account","","","","1"
"Canada","20170324 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Mexico","20170324 14:00:00","Retail Sales (YoY)","","","","1"
"Mexico","20170324 14:00:00","Retail Sales (MoM)","","","","1"
"United States","20170324 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20170324 18:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20170324 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170324 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170324 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170324 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170324 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170324 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170324 19:30:00","CFTC AUD NC net positions","","","","1"
