"country","date","name","actual","consensus","previous","volatility"
"Australia","20130902 01:30:00","Building Permits (YoY)","","","-13.000  %","2"
"China","20130902 01:45:00","HSBC Manufacturing PMI",""," 50.200 "," 47.700 ","2"
"Germany","20130902 07:53:00","Markit Manufacturing PMI","",""," 50.700 ","2"
"European Monetary Union","20130902 07:58:00","Markit Manufacturing PMI",""," 51.300 "," 50.300 ","2"
"United Kingdom","20130902 08:28:00","Markit Manufacturing PMI","",""," 54.600 ","2"
"Brazil","20130902 13:00:00","HSBC PMI Manufacturing","",""," 48.500 ","1"
"United States","20130902 15:30:00","3-Month Bill Auction","","","0.040  %","1"
"United States","20130902 15:30:00","6-Month Bill Auction","","","0.065  %","1"
"Brazil","20130902 18:00:00","Trade Balance","",""," -1.897 ","1"
"United Kingdom","20130902 23:01:00","BRC Retail Sales Monitor - All (YoY)","","","2.200  %","1"
"Japan","20130902 23:50:00","Monetary Base (YoY)","","41.300  %","38.000  %","1"
