"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20160623 00:00:00","EU referendum","","","","3"
"European Monetary Union","20160623 00:00:00","EU referendum","","","","2"
"Japan","20160623 01:30:00","BOJ Board Member Kiuchi Speech","","","","1"
"China","20160623 01:45:00","MNI Business Sentiment Indicator","","","","1"
"Japan","20160623 02:00:00","Nikkei Manufacturing PMI","","","","1"
"Japan","20160623 05:00:00","Leading Economic Index","","","","2"
"Japan","20160623 05:00:00","Coincident Index","","","","2"
"France","20160623 06:45:00","Business Climate","","","","1"
"France","20160623 07:00:00","Markit Manufacturing PMI","","","","1"
"France","20160623 07:00:00","Markit Services PMI","","","","1"
"France","20160623 07:00:00","Markit PMI Composite","","","","1"
"Germany","20160623 07:30:00","Markit PMI Composite","","","","1"
"Germany","20160623 07:30:00","Markit Services PMI","","","","1"
"Germany","20160623 07:30:00","Markit Manufacturing PMI","","","","2"
"Italy","20160623 08:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20160623 08:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20160623 08:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20160623 08:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"European Monetary Union","20160623 08:00:00","Markit PMI Composite","","","","2"
"European Monetary Union","20160623 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20160623 08:00:00","Markit Manufacturing PMI","","","","2"
"Australia","20160623 08:15:00","RBA Assist Gov Debelle Speech","","","","2"
"Italy","20160623 09:00:00","Trade Balance non-EU","","","","1"
"European Monetary Union","20160623 09:30:00","Targeted LTRO","","","","3"
"United Kingdom","20160623 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","","","1"
"United States","20160623 12:30:00",""Chicago Fed National Activity Index "","","","","2"
"United States","20160623 12:30:00","Initial Jobless Claims","","","","2"
"United States","20160623 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160623 13:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160623 14:00:00","CB Leading Indicator (MoM)","","","","2"
"United States","20160623 14:00:00","New Home Sales (MoM)","","","","2"
"United States","20160623 14:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20160623 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160623 15:00:00","Kansas Fed manufacturing activity","","","","1"
"Japan","20160623 23:50:00","Corporate Service Price (YoY)","","","","1"
"Japan","20160623 23:50:00","BOJ Summary of Opinions","","","","1"
