"country","date","name","actual","consensus","previous","volatility"
"Australia","20120911 01:30:00","National Australia Bank's Business Confidence","",""," 4.000 ","2"
"Japan","20120911 06:00:00","Machine Tool Orders (YoY)","","","-3.000  %","2"
"United Kingdom","20120911 08:30:00","Goods Trade Balance","","£ -8.900 ","£ -10.119 ","2"
"Poland","20120911 12:00:00","Current Account","","","€ -1,240.000 ","1"
"Canada","20120911 12:15:00","Housing Starts s.a (YoY)",""," 202.500 "," 208.500 ","2"
"Canada","20120911 12:30:00","International Merchandise Trade","","$ -1.450 ","$ -1.810 ","1"
"United States","20120911 12:30:00","Trade Balance","","$ -44.000 ","$ -42.920 ","2"
"Mexico","20120911 13:00:00","Industrial Output (MoM)","","","1.300  %","1"
"Mexico","20120911 13:00:00","Industrial Output (YoY)","","","3.700  %","1"
"United States","20120911 14:00:00","IBD/TIPP Economic Optimism (MoM)",""," 47.300 "," 45.600 ","1"
"United States","20120911 17:00:00","3-Year Note Auction","","","0.366  %","2"
"Korea, Republic of","20120911 23:00:00","Unemployment Rate","","","3.100  %","1"
"Japan","20120911 23:50:00","Domestic Corporate Goods Price Index (MoM)","","0.200  %","-0.400  %","1"
"Japan","20120911 23:50:00","Domestic Corporate Goods Price Index (YoY)","","-1.900  %","-2.100  %","1"
"Japan","20120911 23:50:00","Machinery Orders (YoY)","","-4.200  %","-9.900  %","2"
"Japan","20120911 23:50:00","Machinery Orders (MoM)","","1.800  %","5.600  %","1"
"Japan","20120911 23:50:00","Tertiary Industry Index (MoM)","","-0.400  %","0.100  %","2"
