"country","date","name","actual","consensus","previous","volatility"
"Japan","20140528 00:00:00","Bank of Japan Governor Kuroda Speech","","","","2"
"New Zealand","20140528 01:00:00","ANZ Business Confidence","","","64.800  %","2"
"Switzerland","20140528 05:45:00","Gross Domestic Product s.a. (QoQ)","","0.600  %","0.200  %","2"
"Switzerland","20140528 05:45:00","Gross Domestic Product (YoY)","","1.900  %","1.700  %","2"
"Switzerland","20140528 06:00:00","UBS Consumption Indicator","",""," 1.840 ","2"
"Germany","20140528 07:55:00","Unemployment Change",""," -15.000 "," -25.000 ","2"
"Germany","20140528 07:55:00","Unemployment Rate s.a.","","6.700  %","6.700  %","2"
"European Monetary Union","20140528 09:00:00","Consumer Confidence",""," -7.100 "," -8.600 ","2"
"European Monetary Union","20140528 09:00:00","Business Climate",""," 0.300 "," 0.270 ","2"
"European Monetary Union","20140528 09:00:00","Economic Sentiment Indicator",""," 102.200 "," 102.000 ","2"
"United States","20140528 12:55:00","Redbook index (MoM)","","","1.000  %","1"
"United States","20140528 12:55:00","Redbook index (YoY)","","","3.900  %","1"
"United States","20140528 15:30:00","4-Week Bill Auction","","","0.030  %","1"
"United States","20140528 15:30:00","52-week Bill auction","","","0.105  %","1"
"United States","20140528 17:00:00","5-Year Note Auction","","","1.732  %","1"
"Brazil","20140528 20:00:00","Interest Rate Decision","","","11.000  %","1"
"Korea, Republic of","20140528 23:00:00","Current Account Balance","",""," 6.650 ","1"
"Japan","20140528 23:50:00","Foreign bond investment","","","¥ 1,414.300 ","1"
"Japan","20140528 23:50:00","Foreign investment in Japan stocks","","","¥ -97.000 ","1"
"Japan","20140528 23:50:00","Retail Trade (YoY)","","-3.300  %","11.000  %","2"
"Japan","20140528 23:50:00","Large Retailer's Sales","","","16.100  %","2"
"Japan","20140528 23:50:00","Retail Trade s.a (MoM)","","","6.300  %","2"
