"country","date","name","actual","consensus","previous","volatility"
"France","20150521 07:00:00","French Manufacturing PMI  (May)","French Manufacturing PMI  (May)","49.3","48.5","2"
"France","20150521 07:00:00","French Services PMI  (May)","French Services PMI  (May)","51.6","51.9","2"
"Germany","20150521 07:30:00","German Manufacturing PMI  (May)","German Manufacturing PMI  (May)","51.4","52.3","2"
"Germany","20150521 07:30:00","German Services PMI  (May)","German Services PMI  (May)","52.9","53.9","2"
"European Monetary Union","20150521 08:00:00","Manufacturing PMI  (May)","Manufacturing PMI  (May)","52.3","52.0","2"
"European Monetary Union","20150521 08:00:00","Markit Composite PMI  (May)","Markit Composite PMI  (May)","53.4","53.8","2"
"European Monetary Union","20150521 08:00:00","Services PMI  (May)","Services PMI  (May)","53.3","53.9","2"
"United Kingdom","20150521 08:30:00","Core Retail Sales (YoY)  (Apr)","Core Retail Sales (YoY)  (Apr)","4.7%","3.7%","2"
"United Kingdom","20150521 08:30:00","Core Retail Sales (MoM)  (Apr)","Core Retail Sales (MoM)  (Apr)","1.2%","0.3%","2"
"United Kingdom","20150521 08:30:00","Retail Sales (YoY)  (Apr)","Retail Sales (YoY)  (Apr)","4.7%","3.8%","2"
"United Kingdom","20150521 08:30:00","Retail Sales (MoM)  (Apr)","Retail Sales (MoM)  (Apr)","1.2%","0.4%","2"
"European Monetary Union","20150521 08:30:00","Retail Sales (MoM)  (Apr)","Retail Sales (MoM)  (Apr)","1.2%","0.4%","2"
"United Kingdom","20150521 10:00:00","CBI Industrial Trends Orders  (May)","CBI Industrial Trends Orders  (May)","-5","3","2"
"European Monetary Union","20150521 11:30:00","ECB Publishes Account of Monetary Policy Meeting","ECB Publishes Account of Monetary Policy Meeting","","","2"
"Russia","20150521 12:03:00","Central Bank reserves (USD)","Central Bank reserves (USD)","362.3B","","2"
"United States","20150521 12:30:00","Chicago Fed National Activity  (Apr)","Chicago Fed National Activity  (Apr)","-0.15","0.10","1"
"United States","20150521 12:30:00","Continuing Jobless Claims","Continuing Jobless Claims","2,211K","2,231K","1"
"United States","20150521 12:30:00","Initial Jobless Claims","Initial Jobless Claims","274K","271K","2"
"United States","20150521 12:30:00","Jobless Claims 4-Week Avg.","Jobless Claims 4-Week Avg.","266.25K","","1"
"Brazil","20150521 12:30:00","Unemployment Rate  (Apr)","Unemployment Rate  (Apr)","6.4%","6.3%","2"
"Russia","20150521 13:00:00","PPI (YoY)  (Apr)","PPI (YoY)  (Apr)","15.0%","13.3%","1"
"Russia","20150521 13:00:00","PPI (MoM)  (Apr)","PPI (MoM)  (Apr)","2.7%","6.0%","1"
"Russia","20150521 13:00:00","Retail Sales (YoY)","Retail Sales (YoY)","","-8.1%","1"
"South Africa","20150521 13:00:00","Interest Rate Decision  (2M)","Interest Rate Decision  (2M)","5.75%","5.75%","1"
"South Africa","20150521 13:00:00","Prime Rate  (2M)","Prime Rate  (2M)","9.25%","","1"
"United States","20150521 13:45:00","Bloomberg Consumer Confidence","Bloomberg Consumer Confidence","","","1"
"United States","20150521 13:45:00","Manufacturing PMI  (May)","Manufacturing PMI  (May)","53.8","54.5","2"
"United States","20150521 14:00:00","CB Leading Index (MoM)  (Apr)","CB Leading Index (MoM)  (Apr)","","0.3%","1"
"United States","20150521 14:00:00","Existing Home Sales  (Apr)","Existing Home Sales  (Apr)","","5.24M","3"
"United States","20150521 14:00:00","Existing Home Sales (MoM)  (Apr)","Existing Home Sales (MoM)  (Apr)","","1.0%","2"
"United States","20150521 14:00:00","Philadelphia Fed Manufacturing Index  (May)","Philadelphia Fed Manufacturing Index  (May)","","8.0","3"
"United States","20150521 14:00:00","Philly Fed Business Conditions  (May)","Philly Fed Business Conditions  (May)","","","1"
"United States","20150521 14:00:00","Philly Fed CAPEX Index  (May)","Philly Fed CAPEX Index  (May)","","","1"
"United States","20150521 14:00:00","Philly Fed Employment  (May)","Philly Fed Employment  (May)","","","2"
"United States","20150521 14:00:00","Philly Fed New Orders  (May)","Philly Fed New Orders  (May)","","","1"
"United States","20150521 14:00:00","Philly Fed Prices Paid  (May)","Philly Fed Prices Paid  (May)","","","1"
"European Monetary Union","20150521 14:00:00","Consumer Confidence  (May)","Consumer Confidence  (May)","","-4.8","1"
"United States","20150521 14:30:00","Natural Gas Storage","Natural Gas Storage","","97B","1"
"United States","20150521 15:00:00","KC Fed Composite Index  (May)","KC Fed Composite Index  (May)","","-4","1"
"United States","20150521 15:00:00","KC Fed Manufacturing Index  (May)","KC Fed Manufacturing Index  (May)","","","1"
"United States","20150521 17:00:00","10-Year TIPS Auction","10-Year TIPS Auction","","","1"
"United States","20150521 17:30:00","FOMC Member Stanley Fischer Speaks","FOMC Member Stanley Fischer Speaks","","","2"
"European Monetary Union","20150521 17:30:00","ECB President Draghi Speaks","ECB President Draghi Speaks","","","3"
"United States","20150521 23:00:00","FOMC Member Williams Speaks","FOMC Member Williams Speaks","","","2"
"Japan","20150521 23:30:00","Reuters Tankan Index  (May)","Reuters Tankan Index  (May)","","","1"
