"country","date","name","actual","consensus","previous","volatility"
"Australia","20170426 00:00:00","RBA's Governor Philip Lowe Speech","","","","1"
"Australia","20170426 01:30:00","RBA trimmed mean CPI (QoQ)","","","","3"
"Australia","20170426 01:30:00","RBA trimmed mean CPI (YoY)","","","","2"
"Australia","20170426 01:30:00","Consumer Price Index (YoY)","","","","2"
"Australia","20170426 01:30:00","Consumer Price Index (QoQ)","","","","3"
"Japan","20170426 04:30:00","All Industry Activity Index (MoM)","","","","2"
"Switzerland","20170426 06:00:00","UBS Consumption Indicator","","","","2"
"France","20170426 06:45:00","Consumer Confidence","","","","1"
"Switzerland","20170426 08:00:00","ZEW Survey - Expectations","","","","2"
"United States","20170426 11:00:00","MBA Mortgage Applications","","","","1"
"India","20170426 11:30:00","M3 Money Supply","","","","1"
"Canada","20170426 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20170426 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Mexico","20170426 13:00:00","Retail Sales (MoM)","","","","1"
"Mexico","20170426 13:00:00","Retail Sales (YoY)","","","","1"
"United States","20170426 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20170426 17:00:00","5-Year Note Auction","","","","1"
"Japan","20170426 23:50:00","Foreign bond investment","","","","2"
"Japan","20170426 23:50:00","Foreign investment in Japan stocks","","","","2"
