"country","date","name","actual","consensus","previous","volatility"
"Russia","20161216 00:00:00","Producer Price Index (YoY)","","","","1"
"Russia","20161216 00:00:00","Producer Price Index (MoM)","","","","1"
"Germany","20161216 07:00:00","Wholesale Price Index (YoY)","","","","2"
"France","20161216 07:45:00","Business Climate","","","","1"
"Italy","20161216 09:00:00","Trade Balance EU","","","","1"
"Italy","20161216 09:00:00","Global Trade Balance","","","","1"
"European Monetary Union","20161216 10:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20161216 10:00:00","Trade Balance s.a.","","","","2"
"European Monetary Union","20161216 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20161216 10:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20161216 10:00:00","Consumer Price Index - Core (MoM)","","","","2"
"European Monetary Union","20161216 10:00:00","Consumer Price Index (YoY)","","","","3"
"Russia","20161216 10:30:00","Interest rate decision","","","","2"
"United Kingdom","20161216 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
" USD"","20161216 11:30:00",""FX Reserves","","","","India"
"United Kingdom","20161216 12:00:00","BoE Quarterly Bulletin","","","","1"
"United States","20161216 13:30:00","Building Permits (MoM)","","","","2"
"United States","20161216 13:30:00","Housing Starts (MoM)","","","","2"
"United States","20161216 13:30:00","Building Permits Change","","","","1"
"United States","20161216 13:30:00","Housing Starts Change","","","","1"
"Canada","20161216 13:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Canada","20161216 13:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"United States","20161216 17:30:00","Fed's Lacker speech","","","","1"
"United States","20161216 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20161216 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161216 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20161216 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20161216 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161216 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161216 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161216 19:30:00","CFTC AUD NC net positions","","","","1"
