"country","date","name","actual","consensus","previous","volatility"
"France","20170519 05:30:00","ILO Unemployment","","","","1"
"Germany","20170519 06:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20170519 06:00:00","Producer Price Index (YoY)","","","","2"
"Russia","20170519 06:00:00","Producer Price Index (MoM)","","","","1"
"Russia","20170519 06:00:00","Producer Price Index (YoY)","","","","1"
"Russia","20170519 06:00:00","Industrial Output","","","","1"
"European Monetary Union","20170519 08:00:00","Current Account s.a","","","","1"
"European Monetary Union","20170519 08:00:00","Current Account n.s.a","","","","1"
"United Kingdom","20170519 10:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
" USD"","20170519 11:30:00",""FX Reserves","","","","India"
"Canada","20170519 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20170519 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20170519 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20170519 12:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20170519 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170519 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20170519 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20170519 13:15:00","Fed's Bullard speech","","","","1"
"European Monetary Union","20170519 14:00:00","Consumer Confidence","","","","2"
"United States","20170519 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170519 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170519 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170519 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170519 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170519 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170519 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170519 19:30:00","CFTC AUD NC net positions","","","","1"
