"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20170120 00:00:00","World Economic Forum - Davos","","","","2"
"Russia","20170120 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170120 00:00:00","HIA New Home Sales (MoM)","","","","2"
"United States","20170120 01:00:00","Fed's Yellen Speech","","","","2"
"China","20170120 02:00:00","Retail Sales (YoY)","","","","2"
"China","20170120 02:00:00","Industrial Production (YoY)","","","","2"
"China","20170120 02:00:00","NBS Press Conference","","","","2"
"China","20170120 02:00:00","Urban investment (YTD) (YoY)","","","","1"
"China","20170120 02:00:00","Gross Domestic Product (YoY)","","","","3"
"China","20170120 02:00:00","Gross Domestic Product (QoQ)","","","","3"
"Germany","20170120 07:00:00","Producer Price Index (YoY)","","","","2"
"Germany","20170120 07:00:00","Producer Price Index (MoM)","","","","2"
"United Kingdom","20170120 09:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"United Kingdom","20170120 09:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"United Kingdom","20170120 09:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20170120 09:30:00","Retail Sales (MoM)","","","","2"
"Greece","20170120 09:30:00","Current Account (YoY)","","","","1"
"India","20170120 11:30:00","Bank Loan Growth","","","","1"
" USD"","20170120 11:30:00",""FX Reserves","","","","India"
"Canada","20170120 13:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20170120 13:30:00","Retail Sales (MoM)","","","","1"
"Canada","20170120 13:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20170120 13:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20170120 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20170120 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170120 13:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20170120 14:00:00","President Trump Speech","","","","3"
"United States","20170120 14:00:00","FOMC Member Harker Speech","","","","1"
"Mexico","20170120 15:00:00","Jobless Rate s.a","","","","1"
"Mexico","20170120 15:00:00","Jobless Rate","","","","1"
"United States","20170120 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170120 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170120 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20170120 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170120 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170120 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170120 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170120 20:30:00","CFTC AUD NC net positions","","","","1"
