"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20140924 06:00:00","UBS Consumption Indicator","",""," 1.660 ","2"
"Germany","20140924 08:00:00","IFO - Business Climate",""," 105.700 "," 106.300 ","2"
"Germany","20140924 08:00:00","IFO - Current Assessment",""," 110.200 "," 111.100 ","2"
"Germany","20140924 08:00:00","IFO - Expectations",""," 101.200 "," 101.700 ","2"
"United States","20140924 11:00:00","MBA Mortgage Applications","","","7.900  %","2"
"Mexico","20140924 13:00:00","1st half-month Core Inflation","","","0.150  %","1"
"Mexico","20140924 13:00:00","1st half-month Inflation","","","0.190  %","1"
"Belgium","20140924 13:00:00","Leading Indicator","",""," -7.300 ","1"
"Switzerland","20140924 13:00:00","SNB Quarterly Bulletin","","","","2"
"Brazil","20140924 13:30:00","Current Account","","","$ -6.018 ","1"
"United States","20140924 14:00:00","New Home Sales Change (MoM)","","","-2.400  %","2"
"United States","20140924 14:00:00","New Home Sales (MoM)",""," 0.430 "," 0.412 ","1"
"United States","20140924 14:30:00","EIA Crude Oil Stocks change","",""," 3.673 ","1"
"United States","20140924 16:05:00","FOMC Member Mester speech","","","","1"
"United States","20140924 17:00:00","5-Year Note Auction","","","1.646  %","1"
"Argentina","20140924 19:00:00","Gross Domestic Product (YoY)","","","-0.200  %","1"
"Japan","20140924 23:50:00","Corporate Service Price (YoY)","","3.700  %","3.700  %","1"
