"country","date","name","actual","consensus","previous","volatility"
"United States","20131120 00:00:00","Fed's Bernanke Speech","","","","2"
"Australia","20131120 00:30:00","RBA Assist Gov Debelle Speech","","","","2"
"Japan","20131120 04:30:00","All Industry Activity Index (MoM)","","0.500  %","0.300  %","2"
"United Kingdom","20131120 09:30:00","BOE MPC Vote Unchanged",""," 9.000 "," 9.000 ","2"
"European Monetary Union","20131120 09:30:00","BOE MPC Vote Unchanged",""," 9.000 "," 9.000 ","2"
"United Kingdom","20131120 09:30:00","Bank of England Minutes","","","","2"
"European Monetary Union","20131120 09:30:00","Bank of England Minutes","","","","2"
"United Kingdom","20131120 09:30:00","BOE MPC Vote Cut",""," 0.000 "," 0.000 ","2"
"European Monetary Union","20131120 09:30:00","BOE MPC Vote Cut",""," 0.000 "," 0.000 ","2"
"United Kingdom","20131120 09:30:00","BOE MPC Vote Hike",""," 0.000 "," 0.000 ","2"
"European Monetary Union","20131120 09:30:00","BOE MPC Vote Hike",""," 0.000 "," 0.000 ","2"
"Switzerland","20131120 10:00:00","ZEW Survey - Expectations",""," 30.000 "," 24.900 ","2"
"United States","20131120 12:00:00","MBA Mortgage Applications","","","-0.500  %","2"
"United States","20131120 13:30:00","Consumer Price Index (YoY)","","1.000  %","1.200  %","3"
"United States","20131120 13:30:00","Consumer Price Index (MoM)","","0.000  %","0.200  %","2"
"United States","20131120 13:30:00","Consumer Price Index Core s.a","",""," 234.590 ","1"
"United States","20131120 13:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.100  %","0.100  %","2"
"United States","20131120 13:30:00","Consumer Price Index Ex Food & Energy (YoY)","","1.700  %","1.700  %","3"
"United States","20131120 13:30:00","Consumer Price Index n.s.a (MoM)",""," 233.610 "," 234.150 ","1"
"United States","20131120 13:30:00","Retail Sales (MoM)","","0.100  %","-0.100  %","3"
"United States","20131120 13:30:00","Retail Sales ex Autos (MoM)","","0.100  %","0.400  %","2"
"Canada","20131120 13:30:00","Wholesale Sales (MoM)","","0.400  %","0.500  %","1"
"Belgium","20131120 14:00:00","Consumer Confidence Index","",""," -6.000 ","1"
"Mexico","20131120 14:00:00","Retail Sales (MoM)","","","-1.400  %","1"
"Mexico","20131120 14:00:00","Retail Sales (YoY)","","","-2.200  %","1"
"United States","20131120 15:00:00","Business Inventories","","0.400  %","0.300  %","2"
"United States","20131120 15:00:00","Existing Home Sales (MoM)",""," 5.150 "," 5.290 ","1"
"United States","20131120 15:00:00","Existing Home Sales Change (MoM)","","-2.600  %","-1.900  %","2"
"United States","20131120 15:30:00","EIA Crude Oil Stocks change",""," -0.200 "," 2.640 ","1"
"United States","20131120 17:10:00","Fed's Bullard speech","","","","1"
"United Kingdom","20131120 18:30:00","MPC Member Weale Speech","","","","1"
"United States","20131120 19:00:00","FOMC Minutes","","","","3"
"Canada","20131120 21:15:00","BoC Governor Poloz Speech","","","","3"
"Japan","20131120 23:50:00","Foreign bond investment","","","¥ 357.100 ","2"
"Japan","20131120 23:50:00","Foreign investment in Japan stocks","","","¥ 273.100 ","2"
