"country","date","name","actual","consensus","previous","volatility"
"Australia","20161213 00:30:00","House Price Index (QoQ)","","","","2"
"Australia","20161213 00:30:00","House Price Index (YoY)","","","","2"
"Australia","20161213 00:30:00","National Australia Bank's Business Confidence","","","","1"
"Australia","20161213 00:30:00","National Australia Bank's Business Conditions","","","","1"
"China","20161213 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20161213 02:00:00","Retail Sales (YoY)","","","","2"
"China","20161213 02:00:00","Industrial Production (YoY)","","","","2"
"China","20161213 02:00:00","Urban investment (YTD) (YoY)","","","","1"
"China","20161213 02:00:00","New Loans","","","","1"
"China","20161213 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"India","20161213 06:30:00","WPI Inflation","","","","1"
"Germany","20161213 07:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20161213 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20161213 07:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20161213 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Spain","20161213 08:00:00","HICP (YoY)","","","","1"
"Spain","20161213 08:00:00","HICP (MoM)","","","","1"
"Spain","20161213 08:00:00","Consumer Price Index (YoY)","","","","1"
"Spain","20161213 08:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20161213 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20161213 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20161213 09:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20161213 09:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20161213 09:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20161213 09:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20161213 09:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20161213 09:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20161213 09:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20161213 09:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20161213 09:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20161213 09:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20161213 09:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20161213 09:30:00","Consumer Price Index (MoM)","","","","2"
"Germany","20161213 10:00:00","ZEW Survey - Economic Sentiment","","","","1"
"Germany","20161213 10:00:00","ZEW Survey - Current Situation","","","","1"
"Germany","20161213 10:00:00","30-y Bond Auction","","","","1"
"Italy","20161213 10:00:00",""Bank of Italy  ""Money and Banks"" Report"","","","","1"
"Spain","20161213 10:00:00","3-Month Letras Auction","","","","1"
"Spain","20161213 10:00:00","9-Month Letras Auction","","","","1"
"Portugal","20161213 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20161213 10:00:00","Consumer Price Index (MoM)","","","","1"
"European Monetary Union","20161213 10:00:00","ZEW Survey - Economic Sentiment","","","","1"
"European Monetary Union","20161213 10:00:00","Employment Change (YoY)","","","","1"
"European Monetary Union","20161213 10:00:00","Employment Change (QoQ)","","","","1"
"United States","20161213 11:00:00","NFIB Business Optimism Index","","","","1"
"Brazil","20161213 11:00:00","Retail Sales (MoM)","","","","1"
"India","20161213 11:30:00","Trade Deficit - RBI","","","","1"
"India","20161213 11:30:00","Balance Payment $","","","","1"
"India","20161213 11:30:00","Current Account Balance $","","","","1"
"United States","20161213 13:30:00","Import Price Index (MoM)","","","","2"
"United States","20161213 13:30:00","Export Price Index (MoM)","","","","2"
"United States","20161213 13:30:00","Import Price Index (YoY)","","","","2"
"United States","20161213 13:30:00","Export Price Index (YoY)","","","","2"
"United States","20161213 13:55:00","Redbook index (YoY)","","","","1"
"United States","20161213 13:55:00","Redbook index (MoM)","","","","1"
"United States","20161213 16:30:00","4-Week Bill Auction","","","","1"
"United States","20161213 18:00:00","30-Year Bond Auction","","","","1"
"United States","20161213 21:30:00","API Weekly Crude Oil Stock","","","","1"
"Australia","20161213 23:30:00","Westpac Consumer Confidence","","","","2"
"Japan","20161213 23:50:00","Tankan Non - Manufacturing Index","","","","2"
"Japan","20161213 23:50:00","Tankan Large All Industry Capex","","","","2"
"Japan","20161213 23:50:00","Tankan Large Manufacturing Index","","","","2"
"Japan","20161213 23:50:00","Tankan Non - Manufacturing Outlook","","","","2"
"Japan","20161213 23:50:00","Tankan Large Manufacturing Outlook","","","","2"
