"country","date","name","actual","consensus","previous","volatility"
"United States","20160530 00:00:00","Memorial Day","","","","0"
"United Kingdom","20160530 00:00:00","Spring Bank Holiday","","","","0"
"United States","20160530 00:20:00","Fed's Bullard speech","","","","1"
"Australia","20160530 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20160530 01:30:00","Company Gross Operating Profits (QoQ)","","","","1"
"France","20160530 05:30:00","Gross Domestic Product (YoY)","","","","1"
"Germany","20160530 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20160530 06:00:00","Import Price Index (MoM)","","","","1"
"France","20160530 06:45:00","Consumer Spending (MoM)","","","","1"
"Spain","20160530 07:00:00","HICP (YoY)","","","","1"
"Switzerland","20160530 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20160530 08:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20160530 08:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20160530 09:00:00","10-y Bond Auction","","","","1"
"Greece","20160530 09:00:00","Producer Price Index (YoY)","","","","1"
"Greece","20160530 09:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"European Monetary Union","20160530 09:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20160530 09:00:00","Services Sentiment","","","","1"
"European Monetary Union","20160530 09:00:00","Industrial Confidence","","","","1"
"European Monetary Union","20160530 09:00:00","Business Climate","","","","1"
"European Monetary Union","20160530 09:00:00","Economic Sentiment Indicator","","","","1"
"Portugal","20160530 10:00:00","Business Confidence","","","","1"
"Portugal","20160530 10:00:00","Consumer Confidence","","","","1"
"Germany","20160530 12:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160530 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160530 12:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160530 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Canada","20160530 12:30:00","Raw Material Price Index","","","","1"
"Canada","20160530 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20160530 12:30:00","Current Account","","","","2"
"New Zealand","20160530 22:45:00","Building Permits s.a. (MoM)","","","","2"
"Japan","20160530 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20160530 23:30:00","Unemployment Rate","","","","2"
"Japan","20160530 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20160530 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20160530 23:50:00","Industrial Production (YoY)","","","","2"
