"country","date","name","actual","consensus","previous","volatility"
"China","20131105 01:45:00","HSBC China Services PMI","",""," 52.400 ","2"
"Australia","20131105 03:30:00","RBA Interest Rate Decision","","2.500  %","2.500  %","2"
"Australia","20131105 03:30:00","RBA Rate Statement","","","","2"
"Japan","20131105 05:30:00","Bank of Japan Governor Kuroda Speech","","","","2"
"Switzerland","20131105 08:15:00","Consumer Price Index (YoY)","","-0.200  %","-0.100  %","2"
"United Kingdom","20131105 09:28:00","Markit Services PMI",""," 59.800 "," 60.300 ","2"
"European Monetary Union","20131105 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
"European Monetary Union","20131105 10:00:00","Producer Price Index (YoY)","","-0.700  %","-0.800  %","2"
"United States","20131105 12:55:00","Redbook index (MoM)","","","-1.300  %","1"
"United States","20131105 12:55:00","Redbook index (YoY)","","","3.600  %","1"
"United States","20131105 15:00:00","IBD/TIPP Economic Optimism (MoM)",""," 41.100 "," 38.400 ","1"
"United States","20131105 15:00:00","ISM Non-Manufacturing PMI",""," 54.000 "," 54.400 ","2"
"United States","20131105 16:30:00","4-Week Bill Auction","","","0.056  %","1"
"United States","20131105 18:15:00","Fed's Lacker speech","","","","1"
"New Zealand","20131105 21:45:00","Employment Change","","0.600  %","0.400  %","2"
"New Zealand","20131105 21:45:00","Unemployment Rate","","6.300  %","6.400  %","2"
"New Zealand","20131105 21:45:00","Labour cost index (QoQ)","","0.500  %","0.400  %","1"
"New Zealand","20131105 21:45:00","Labour cost index (YoY)","","1.700  %","1.700  %","1"
"United States","20131105 22:00:00","FOMC Member Williams speech","","","","1"
"Japan","20131105 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
