"country","date","name","actual","consensus","previous","volatility"
"United States","20171110 00:00:00","Veterans Day (Observed)","","","","0"
"Australia","20171110 00:30:00","RBA Monetary Policy Statement","","","","3"
"China","20171110 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20171110 02:00:00","New Loans","","","","1"
"Japan","20171110 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"France","20171110 07:45:00","Industrial Output (MoM)","","","","1"
"France","20171110 07:45:00","Nonfarm Payrolls (QoQ)","","","","1"
"Italy","20171110 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20171110 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20171110 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20171110 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20171110 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20171110 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20171110 09:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20171110 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20171110 09:30:00","Total Trade Balance","","","","1"
"India","20171110 11:00:00","Trade Deficit Government","","","","1"
"India","20171110 11:30:00","Bank Loan Growth","","","","1"
" USD"","20171110 11:30:00",""FX Reserves","","","","India"
"Brazil","20171110 12:00:00","IPCA Inflation","","","","1"
"United Kingdom","20171110 13:00:00","NIESR GDP Estimate (3M)","","","","2"
"Russia","20171110 13:00:00","Foreign Trade","","","","1"
"Mexico","20171110 14:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20171110 14:00:00","Industrial Output (YoY)","","","","1"
"United States","20171110 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20171110 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20171110 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20171110 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20171110 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20171110 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20171110 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20171110 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20171110 19:30:00","CFTC AUD NC net positions","","","","1"
