"country","date","name","actual","consensus","previous","volatility"
"Australia","20120815 00:30:00","Westpac Consumer Confidence","","","3.700  %","2"
"United Kingdom","20120815 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","1.800  %","1.500  %","2"
"United Kingdom","20120815 08:30:00","Bank of England Minutes","","","","3"
"European Monetary Union","20120815 08:30:00","Bank of England Minutes","","","","3"
"United Kingdom","20120815 08:30:00","Claimant Count Change",""," 6.000 "," 6.100 ","3"
"European Monetary Union","20120815 08:30:00","Claimant Count Change",""," 6.000 "," 6.100 ","3"
"United Kingdom","20120815 08:30:00","Claimant Count Rate","","4.900  %","4.900  %","2"
"United Kingdom","20120815 08:30:00","ILO Unemployment Rate (3M)","","8.100  %","8.100  %","2"
"United States","20120815 12:30:00","Consumer Price Index (YoY)","","1.600  %","1.700  %","3"
"United States","20120815 12:30:00","Consumer Price Index (MoM)","","0.200  %","0.000  %","2"
"United States","20120815 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.200  %","0.200  %","2"
"United States","20120815 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","2.200  %","2.200  %","3"
"United States","20120815 12:30:00","Consumer Price Index Core s.a","",""," 229.916 ","1"
"United States","20120815 12:30:00","Consumer Price Index n.s.a (MoM)",""," 229.400 "," 229.478 ","1"
"United States","20120815 12:30:00","NY Empire State Manufacturing Index",""," 6.500 "," 7.390 ","1"
"United States","20120815 13:00:00","Net Long-Term TIC Flows","","$ 20.000 ","$ 55.000 ","2"
"United States","20120815 13:00:00","Total Net TIC Flows","","","$ 101.700 ","1"
"United States","20120815 13:15:00","Industrial Production (MoM)","","0.500  %","0.400  %","2"
"United States","20120815 13:15:00","Capacity Utilization","","79.200  %","78.900  %","1"
"United States","20120815 14:00:00","NAHB Housing Market Index",""," 35.000 "," 35.000 ","1"
"United States","20120815 14:30:00","EIA Crude Oil Stocks change",""," -1.600 "," -3.729 ","1"
"New Zealand","20120815 22:30:00","Business NZ PMI","",""," 50.200 ","2"
"Korea, Republic of","20120815 23:00:00","Unemployment Rate","","","3.200  %","1"
"Japan","20120815 23:50:00","Foreign bond investment","","","¥ 448.100 ","1"
"Japan","20120815 23:50:00","Foreign investment in Japan stocks","","","¥ -82.500 ","1"
