"country","date","name","actual","consensus","previous","volatility"
"Russia","20120416 00:00:00","Industrial Output","","","","1"
"India","20120416 06:30:00","WPI Inflation","","","6.950  %","1"
"Turkey","20120416 07:00:00","3mth quarterly jobless average","","","9.800  %","1"
"Turkey","20120416 07:00:00","Consumer Confidence","",""," 93.200 ","1"
"Czech Republic","20120416 07:00:00","Producer Price Index (MoM)","","","0.100  %","1"
"Czech Republic","20120416 07:00:00","Producer Price Index (YoY)","","","3.600  %","1"
"Switzerland","20120416 07:15:00","Producer and Import Prices (MoM)","","0.500  %","0.800  %","1"
"Switzerland","20120416 07:15:00","Producer and Import Prices (YoY)","","-1.800  %","-1.900  %","1"
"Turkey","20120416 08:00:00","Budget Balance","",""," -2.600 ","1"
"Italy","20120416 08:00:00","Global Trade Balance","",""," -4.350 ","1"
"Norway","20120416 08:00:00","Trade Balance","",""," 45.300 ","1"
"Italy","20120416 08:00:00","Trade Balance EU","","","€ 0.756 ","1"
"European Monetary Union","20120416 09:00:00","Trade Balance n.s.a.","","€ 3.000 ","€ -7.600 ","1"
"European Monetary Union","20120416 09:00:00","Trade Balance s.a.","","","€ 5.900 ","1"
"Canada","20120416 12:30:00","Canadian Investment in Foreign Securities","","","$ -1.260 ","1"
"Canada","20120416 12:30:00","Foreign investment in Canadian securities","","","$ -4.190 ","1"
"United States","20120416 12:30:00","NY Empire State Manufacturing Index",""," 18.000 "," 20.210 ","1"
"United States","20120416 12:30:00","Retail Sales (MoM)","","0.400  %","1.100  %","2"
"United States","20120416 12:30:00","Retail Sales ex Autos (MoM)","","0.600  %","0.900  %","2"
"United States","20120416 13:00:00","Net Long-Term TIC Flows","","","$ 101.000 ","2"
"United States","20120416 13:00:00","Total Net TIC Flows","","","$ 18.800 ","1"
"United States","20120416 14:00:00","Business Inventories","","0.600  %","0.700  %","2"
"United States","20120416 14:00:00","NAHB Housing Market Index",""," 28.000 "," 28.000 ","1"
"United States","20120416 19:30:00","Fed's Bullard speech","","","","1"
