"country","date","name","actual","consensus","previous","volatility"
"Australia","20151020 00:30:00","RBA Meeting's Minutes","","","","3"
"Australia","20151020 05:00:00","RBA Annual Report","","","","1"
"Germany","20151020 06:00:00","Producer Price Index (YoY)","","","","1"
"Germany","20151020 06:00:00","Producer Price Index (MoM)","","","","1"
"Switzerland","20151020 06:00:00","Exports (MoM)","","","","1"
"Switzerland","20151020 06:00:00","Trade Balance","","","","1"
"Switzerland","20151020 06:00:00","Imports (MoM)","","","","1"
"European Monetary Union","20151020 08:00:00","Current Account s.a","","","","1"
"European Monetary Union","20151020 08:00:00","Current Account n.s.a","","","","1"
"Spain","20151020 09:00:00","9-Month Letras auction","","","","1"
"Spain","20151020 09:00:00","3-Month Letras Auction","","","","1"
"Portugal","20151020 09:00:00","Current Account Balance","","","","1"
"United Kingdom","20151020 10:00:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20151020 10:00:00","BOE's Governor Carney speech","","","","2"
"United States","20151020 12:30:00","Housing Starts (MoM)","","","","2"
"United States","20151020 12:30:00","Building Permits (MoM)","","","","2"
"Canada","20151020 12:30:00","Wholesale Sales (MoM)","","","","1"
"United States","20151020 12:55:00","Redbook index (YoY)","","","","1"
"United States","20151020 12:55:00","Redbook index (MoM)","","","","1"
"United States","20151020 13:15:00","FOMC Member Powell Speech","","","","1"
"United States","20151020 13:30:00","Fed's William Dudley speech","","","","1"
"New Zealand","20151020 14:00:00","GDT Price Index","","","","1"
"United States","20151020 15:00:00","Fed's Yellen Speech","","","","2"
"United States","20151020 15:30:00","4-Week Bill Auction","","","","1"
"New Zealand","20151020 22:45:00","Visitor Arrivals (YoY)","","","","1"
"Japan","20151020 23:50:00","Exports (YoY)","","","","2"
"Japan","20151020 23:50:00","Imports (YoY)","","","","2"
"Japan","20151020 23:50:00","Merchandise Trade Balance Total","","","","2"
"Japan","20151020 23:50:00","Adjusted Merchandise Trade Balance","","","","2"
